Date,Open,High,Low,Close,Volume,data_interval,download_interval,timeframe_label,data_source,source_period_requested,downloaded_at_utc
2023-05-05 16:00:00,318.4700012207031,321.7799987792969,318.1000061035156,321.1050109863281,24786278,4h,1h,4-Hour,yfinance,730d,2026-04-02T22:50:57Z
2023-05-05 20:00:00,321.1199951171875,323.760009765625,320.8699951171875,322.9150085449219,20557540,4h,1h,4-Hour,yfinance,730d,2026-04-02T22:50:57Z
2023-05-08 16:00:00,322.4200134277344,323.0,321.31500244140625,322.79119873046875,18155646,4h,1h,4-Hour,yfinance,730d,2026-04-02T22:50:57Z
2023-05-08 20:00:00,322.79998779296875,324.0400085449219,322.1400146484375,323.7300109863281,15762345,4h,1h,4-Hour,yfinance,730d,2026-04-02T22:50:57Z
2023-05-09 16:00:00,322.1499938964844,322.8800048828125,321.4049987792969,321.5400085449219,15404229,4h,1h,4-Hour,yfinance,730d,2026-04-02T22:50:57Z
2023-05-09 20:00:00,321.5400085449219,322.3299865722656,321.32000732421875,321.5950012207031,14726893,4h,1h,4-Hour,yfinance,730d,2026-04-02T22:50:57Z
2023-05-10 16:00:00,324.1199951171875,325.7200012207031,322.4599914550781,323.881103515625,33677421,4h,1h,4-Hour,yfinance,730d,2026-04-02T22:50:57Z
2023-05-10 20:00:00,323.8599853515625,326.010009765625,321.6000061035156,325.1400146484375,25167640,4h,1h,4-Hour,yfinance,730d,2026-04-02T22:50:57Z
2023-05-11 16:00:00,325.70001220703125,326.3500061035156,324.1199951171875,326.0,24997717,4h,1h,4-Hour,yfinance,730d,2026-04-02T22:50:57Z
2023-05-11 20:00:00,326.05499267578125,326.75,324.9100036621094,326.19000244140625,16666479,4h,1h,4-Hour,yfinance,730d,2026-04-02T22:50:57Z
2023-05-12 16:00:00,326.739990234375,327.1700134277344,323.94500732421875,323.989990234375,20375556,4h,1h,4-Hour,yfinance,730d,2026-04-02T22:50:57Z
2023-05-12 20:00:00,324.0,325.135009765625,322.94000244140625,325.0400085449219,20610215,4h,1h,4-Hour,yfinance,730d,2026-04-02T22:50:57Z
2023-05-15 16:00:00,325.510009765625,326.3299865722656,323.9599914550781,325.9798889160156,15984636,4h,1h,4-Hour,yfinance,730d,2026-04-02T22:50:57Z
2023-05-15 20:00:00,325.9800109863281,327.0299987792969,325.57000732421875,326.8949890136719,15940149,4h,1h,4-Hour,yfinance,730d,2026-04-02T22:50:57Z
2023-05-16 16:00:00,326.05999755859375,328.7900085449219,326.0199890136719,328.5899963378906,20934670,4h,1h,4-Hour,yfinance,730d,2026-04-02T22:50:57Z
2023-05-16 20:00:00,328.5799865722656,328.9024963378906,327.1300048828125,327.1300048828125,17826079,4h,1h,4-Hour,yfinance,730d,2026-04-02T22:50:57Z
2023-05-17 16:00:00,328.44000244140625,329.1400146484375,327.0400085449219,328.9200134277344,19718176,4h,1h,4-Hour,yfinance,730d,2026-04-02T22:50:57Z
2023-05-17 20:00:00,328.94000244140625,331.7099914550781,328.9100036621094,331.18499755859375,25311162,4h,1h,4-Hour,yfinance,730d,2026-04-02T22:50:57Z
2023-05-18 16:00:00,331.8299865722656,336.3999938964844,331.7300109863281,334.67999267578125,34440224,4h,1h,4-Hour,yfinance,730d,2026-04-02T22:50:57Z
2023-05-18 20:00:00,334.69000244140625,337.489990234375,334.0,337.239990234375,26529477,4h,1h,4-Hour,yfinance,730d,2026-04-02T22:50:57Z
2023-05-19 16:00:00,337.5,338.2049865722656,335.5899963378906,336.2300109863281,34380766,4h,1h,4-Hour,yfinance,730d,2026-04-02T22:50:57Z
2023-05-19 20:00:00,336.20001220703125,336.9100036621094,335.42999267578125,336.4800109863281,21859667,4h,1h,4-Hour,yfinance,730d,2026-04-02T22:50:57Z
2023-05-22 16:00:00,336.25,338.6700134277344,336.239990234375,337.1400146484375,22118021,4h,1h,4-Hour,yfinance,730d,2026-04-02T22:50:57Z
2023-05-22 20:00:00,337.1499938964844,338.55999755859375,336.80999755859375,337.6600036621094,17376915,4h,1h,4-Hour,yfinance,730d,2026-04-02T22:50:57Z
2023-05-23 16:00:00,335.8900146484375,337.05999755859375,335.70001220703125,335.99859619140625,17559761,4h,1h,4-Hour,yfinance,730d,2026-04-02T22:50:57Z
2023-05-23 20:00:00,336.010009765625,336.0790100097656,333.0,333.32000732421875,28443232,4h,1h,4-Hour,yfinance,730d,2026-04-02T22:50:57Z
2023-05-24 16:00:00,331.3699951171875,332.19000244140625,329.55999755859375,329.9382019042969,29509455,4h,1h,4-Hour,yfinance,730d,2026-04-02T22:50:57Z
2023-05-24 20:00:00,329.95001220703125,332.9049987792969,329.82501220703125,331.6650085449219,25893004,4h,1h,4-Hour,yfinance,730d,2026-04-02T22:50:57Z
