Date,Open,High,Low,Close,Volume,data_interval,download_interval,timeframe_label,data_source,source_period_requested,downloaded_at_utc,bar_return,daily_return,ema_20,sma_20,sma_50,sma_100,sma_200,ma_20,ma_50,ma_100,ma_200,std_20,price_std_20,avg_volume_20,volume_ratio_20,rsi_14,true_range,atr_14,atr_percent,adx_14,plus_di_14,minus_di_14,bollinger_mid,bollinger_std,bollinger_upper,bollinger_lower,bollinger_width,macd_line,macd_signal,macd_hist,rolling_high_40_prev,rolling_low_20_prev,rolling_low_10_prev,trailing_return_24,trailing_return_120,trailing_return_5,trailing_return_20,atr_percent_median_60,atr_percent_ratio_60,bollinger_width_median_60,bollinger_width_ratio_60,distance_from_ma_20,distance_from_ma_50,ma_50_over_ma_200,zscore_20,bars_per_year,regime
2024-07-18 12:00:00,64944.62890625,64978.3359375,64473.2421875,64855.87890625,0,4h,1h,4-Hour,yfinance,730d,2026-04-02T22:52:03Z,-0.0015464115914418,-0.0015464115914418,62386.301894232805,61621.753515625,59522.0778515625,61450.58125,64688.19427734375,62386.301894232805,59522.0778515625,61450.58125,64688.19427734375,0.0093944159047763,2979.1255262131685,1071247308.8,0.0,62.027670466006825,505.09375,918.2680953216432,0.0141585945762759,20.603215054037353,27.72987664516987,18.122954667924706,61621.753515625,2979.1255262131685,67580.00456805134,55663.50246319867,0.193381418492596,1755.0442407456649,1440.048751191145,314.9954895545202,66066.734375,61221.4140625,63896.0859375,0.087557841852941,0.0575577735769303,0.0012556171393518,0.1270524895768838,0.0145528940762525,0.972905767202694,0.096293559197218,2.0082487354791096,0.039585244469275,0.0896104646747892,-0.0798618122440096,1.0855955421039158,2188.4979452054795,neutral
2024-07-18 16:00:00,64860.2421875,65104.66015625,63394.04296875,63887.76953125,1131649024,4h,1h,4-Hour,yfinance,730d,2026-04-02T22:52:03Z,-0.0149270874333445,-0.0149270874333445,62459.544217989736,61789.32587890625,59532.2387109375,61439.18279296875,64694.17091796875,62459.544217989736,59532.2387109375,61439.18279296875,64694.17091796875,0.0097014958666913,2912.6159795818535,1081807718.4,1.0460722407062464,57.78714356744642,1710.6171875,946.566277185156,0.0148160795740748,20.241143523515888,25.94012937126746,21.02511670898191,61789.32587890625,2912.6159795818535,67614.55783806996,55964.09391974255,0.1885514003043148,1703.0466306593007,1467.732738503582,235.31389215571855,66066.734375,62340.125,63896.0859375,0.0633988555272717,0.0518105442224556,-0.0250304631985902,0.1172144650355535,0.0145528940762525,1.0180847532073936,0.1036350571228598,1.819378553347892,0.0228664062657202,0.0731625572063743,-0.0797897574663489,0.7204669846812445,2188.4979452054795,stressed
2024-07-18 20:00:00,63905.24609375,63967.65625,63246.1640625,63802.69140625,540577792,4h,1h,4-Hour,yfinance,730d,2026-04-02T22:52:03Z,-0.0013316809402523,-0.0013316809402523,62525.06359302682,61958.54267578125,59540.13734375,61426.805234375,64701.25297851562,62525.06359302682,59540.13734375,61426.805234375,64701.25297851562,0.0096852461565933,2826.7852902788377,1084473446.4,0.4984702887788474,57.42933077901117,721.4921875,938.5279168392576,0.0147098483802725,19.843989497219745,25.227934988816052,21.010596750386572,61958.54267578125,2826.7852902788377,67612.11325633893,56304.97209522358,0.182495273013178,1648.2770018638694,1486.737397804665,161.5396040592043,66066.734375,62340.125,63394.04296875,0.0609514019169954,0.0610287298723686,-0.0312135855934212,0.1186777984548559,0.0145528940762525,1.0107850921746342,0.1116798900170656,1.634092520912147,0.0204338506800922,0.0715912702365884,-0.0797684031942842,0.6523837296064456,2188.4979452054795,stressed
2024-07-19 00:00:00,63817.80859375,64089.09375,63564.546875,63574.15234375,53755904,4h,1h,4-Hour,yfinance,730d,2026-04-02T22:52:03Z,-0.0035819658616722,-0.0035819658616722,62576.238654037705,62115.25078125,59549.836484375,61413.86958984375,64703.223603515624,62576.238654037705,59549.836484375,61413.86958984375,64703.223603515624,0.0097316406097748,2736.8263910452465,1075146700.8,0.0499986689816385,56.455534848074024,524.546875,923.7428796307128,0.0145301643132568,19.494313558207455,25.18581270545937,20.584494766261383,62115.25078125,2736.8263910452465,67588.90356334049,56641.5979991595,0.1762418315388258,1585.155439535949,1497.097191671116,88.05824786483299,66066.734375,62487.96875,63246.1640625,0.0381426444566632,0.0484940774679127,-0.0252130188792027,0.1093837123351055,0.0144934951364061,1.0025300437544968,0.1216246130111904,1.449063862777596,0.0159471663873793,0.0675789573398899,-0.0796465281346602,0.5330632470051637,2188.4979452054795,stressed
2024-07-19 04:00:00,63583.7265625,64353.625,63329.34375,64183.76171875,597794816,4h,1h,4-Hour,yfinance,730d,2026-04-02T22:52:03Z,0.0095889501082735,0.0095889501082735,62654.65441329196,62285.2853515625,59563.58140625,61404.709140625,64706.6728515625,62654.65441329196,59563.58140625,61404.709140625,64706.6728515625,0.0097890005391953,2647.314388669231,1089646489.6,0.5486135381571737,58.40648119537883,1024.28125,927.33353571533,0.0144481019946892,19.229880175538067,25.211068269416593,19.772477175049467,62285.2853515625,2647.314388669231,67579.91412890097,56990.65657422404,0.1700121865847931,1550.2542400123275,1502.6926704438752,47.56156956845234,66066.734375,62487.96875,63246.1640625,0.024524295179199,0.0578118988623481,-0.0085654387938742,0.1185273762109435,0.0144524639771223,0.9996981841684548,0.1329103656761657,1.2791491899061167,0.0244053266238053,0.0775672013572912,-0.0794831694887292,0.7171329462466433,2188.4979452054795,stressed
2024-07-19 08:00:00,64150.57421875,64447.37890625,63433.88671875,63788.7109375,1210433536,4h,1h,4-Hour,yfinance,730d,2026-04-02T22:52:03Z,-0.0061549957601595,-0.0061549957601595,62709.974243741126,62427.54169921875,59582.915078125,61392.9823046875,64708.23619140625,62709.974243741126,59582.915078125,61392.9823046875,64708.23619140625,0.0097631345263747,2570.2734352056104,1119224524.8,1.0814930419937847,56.69927710640699,1013.4921875,930.4106304219256,0.0145858196026807,19.000809660033696,24.590150795850285,19.00326031802783,62427.54169921875,2570.2734352056104,67568.08856962997,57286.99482880753,0.1646884285522186,1497.980302086857,1502.1966316694522,-4.216329582595563,66066.734375,62487.96875,63246.1640625,0.0141899180147455,0.0479451338338554,-0.0072194934286747,0.0979415667302374,0.0144524639771223,1.0092271896175986,0.1438588961354119,1.1447914100300072,0.0172019954842597,0.070587279153099,-0.0792066267749997,0.5295814910728981,2188.4979452054795,stressed
2024-07-19 12:00:00,63792.828125,64407.70703125,63672.72265625,64407.70703125,791093248,4h,1h,4-Hour,yfinance,730d,2026-04-02T22:52:03Z,0.009703850174312,0.009703850174312,62792.79047727814,62598.00234375,59607.661328125,61384.35974609375,64711.53538085937,62792.79047727814,59607.661328125,61384.35974609375,64711.53538085937,0.0096610588853072,2467.803874821137,1104432742.4,0.7162892022568127,58.662621912034645,734.984375,923.4311212997138,0.0143372767617961,18.779920234368767,23.89115146463844,18.463073868443814,62598.00234375,2467.803874821137,67533.61009339227,57662.394594107725,0.1576921807357023,1473.342212166157,1499.159324353316,-25.817112187158955,66066.734375,62487.96875,63246.1640625,0.0281963755775211,0.0568457061326495,-0.0021189362833341,0.1183974801083318,0.0144101934087162,0.9949399258669176,0.150185937622815,1.049979666749752,0.0257181842325708,0.0805273281349181,-0.0788711629649265,0.7333259769807138,2188.4979452054795,neutral
2024-07-19 16:00:00,64406.8203125,66464.90625,64107.15234375,66437.3125,4482422784,4h,1h,4-Hour,yfinance,730d,2026-04-02T22:52:03Z,0.0315118417080932,0.0315118417080932,62970.57203936213,62812.93974609375,59651.43875,61385.37896484375,64720.678603515626,62970.57203936213,59651.43875,61385.37896484375,64720.678603515626,0.0106470156474024,2417.9241311830797,1216430899.2,3.6848971749631794,64.18453986305106,2357.75390625,974.6569350479384,0.0146703245265668,19.07460164234465,29.365255839670613,16.867956397972574,62812.93974609375,2417.9241311830797,67648.7880084599,57977.091483727585,0.1539761801282957,1532.8622558826537,1502.707001356404,30.155254526249564,66066.734375,62487.96875,63246.1640625,0.0452006301702487,0.0911815371152255,0.0299662401693296,0.1486432120282625,0.0144101934087162,1.018051882474613,0.1528707985634653,1.007230822205534,0.0550533423528509,0.1137587607641734,-0.0783248872368941,1.498960495560654,2188.4979452054795,stressed
2024-07-19 20:00:00,66427.625,67413.28125,66289.3984375,66976.3125,4382070784,4h,1h,4-Hour,yfinance,730d,2026-04-02T22:52:03Z,0.008112910948949,0.008112910948949,63165.97401305178,63042.08623046875,59713.168046875,61387.55412109375,64731.86814453125,63165.97401305178,59713.168046875,61387.55412109375,64731.86814453125,0.0106504123647752,2366.7634018210756,1325982668.8,3.304772292360146,65.45540237355233,1123.8828125,979.9864306712262,0.0146318361535837,19.54720719589242,31.618727044615785,16.1770719674644,63042.08623046875,2366.7634018210756,67775.6130341109,58308.5594268266,0.1501703730532444,1603.7072085286272,1513.338602111375,90.3686064172523,66464.90625,62769.81640625,63246.1640625,0.0495678091833791,0.0991450342863886,0.037407934693759,0.1585502081289904,0.0144101934087162,1.0153809694693925,0.1528707985634653,0.9823352429921416,0.0603226427912106,0.1216338822857867,-0.0775305926047222,1.662281183875039,2188.4979452054795,stressed
2024-07-20 00:00:00,66984.59375,67377.6953125,66343.4453125,66487.4921875,761139200,4h,1h,4-Hour,yfinance,730d,2026-04-02T22:52:03Z,-0.0072984058729719,-0.0072984058729719,63327.99928985413,63254.68369140625,59772.6110546875,61387.23576171875,64743.51107421875,63327.99928985413,59772.6110546875,61387.23576171875,64743.51107421875,0.0107888208889206,2283.294378884873,1343058688.0,0.5667207299283707,63.34156501400089,1034.25,981.924415290111,0.0147685584609057,20.002933979670622,30.429310922535315,15.568531649601267,63254.68369140625,2283.294378884873,67821.272449176,58688.09493363651,0.1443873715359408,1640.9240863547457,1526.7686530843614,114.15543327038426,67413.28125,63155.95703125,63246.1640625,0.0284594997196039,0.0911691945196129,0.0235722077694027,0.1466604238806774,0.0144101934087162,1.0248688578997656,0.1528707985634653,0.9445059023224602,0.0498909318638787,0.1123404350977554,-0.0767783510201178,1.415852693366943,2188.4979452054795,stressed
2024-07-20 04:00:00,66472.90625,66765.0546875,66304.03125,66699.0390625,0,4h,1h,4-Hour,yfinance,730d,2026-04-02T22:52:03Z,0.003181754462981,0.003181754462981,63492.44025437344,63452.10146484375,59839.944296875,61388.42162109375,64756.35764648437,63492.44025437344,59839.944296875,61388.42162109375,64756.35764648437,0.0106535747571244,2230.5744303194756,1330631116.8,0.0,63.86528879851366,461.0234375,963.3208089404642,0.0144427989140561,20.42716191521443,29.909211766126663,15.448557830988856,63452.10146484375,2230.5744303194756,67913.2503254827,58990.952604204795,0.140614692268646,1677.8586722752152,1542.672865630767,135.18580664444812,67413.28125,63246.1640625,63246.1640625,0.0335321089783402,0.0993050120267189,0.0284193227712528,0.1342924878877829,0.0144075418683997,1.0024471242893789,0.1528707985634653,0.9198270277254352,0.0505036315391214,0.1146240165531571,-0.0759217091308451,1.4556508644238366,2188.4979452054795,stressed
2024-07-20 08:00:00,66703.15625,66785.0703125,66481.703125,66544.0546875,0,4h,1h,4-Hour,yfinance,730d,2026-04-02T22:52:03Z,-0.0023236372994035,-0.0023236372994035,63641.29949501376,63649.91494140625,59901.2053515625,61388.52064453125,64769.2870703125,63641.29949501376,59901.2053515625,61388.52064453125,64769.2870703125,0.0106456157134854,2143.4517232678913,1330631116.8,0.0,63.17951602119538,303.3671875,939.751036746162,0.0141222388860937,20.84035939909768,29.64045095770485,15.270448897389,63649.91494140625,2143.4517232678913,67936.81838794202,59363.011494870465,0.1347025663893547,1698.9407172530337,1559.122113169953,139.81860408308057,67413.28125,63246.1640625,63246.1640625,0.0590712777220672,0.0838871714455014,0.041577365679525,0.1349536845185384,0.0143547807922697,0.9838003861193608,0.1528707985634653,0.8811530236981926,0.0456111866903923,0.1108967556988269,-0.0751603412504029,1.3502239003924783,2188.4979452054795,stressed
2024-07-20 12:00:00,66546.9453125,66775.0703125,66514.8125,66530.0234375,0,4h,1h,4-Hour,yfinance,730d,2026-04-02T22:52:03Z,-0.0002108565530893,-0.0002108565530893,63782.21285806187,63847.84443359375,59970.614609375,61389.19619140625,64781.64350585938,63782.21285806187,59970.614609375,61389.19619140625,64781.64350585938,0.0106447331843606,2031.817579201411,1330631116.8,0.0,63.115886777259746,260.2578125,915.4834215945132,0.0137604554198683,21.238799829985098,29.339510853828603,15.115407717888235,63847.84443359375,2031.817579201411,67911.47959199657,59784.20927519093,0.127291224768889,1711.8823971699967,1575.2021430646946,136.68025410530208,67413.28125,63246.1640625,63246.1640625,0.0430890311152114,0.0839323540425591,0.0427463477031759,0.1350758499496964,0.0143547807922697,0.95859739128016,0.1528707985634653,0.8326719423529616,0.0430811421603227,0.1093770485903873,-0.0742653109140281,1.3200884918814686,2188.4979452054795,stressed
2024-07-20 16:00:00,66528.328125,67035.7578125,66364.625,66847.515625,0,4h,1h,4-Hour,yfinance,730d,2026-04-02T22:52:03Z,0.0047721640711317,0.0047721640711317,63931.73982230275,64024.8037109375,60035.4973828125,61392.63130859375,64795.23541015625,63931.73982230275,60035.4973828125,61392.63130859375,64795.23541015625,0.0103162409917453,1976.366349742168,1245381632.0,0.0,63.967429919348824,671.1328125,906.756614126852,0.0135645521849092,21.679292995273553,29.590721812911024,14.715849952814,64024.8037109375,1976.366349742168,67977.53641042183,60072.07101145316,0.1234750431201737,1731.5900375125711,1591.6640266907868,139.9260108217843,67413.28125,63246.1640625,63329.34375,0.0369309493909615,0.0865728570443504,0.0514889017088373,0.1184285160723541,0.0143547807922697,0.94495014456884,0.1528707985634653,0.8077084981597209,0.0456076404427847,0.113466507968629,-0.0734581485384602,1.4282331382695037,2188.4979452054795,stressed
2024-07-20 20:00:00,66849.8828125,67610.734375,66801.2421875,67383.4453125,23293952,4h,1h,4-Hour,yfinance,730d,2026-04-02T22:52:03Z,0.0080171967871842,0.0080171967871842,64100.11569987334,64211.6705078125,60119.5987109375,61401.85037109375,64808.93129882812,64100.11569987334,60119.5987109375,61401.85037109375,64808.93129882812,0.0103471788174942,1931.2104891792983,1204002355.2,0.019347098366872,65.36709853830476,809.4921875,903.2828846044646,0.0134051157582602,22.223476634591385,30.91700297702003,14.244855057722388,64211.6705078125,1931.2104891792983,68074.09148617109,60349.249529453904,0.1203027719980797,1766.460048434681,1610.0636079269862,156.39644050769493,67413.28125,63246.1640625,63329.34375,0.0402765988087046,0.0884483774605091,0.0498519174954383,0.1247675665200853,0.0143547807922697,0.9338432925063646,0.1528707985634653,0.7869571764429245,0.0512218983815835,0.1208232715671968,-0.072356270870577,1.642376541790325,2188.4979452054795,stressed
2024-07-21 00:00:00,67382.375,67382.375,66896.71875,67096.3515625,357566464,4h,1h,4-Hour,yfinance,730d,2026-04-02T22:52:03Z,-0.0042605976685899,-0.0042605976685899,64246.27354683074,64383.84306640625,60214.493359375,61408.20193359375,64821.33872070313,64246.27354683074,60214.493359375,61408.20193359375,64821.33872070313,0.0104031225581131,1872.8376336723911,1151133286.4,0.3106212531810599,63.98630978799905,486.7265625,888.4058731007337,0.0132407478560616,22.748225143933578,30.312062027753633,13.966131529856964,64383.84306640625,1872.8376336723911,68129.51833375102,60638.16779906146,0.1163545103538304,1779.8633938066778,1627.9372695985326,151.9261242081452,67610.734375,63246.1640625,63433.88671875,0.0239346166554963,0.0680705670292136,0.0518530720622465,0.1143824172635901,0.0143547807922697,0.9223928980644576,0.1528707985634653,0.7611297346989729,0.0443617638553273,0.1142890659571336,-0.0710698892100597,1.44834151520913,2188.4979452054795,stressed
2024-07-21 04:00:00,67095.3359375,67403.6875,67050.984375,67073.1171875,0,4h,1h,4-Hour,yfinance,730d,2026-04-02T22:52:03Z,-0.0003462837316624,-0.0003462837316624,64384.1683585707,64569.810546875,60313.511484375,61411.47138671875,64829.731640625,64384.1683585707,60313.511484375,61411.47138671875,64829.731640625,0.0102284973669587,1757.787191844087,1146764339.2,0.0,63.87307304567592,352.703125,869.2736320971361,0.0129600899517927,23.258744508591167,29.960376408276325,13.763749989155407,64569.810546875,1757.787191844087,68085.38493056317,61054.236163186826,0.1088922006712723,1785.3739942188404,1644.50955640067,140.86443781817025,67610.734375,63246.1640625,63672.72265625,0.0184448848624136,0.0611284545795449,0.0413834039295448,0.1247383553344658,0.0143547807922697,0.9028413696691172,0.1528707985634653,0.712315247218814,0.0417641308023721,0.112074484419236,-0.069662792702661,1.424123837197148,2188.4979452054795,stressed
2024-07-21 08:00:00,67070.8125,67123.0078125,66675.375,66822.9453125,436971520,4h,1h,4-Hour,yfinance,730d,2026-04-02T22:52:03Z,-0.0037298382047855,-0.0037298382047855,64503.13308803066,64738.41318359375,60399.2219140625,61416.97091796875,64834.782578125,64503.13308803066,60399.2219140625,61416.97091796875,64834.782578125,0.0102556326456126,1638.3174060895858,1148908697.6,0.3803361580539923,62.63535533824501,447.6328125,854.2150313972384,0.0127832592143682,23.578216051277717,29.399659130581263,15.076560590855964,64738.41318359375,1638.3174060895858,68015.04799577293,61461.77837141458,0.1012269115366439,1774.2893250162742,1658.170584675997,116.11874034027733,67610.734375,63246.1640625,64107.15234375,0.0246009538367955,0.0627444950656019,0.0058044613484327,0.1122542560124284,0.0143547807922697,0.8905227742141613,0.1528707985634653,0.6621729754006547,0.035964334031703,0.106354406478569,-0.0684132881716339,1.27236158338921,2188.4979452054795,stressed
2024-07-21 12:00:00,66818.4375,67084.875,66802.34375,66958.328125,55293952,4h,1h,4-Hour,yfinance,730d,2026-04-02T22:52:03Z,0.0020259928961059,0.0020259928961059,64622.89869959014,64908.94033203125,60485.8369921875,61423.70162109375,64837.2644140625,64622.89869959014,60485.8369921875,61423.70162109375,64837.2644140625,0.0102524727132303,1499.645161375341,1137069926.4,0.0486284534628951,63.03731879762616,282.53125,833.7977534901942,0.0124524876417707,23.886277896011176,29.043872164558813,14.894108007754598,64908.94033203125,1499.645161375341,67908.23065478193,61909.650009280565,0.0924153223703328,1764.8417500919822,1669.3991284039953,95.44262168798696,67610.734375,63246.1640625,66289.3984375,0.0342927694796078,0.0663463480102366,-0.0002685184407547,0.1134253199744803,0.0143547807922697,0.8674801671981373,0.1528707985634653,0.6045322143847244,0.0361393480083038,0.1070083750952888,-0.0671130631620421,1.3665818059848474,2188.4979452054795,stressed
