agent,actual_cumulative_return,median_simulated_return,mean_simulated_return,std_simulated_return,actual_percentile,p_value,p_value_prominence,p_value_interpretation,lower_5pct,upper_95pct,number_of_trades,transaction_cost,execution_cost_model,simulation_count,research_grade,reproducible,seed_used,null_model,bh_adjusted_p_value
trend_pullback,-0.0017729396027684743,0.02885780437625771,0.02953290818638595,0.07658467193672643,31.93403298350825,0.6811594202898551,0.16675123280153784,no evidence,-0.1030440265662965,0.1527885466596076,10,0.00047,stochastic_spread_slippage_plus_expected_commission,2000,False,True,42,structure_preserving_random_timing,0.9035482258870565
breakout_volume_momentum,-0.06631257296921338,0.020892627400920665,0.02080395431436027,0.068612623246665,9.695152423788105,0.9035482258870565,0.044048662496866876,no evidence,-0.0949346735081334,0.13325751214538203,11,0.00047,stochastic_spread_slippage_plus_expected_commission,2000,False,True,42,structure_preserving_random_timing,0.9035482258870565
mean_reversion_vol_filter,0.0011737598127396,0.0010317497672259618,-8.38645168137485e-05,0.012351670385072904,51.424287856071956,0.4862568715642179,0.3131342483678595,no evidence,-0.02001646024925297,0.01744403398964227,1,0.00047,stochastic_spread_slippage_plus_expected_commission,2000,False,True,42,structure_preserving_random_timing,0.9035482258870565
trend_momentum_verification,-0.030664058604496874,0.011953191629684919,0.009835357927589064,0.04799468060725031,18.490754622688655,0.815592203898051,0.08852693421836906,no evidence,-0.06746739457680209,0.09176298738435626,4,0.00047,stochastic_spread_slippage_plus_expected_commission,2000,False,True,42,structure_preserving_random_timing,0.9035482258870565
adx_trend_following,-0.03548316724276898,0.043260910346218255,0.04377247351429543,0.07970538813630078,16.391804097951024,0.8365817091454273,0.07749163497897021,no evidence,-0.08566015493490793,0.17621810776095576,10,0.00047,stochastic_spread_slippage_plus_expected_commission,2000,False,True,42,structure_preserving_random_timing,0.9035482258870565
uptrend_oversold_reversion,0.010593100220785027,0.006463637903383067,0.004533486842448879,0.03873045321109241,55.42228885557221,0.44627686156921537,0.350395629747665,no evidence,-0.056465208340145165,0.06528109292136476,12,0.00047,stochastic_spread_slippage_plus_expected_commission,2000,False,True,42,structure_preserving_random_timing,0.9035482258870565
volatility_squeeze_breakout,0.004597986233348794,0.0034669163776204137,0.0025357138419960447,0.02710136507234547,51.67416291854073,0.48375812093953025,0.3153717313278177,no evidence,-0.04018172832649895,0.04077741066462499,2,0.00047,stochastic_spread_slippage_plus_expected_commission,2000,False,True,42,structure_preserving_random_timing,0.9035482258870565
connors_rsi2_pullback,0.018262654267249046,0.00505969866852216,0.005759821520086939,0.05700669651295044,59.220389805097454,0.408295852073963,0.3890250321037959,no evidence,-0.08346175115398702,0.10320974940362149,31,0.00047,stochastic_spread_slippage_plus_expected_commission,2000,False,True,42,structure_preserving_random_timing,0.9035482258870565
donchian_trend_reentry,-0.05922663761786053,0.02175002313253109,0.023319532115388356,0.07335534272567079,11.84407796101949,0.8820589705147426,0.05450237891237006,no evidence,-0.0885543113993376,0.14643095142921353,7,0.00047,stochastic_spread_slippage_plus_expected_commission,2000,False,True,42,structure_preserving_random_timing,0.9035482258870565
turn_of_month_seasonality,0.034727317481597866,0.00784334920516387,0.007698133290743164,0.0536605883041416,70.4647676161919,0.2958520739630185,0.5289253819132916,no evidence,-0.07854863776910126,0.09582105936652886,11,0.00047,stochastic_spread_slippage_plus_expected_commission,2000,False,True,42,structure_preserving_random_timing,0.9035482258870565
random,0.09819358237372827,0.10533531468614829,0.11365823401157604,0.10553830972534896,47.32633683158421,0.5272363818090955,0.2779946290024999,no evidence,-0.04930547345951546,0.30355412195766873,31,0.00047,stochastic_spread_slippage_plus_expected_commission,2000,False,True,42,structure_preserving_random_timing,0.9035482258870565
