agent,skill_luck_verdict,evidence_label,confidence_label,final_classification,stability_classification,verdict_reason,cumulative_return,annualized_sharpe,trade_level_return_ratio,max_drawdown,RCSI,RCSI_z,p_value,adjusted_p_value,p_value_prominence,actual_percentile,number_of_trades,number_of_periods,transaction_cost,research_grade,artifact_run_id,signal_count,trades_per_month,average_holding_bars,average_holding_days,average_holding_hours,activity_status,activity_warning
trend_pullback,Random / Luck,Random / Luck,Low,random / luck,not available,"The result is statistically consistent with the null distribution. raw p=0.489; BH-adjusted p=1.000; percentile=51.2; RCSI_z=0.036. Monte Carlo depth is below research-grade, so the label is directional but lower-confidence. BH-adjusted p-value is shown for reference only and is not used by the final class label.",0.02482733269584969,0.26845401339026626,0.13092330931935464,-0.05306114968001352,0.0029303584740561,0.0357712575705229,0.4887556221889055,1.0,0.31090823384861,51.1744127936032,8,1064,0.00047,False,run_20260402T224910Z_pid51173,8.0,0.4353396901072704,15.625,9.625,235.5,underactive,Too few trades for strong statistical power. Consider reviewing thresholds or sample length.
breakout_volume_momentum,Negative Skill,Negative Skill,Low,negative skill,not available,"The result is worse than the random null on all three metrics. raw p=0.922; BH-adjusted p=1.000; percentile=7.8; RCSI_z=-1.362. Monte Carlo depth is below research-grade, so the label is directional but lower-confidence. BH-adjusted p-value is shown for reference only and is not used by the final class label.",-0.11629020663705747,-1.1079757443711127,-0.7771011246716254,-0.12062275381827081,-0.118468100765661,-1.3623956177285674,0.9220389805097452,1.0,0.0352507181411322,7.846076961519241,14,1064,0.00047,False,run_20260402T224910Z_pid51173,14.0,0.7232673267326732,11.071428571428571,7.214285714285714,182.28571428571428,underactive,Too few trades for strong statistical power. Consider reviewing thresholds or sample length.
mean_reversion_vol_filter,No Trades,No Trades,Not Applicable,no trades,not available,"No completed trades were generated for this strategy on the current ticker, so skill-versus-luck classification is not applicable.",0.0,0.0,0.0,0.0,,,,,,,0,1064,0.00047,False,run_20260402T224910Z_pid51173,0.0,0.0,0.0,0.0,0.0,underactive,Too few trades for strong statistical power. Consider reviewing thresholds or sample length.
trend_momentum_verification,Negative Skill,Negative Skill,Low,negative skill,not available,"The result is worse than the random null on all three metrics. raw p=0.856; BH-adjusted p=1.000; percentile=14.5; RCSI_z=-1.056. Monte Carlo depth is below research-grade, so the label is directional but lower-confidence. BH-adjusted p-value is shown for reference only and is not used by the final class label.",-0.048768064076986306,-0.46093487970360497,-0.24041540685664006,-0.10009759462812873,-0.0993114088531773,-1.0564768023857485,0.8555722138930535,1.0,0.06774332829507697,14.492753623188406,10,1064,0.00047,False,run_20260402T224910Z_pid51173,10.0,0.6446346629015177,18.4,10.7,258.0,underactive,Too few trades for strong statistical power. Consider reviewing thresholds or sample length.
adx_trend_following,Negative Skill,Negative Skill,Low,negative skill,not available,"The result is worse than the random null on all three metrics. raw p=0.839; BH-adjusted p=1.000; percentile=16.1; RCSI_z=-1.013. Monte Carlo depth is below research-grade, so the label is directional but lower-confidence. BH-adjusted p-value is shown for reference only and is not used by the final class label.",-0.06781453075460153,-0.6161916541815378,-0.27286581765371243,-0.10638586180028875,-0.0924833033069873,-1.0131747116254812,0.8390804597701149,1.0,0.07619639249816264,16.141929035482256,10,1064,0.00047,False,run_20260402T224910Z_pid51173,10.0,0.5255395683453238,15.9,10.1,250.0,underactive,Too few trades for strong statistical power. Consider reviewing thresholds or sample length.
uptrend_oversold_reversion,Negative Skill,Negative Skill,Low,negative skill,not available,"The result is worse than the random null on all three metrics. raw p=0.843; BH-adjusted p=1.000; percentile=15.7; RCSI_z=-0.849. Monte Carlo depth is below research-grade, so the label is directional but lower-confidence. BH-adjusted p-value is shown for reference only and is not used by the final class label.",-0.03212945174236781,-0.5303779752918175,-0.43735493346172055,-0.05970560451730034,-0.0356915009309809,-0.8494937076960647,0.8430784607696152,1.0,0.07413200604708617,15.742128935532234,6,1064,0.00047,False,run_20260402T224910Z_pid51173,6.0,0.5283269045323047,3.5,1.5,44.0,underactive,Too few trades for strong statistical power. Consider reviewing thresholds or sample length.
volatility_squeeze_breakout,Negative Skill,Negative Skill,Low,negative skill,not available,"The result is worse than the random null on all three metrics. raw p=0.956; BH-adjusted p=1.000; percentile=4.5; RCSI_z=-1.877. Monte Carlo depth is below research-grade, so the label is directional but lower-confidence. BH-adjusted p-value is shown for reference only and is not used by the final class label.",-0.03338939296726928,-1.0968510592122456,-3.832765888698191,-0.03397547157550085,-0.0327793030497102,-1.8768233704949548,0.9555222388805598,1.0,0.019759200696130116,4.497751124437781,2,1064,0.00047,False,run_20260402T224910Z_pid51173,2.0,0.1691755442334414,3.0,1.0,36.0,underactive,Too few trades for strong statistical power. Consider reviewing thresholds or sample length.
connors_rsi2_pullback,Random / Luck,Random / Luck,Low,random / luck,not available,"The result is statistically consistent with the null distribution. raw p=0.397; BH-adjusted p=1.000; percentile=60.4; RCSI_z=0.237. Monte Carlo depth is below research-grade, so the label is directional but lower-confidence. BH-adjusted p-value is shown for reference only and is not used by the final class label.",0.023149927744998466,0.2907883322639946,0.07369904770821875,-0.050563144820152006,0.0162307808002908,0.2369077974857077,0.3968015992003998,1.0,0.40142658620911514,60.36981509245377,29,1064,0.00047,False,run_20260402T224910Z_pid51173,29.0,1.8820628997867803,2.2758620689655173,1.0344827586206895,33.37931034482759,acceptable,Trade activity is in a reasonable range for 4-hour research and null-hypothesis testing.
donchian_trend_reentry,Negative Skill,Negative Skill,Low,negative skill,not available,"The result is worse than the random null on all three metrics. raw p=0.715; BH-adjusted p=1.000; percentile=28.5; RCSI_z=-0.557. Monte Carlo depth is below research-grade, so the label is directional but lower-confidence. BH-adjusted p-value is shown for reference only and is not used by the final class label.",-0.01521479940784698,-0.14312711442595163,-0.10852426256136073,-0.06133871326857587,-0.0484589481691368,-0.5567159186572682,0.7151424287856072,1.0,0.14560745487643506,28.535732133933035,7,1064,0.00047,False,run_20260402T224910Z_pid51173,7.0,0.4533244680851063,19.857142857142858,12.0,294.85714285714283,underactive,Too few trades for strong statistical power. Consider reviewing thresholds or sample length.
turn_of_month_seasonality,Weak Skill,Weak Skill,Moderate,weak skill,not available,"There is some evidence of edge, but it remains modest. raw p=0.193; BH-adjusted p=1.000; percentile=80.7; RCSI_z=0.875. Monte Carlo depth is below research-grade, so the label is directional but lower-confidence. BH-adjusted p-value is shown for reference only and is not used by the final class label.",0.0726319648239131,0.9298219656849068,0.29367901078038244,-0.03676155582823892,0.0648100935265375,0.8746306946134031,0.1934032983508246,1.0,0.7135361236173,80.70964517741129,12,1064,0.00047,False,run_20260402T224910Z_pid51173,13.0,0.5997536945812808,6.75,3.8333333333333335,93.66666666666669,underactive,Too few trades for strong statistical power. Consider reviewing thresholds or sample length.
