agent,actual_cumulative_return,median_simulated_return,mean_simulated_return,std_simulated_return,actual_percentile,RCSI,RCSI_z,simulation_count,bh_adjusted_p_value,research_grade
turn_of_month_seasonality,0.0347273174815978,0.0078433492051638,0.0076981332907431,0.0536605883041416,70.4647676161919,0.027029184190854698,0.5037064453646429,2000,0.9035482258870564,False
connors_rsi2_pullback,0.018262654267249,0.0050596986685221,0.0057598215200869,0.0570066965129504,59.220389805097454,0.012502832747162101,0.2193221763748719,2000,0.9035482258870564,False
uptrend_oversold_reversion,0.010593100220785,0.006463637903383,0.0045334868424488,0.0387304532110924,55.42228885557221,0.006059613378336201,0.15645604107211242,2000,0.9035482258870564,False
volatility_squeeze_breakout,0.0045979862333487,0.0034669163776204,0.002535713841996,0.0271013650723454,51.67416291854073,0.0020622723913527,0.0760947792056818,2000,0.9035482258870564,False
mean_reversion_vol_filter,0.0011737598127396,0.0010317497672259,-8.38645168137485e-05,0.0123516703850729,51.42428785607195,0.0012576243295533485,0.10181815822038114,2000,0.9035482258870564,False
random,0.0981935823737282,0.1053353146861482,0.113658234011576,0.1055383097253489,47.32633683158421,-0.015464651637847798,-0.14653116653178114,2000,0.9035482258870564,False
trend_pullback,-0.0017729396027684,0.0288578043762577,0.0295329081863859,0.0765846719367264,31.93403298350825,-0.0313058477891543,-0.4087743277795709,2000,0.9035482258870564,False
trend_momentum_verification,-0.0306640586044968,0.0119531916296849,0.009835357927589,0.0479946806072503,18.490754622688655,-0.0404994165320858,-0.8438313583853244,2000,0.9035482258870564,False
adx_trend_following,-0.0354831672427689,0.0432609103462182,0.0437724735142954,0.0797053881363007,16.391804097951024,-0.07925564075706429,-0.9943573779671292,2000,0.9035482258870564,False
donchian_trend_reentry,-0.0592266376178605,0.021750023132531,0.0233195321153883,0.0733553427256707,11.84407796101949,-0.0825461697332488,-1.1252918555905236,2000,0.9035482258870564,False
breakout_volume_momentum,-0.0663125729692133,0.0208926274009206,0.0208039543143602,0.068612623246665,9.695152423788103,-0.0871165272835735,-1.2696865847904728,2000,0.9035482258870564,False
