Date,Open,High,Low,Close,Volume
1998-01-20,43.10876114230417,43.68008207310579,42.88369532107929,43.66276931762695,1744600
1998-01-21,43.26458544828767,43.42040028183492,42.81445370692893,43.12608337402344,1839600
1998-01-22,42.762550354003906,43.13477498259139,42.624048166622515,42.762550354003906,1662600
1998-01-23,42.935619106540436,43.07412110365831,42.27773462023054,42.65861511230469,1693700
1998-01-26,42.86639355572367,43.03086477493989,42.62401491687871,42.83176803588867,1172800
1998-01-27,42.72790032332295,43.524287444422164,42.701931178069714,43.33384704589844,1454500
1998-01-28,43.42038941948334,43.89649018066189,43.33382564472361,43.83589553833008,1181200
1998-01-29,43.80120958600725,44.459093366350444,43.70598956516811,43.99164962768555,1468500
1998-01-30,44.28599821860633,44.28599821860633,43.749303165917986,43.896461486816406,1095600
1998-02-02,44.66693318292513,45.047814008515964,44.545743829328046,44.88334274291992,955600
1998-02-03,44.87470540551449,45.246930006679065,44.68426491189541,45.23827362060547,619400
1998-02-04,44.99586868286133,45.23824735218032,44.770802775636554,44.99586868286133,753200
1998-02-05,45.324798798235506,45.3767370703496,44.727508668923385,45.004512786865234,1067600
1998-02-06,45.151685638863285,45.52391004117754,45.07377820582077,45.48928451538086,1069700
1998-02-09,45.48060740848784,45.567171183532544,45.11703955330008,45.30747985839844,515900
1998-02-10,45.445996448985625,46.17313239216939,45.385401787053645,46.06925582885742,892100
1998-02-11,45.96537926554546,46.19910153299738,45.89612822333748,46.06925582885742,515000
1998-02-12,45.83552067452531,46.597281924640185,45.63642398415438,46.36355972290039,1065000
1998-02-13,46.1731142884612,46.45011834868444,46.07789414275946,46.33758544921875,596700
1998-02-17,46.70982547178587,46.934891346927905,46.47610321683068,46.57132339477539,840600
1998-02-18,46.58002582716273,46.92628136202363,46.45018000158989,46.882999420166016,773000
1998-02-19,46.891622044544626,46.92624757309884,46.44149017333984,46.441490173339844,804800
1998-02-20,46.57998718612495,46.79639671588766,46.15582450779005,46.69252014160156,540600
1998-02-23,47.09069996276312,47.09069996276312,46.51937897056783,46.675193786621094,639200
1998-02-24,46.605986629213604,46.761801591941285,46.27704393012183,46.53673553466797,702700
1998-02-25,46.67518962564504,47.17725954372505,46.57996946876779,46.91756820678711,687400
1998-02-26,46.874318436088906,47.211917405434704,46.76178544630698,47.17729187011719,439800
1998-02-27,47.151314622949364,47.61875926947759,47.030125270145746,47.41966247558594,451300
1998-03-02,47.5062310708686,47.56682575335696,47.24653957448995,47.48891830444336,1062800
1998-03-03,47.21185562723541,47.713925232365526,47.19454288223093,47.70526885986328,596600
1998-03-04,47.43693657325575,47.5754385778492,47.151276188781765,47.3849983215332,691700
1998-03-05,46.81367530358747,47.23783767227752,46.657860555905415,46.96949005126953,778300
1998-03-06,47.14262004371474,47.66200256347656,47.14262004371474,47.66200256347656,933100
1998-03-09,47.436952660351,47.9649917319352,47.41963990390561,47.57545471191406,685300
1998-03-10,47.852459760786175,48.060212842236766,47.73127046327333,48.04290008544922,563700
1998-03-11,48.16410113203115,48.3285723616337,48.05156818546098,48.198726654052734,406600
1998-03-12,48.16408406151132,48.23333508101026,47.817828964016634,48.13811492919922,576700
1998-03-13,48.302571501124795,48.33719700040876,47.69662526365549,47.73125076293945,458900
1998-03-16,47.95630818564962,48.45837783813476,47.83511895918769,48.458377838134766,733000
1998-03-17,48.35452749569136,48.63153159162084,48.24199458172,48.62287521362305,499900
1998-03-18,48.527662477406906,48.7613847190926,48.35453489097306,48.74407196044922,410900
1998-03-19,48.75269605266071,48.91716715084973,48.66613231677175,48.88254165649414,730000
1998-03-20,49.064352907968996,49.53179734287202,48.90853809633465,49.39329528808594,754300
1998-03-23,49.41062865273261,49.41062865273261,48.96915316897484,49.02109146118164,551600
1998-03-24,49.28939249530528,49.78280580268716,49.26342337386413,49.5490837097168,470300
1998-03-25,49.895384247963605,49.895384247963605,48.8912439681642,49.23749923706055,966200
1998-03-26,49.220153955209405,49.47118885930738,49.03837005913846,49.09896469116211,412800
1998-03-27,49.49713478756913,49.53176027535337,48.683435824639524,48.899845123291016,584100
1998-03-30,48.90857221217326,49.064387132495234,48.57962960260466,48.83932113647461,562400
1998-03-31,49.01241653274763,49.47986098572685,48.78735068501689,48.85660171508789,620000
