Date,Open,High,Low,Close,Volume,data_interval,timeframe_label,data_source,source_period_requested,downloaded_at_utc
1962-01-02,0.044744353741407394,0.04596256550619863,0.044744353741407394,0.044744353741407394,806400,1d,Daily,yfinance,max,2026-04-02T16:12:49Z
1962-01-03,0.04407990051473475,0.04407990051473475,0.043083014020464695,0.04374748840928078,1574400,1d,Daily,yfinance,max,2026-04-02T16:12:49Z
1962-01-04,0.04385841034522595,0.04441213819525816,0.04385841034522595,0.04407990351319313,844800,1d,Daily,yfinance,max,2026-04-02T16:12:49Z
1962-01-05,0.04407990617693833,0.04463363406043226,0.042972272963939025,0.04308301955461502,1420800,1d,Daily,yfinance,max,2026-04-02T16:12:49Z
1962-01-08,0.0427507620275839,0.0427507620275839,0.041809332744707314,0.04264001548290253,2035200,1d,Daily,yfinance,max,2026-04-02T16:12:49Z
1962-01-09,0.04264000548122149,0.04363671907967978,0.04230776592510781,0.04341522604227066,960000,1d,Daily,yfinance,max,2026-04-02T16:12:49Z
1962-01-10,0.04341522758228047,0.04424591269003712,0.042972246561631705,0.04363672062754631,1612800,1d,Daily,yfinance,max,2026-04-02T16:12:49Z
1962-01-11,0.04363674480114381,0.04407990351319313,0.04341525163317663,0.04407990351319313,614400,1d,Daily,yfinance,max,2026-04-02T16:12:49Z
1962-01-12,0.04407990051473475,0.04407990051473475,0.04330450717336518,0.04374748840928078,883200,1d,Daily,yfinance,max,2026-04-02T16:12:49Z
1962-01-15,0.04363668879086858,0.04363668879086858,0.04319370809341193,0.043304454535245895,614400,1d,Daily,yfinance,max,2026-04-02T16:12:49Z
1962-01-16,0.043193756905402836,0.043193756905402836,0.04247382056689597,0.04252927750349045,1113600,1d,Daily,yfinance,max,2026-04-02T16:12:49Z
1962-01-17,0.042529270972269544,0.042529270972269544,0.041200317442417145,0.041200317442417145,1574400,1d,Daily,yfinance,max,2026-04-02T16:12:49Z
1962-01-18,0.04120035816232901,0.04142184894625095,0.040203470921086386,0.0403696745634079,2649600,1d,Daily,yfinance,max,2026-04-02T16:12:49Z
1962-01-19,0.040757163143792574,0.041643302887678146,0.040757163143792574,0.041643302887678146,1459200,1d,Daily,yfinance,max,2026-04-02T16:12:49Z
1962-01-22,0.04164328845281219,0.042086274518109645,0.041200304922456056,0.04197552800178528,1075200,1d,Daily,yfinance,max,2026-04-02T16:12:49Z
1962-01-23,0.04186478620632455,0.04186478620632455,0.04108939319849014,0.04108939319849014,768000,1d,Daily,yfinance,max,2026-04-02T16:12:49Z
1962-01-24,0.041089420237015055,0.04120033667990276,0.03987121015338532,0.04064643383026123,2611200,1d,Daily,yfinance,max,2026-04-02T16:12:49Z
1962-01-25,0.04064643361832593,0.041311080531247095,0.040314193814992905,0.040314193814992905,1574400,1d,Daily,yfinance,max,2026-04-02T16:12:49Z
1962-01-26,0.040314177155006806,0.040314177155006806,0.03964970035788156,0.03987119346857071,1574400,1d,Daily,yfinance,max,2026-04-02T16:12:49Z
1962-01-29,0.03987119346857071,0.03998194002391529,0.03976044691322614,0.03987119346857071,307200,1d,Daily,yfinance,max,2026-04-02T16:12:49Z
1962-01-30,0.03987119686747334,0.04020343656182953,0.03970499336719513,0.03970499336719513,1574400,1d,Daily,yfinance,max,2026-04-02T16:12:49Z
1962-01-31,0.03987116413856002,0.04131103307008743,0.03987116413856002,0.04131103307008743,1766400,1d,Daily,yfinance,max,2026-04-02T16:12:49Z
1962-02-01,0.041643302887678146,0.04230777968101136,0.041643302887678146,0.041643302887678146,1420800,1d,Daily,yfinance,max,2026-04-02T16:12:49Z
1962-02-02,0.041643316866547965,0.04208630323410034,0.040978670008978216,0.04208630323410034,1152000,1d,Daily,yfinance,max,2026-04-02T16:12:49Z
1962-02-05,0.04208630323410034,0.04208630323410034,0.041754063458436054,0.04208630323410034,384000,1d,Daily,yfinance,max,2026-04-02T16:12:49Z
1962-02-06,0.04208630157111683,0.04208630157111683,0.041532568633556366,0.041532568633556366,691200,1d,Daily,yfinance,max,2026-04-02T16:12:49Z
1962-02-07,0.041532544097625856,0.04175403714179993,0.041532544097625856,0.04175403714179993,192000,1d,Daily,yfinance,max,2026-04-02T16:12:49Z
1962-02-08,0.04175403605259452,0.04208627561018875,0.041311049975802205,0.0418647825717926,768000,1d,Daily,yfinance,max,2026-04-02T16:12:49Z
1962-02-09,0.04186481005032415,0.04208630323410034,0.041643316866547965,0.04208630323410034,729600,1d,Daily,yfinance,max,2026-04-02T16:12:49Z
1962-02-12,0.04208627670806104,0.04219702069520663,0.04175403714179993,0.04175403714179993,307200,1d,Daily,yfinance,max,2026-04-02T16:12:49Z
1962-02-13,0.04175403714179993,0.041975530185974004,0.04175403714179993,0.04175403714179993,652800,1d,Daily,yfinance,max,2026-04-02T16:12:49Z
1962-02-14,0.041754052184462986,0.041754052184462986,0.04097865894436836,0.04097865894436836,652800,1d,Daily,yfinance,max,2026-04-02T16:12:49Z
1962-02-15,0.040978642492981415,0.04131104935168509,0.04075714945793152,0.04075714945793152,652800,1d,Daily,yfinance,max,2026-04-02T16:12:49Z
1962-02-16,0.04075714945793152,0.04153254238673499,0.04075714945793152,0.04075714945793152,1190400,1d,Daily,yfinance,max,2026-04-02T16:12:49Z
1962-02-19,0.04108941612550384,0.04142182320356369,0.04108941612550384,0.04142182320356369,345600,1d,Daily,yfinance,max,2026-04-02T16:12:49Z
1962-02-20,0.04142180800743115,0.041532554557409194,0.04108940105131914,0.041200317442417145,460800,1d,Daily,yfinance,max,2026-04-02T16:12:49Z
1962-02-21,0.04120032190947776,0.041532559060491955,0.04097865894436836,0.04097865894436836,691200,1d,Daily,yfinance,max,2026-04-02T16:12:49Z
1962-02-23,0.04097867858582843,0.04153257896744161,0.04053569212555885,0.04053569212555885,1036800,1d,Daily,yfinance,max,2026-04-02T16:12:49Z
1962-02-26,0.0405356683014289,0.041532554557409194,0.040314175201472804,0.041200317442417145,768000,1d,Daily,yfinance,max,2026-04-02T16:12:49Z
1962-02-27,0.04120033255729297,0.04153256979417056,0.04120033255729297,0.04142182320356369,460800,1d,Daily,yfinance,max,2026-04-02T16:12:49Z
1962-02-28,0.041311080746647945,0.041311080746647945,0.04053568722857278,0.04064643383026123,652800,1d,Daily,yfinance,max,2026-04-02T16:12:49Z
1962-03-01,0.04064639498377469,0.04064639498377469,0.0398711720477932,0.040424901992082596,19545600,1d,Daily,yfinance,max,2026-04-02T16:12:49Z
1962-03-02,0.040535688599237236,0.04086792841553688,0.040535688599237236,0.04086792841553688,806400,1d,Daily,yfinance,max,2026-04-02T16:12:49Z
1962-03-05,0.04086792682054795,0.04086792682054795,0.040314193814992905,0.040314193814992905,652800,1d,Daily,yfinance,max,2026-04-02T16:12:49Z
1962-03-06,0.040757161401384995,0.041200317442417145,0.040757161401384995,0.041200317442417145,883200,1d,Daily,yfinance,max,2026-04-02T16:12:49Z
1962-03-07,0.04120033667990276,0.04120033667990276,0.04064643383026123,0.04064643383026123,691200,1d,Daily,yfinance,max,2026-04-02T16:12:49Z
1962-03-08,0.04064640294040657,0.041089389010506364,0.04053565642288162,0.04075714945793152,883200,1d,Daily,yfinance,max,2026-04-02T16:12:49Z
1962-03-09,0.04075718021943694,0.040923383774231006,0.03998195654660314,0.040314193814992905,1113600,1d,Daily,yfinance,max,2026-04-02T16:12:49Z
1962-03-12,0.040757161401384995,0.041200317442417145,0.040757161401384995,0.041200317442417145,998400,1d,Daily,yfinance,max,2026-04-02T16:12:49Z
1962-03-13,0.04152356398413994,0.04185796156525612,0.04152356398413994,0.04185796156525612,1344000,1d,Daily,yfinance,max,2026-04-02T16:12:49Z
1962-03-14,0.041857979066301516,0.04202526212322602,0.04169086440229636,0.041913796216249466,1689600,1d,Daily,yfinance,max,2026-04-02T16:12:49Z
1962-03-15,0.04191382169542287,0.04202528767015895,0.0416908897459507,0.0416908897459507,883200,1d,Daily,yfinance,max,2026-04-02T16:12:49Z
1962-03-16,0.0416908897459507,0.04185800451154397,0.0416908897459507,0.0416908897459507,768000,1d,Daily,yfinance,max,2026-04-02T16:12:49Z
1962-03-19,0.04169086440229636,0.04213672803020257,0.04169086440229636,0.041913796216249466,921600,1d,Daily,yfinance,max,2026-04-02T16:12:49Z
1962-03-20,0.04191378292324984,0.042359646409749985,0.04191378292324984,0.042359646409749985,1305600,1d,Daily,yfinance,max,2026-04-02T16:12:49Z
1962-03-21,0.04258260045711024,0.043139930140549454,0.04258260045711024,0.04291699826717377,2188800,1d,Daily,yfinance,max,2026-04-02T16:12:49Z
1962-03-22,0.04302845075512825,0.04358578026437165,0.04302845075512825,0.043362848460674286,1344000,1d,Daily,yfinance,max,2026-04-02T16:12:49Z
1962-03-23,0.04369728530056403,0.04447772089930967,0.04369728530056403,0.044143322855234146,1497600,1d,Daily,yfinance,max,2026-04-02T16:12:49Z
1962-03-26,0.044143237417333815,0.044477634814193305,0.043474274230858694,0.04358574002981186,1420800,1d,Daily,yfinance,max,2026-04-02T16:12:49Z
1962-03-27,0.043362861160017745,0.043362861160017745,0.043028463356539225,0.0432513952255249,844800,1d,Daily,yfinance,max,2026-04-02T16:12:49Z
1962-03-28,0.0432513960772373,0.0432513960772373,0.04291699826717377,0.04291699826717377,460800,1d,Daily,yfinance,max,2026-04-02T16:12:49Z
1962-03-29,0.04291698931417873,0.04347431888135236,0.042805523400744,0.04302845522761345,1036800,1d,Daily,yfinance,max,2026-04-02T16:12:49Z
1962-03-30,0.043028439088093146,0.043028439088093146,0.042359646409749985,0.042359646409749985,1382400,1d,Daily,yfinance,max,2026-04-02T16:12:49Z
1962-04-02,0.0423596711351431,0.043139930140549454,0.04213673926176741,0.04291699826717377,1152000,1d,Daily,yfinance,max,2026-04-02T16:12:49Z
1962-04-03,0.04291697223421681,0.04313990397236459,0.04124481835665338,0.04157938435673714,1228800,1d,Daily,yfinance,max,2026-04-02T16:12:49Z
1962-04-04,0.0419137931879346,0.042694051928988105,0.0419137931879346,0.04208090528845787,1459200,1d,Daily,yfinance,max,2026-04-02T16:12:49Z
1962-04-05,0.042080912781608276,0.042526776456693234,0.041913800651328145,0.04213673248887062,1036800,1d,Daily,yfinance,max,2026-04-02T16:12:49Z
1962-04-06,0.042359694763846045,0.04302848820562488,0.042359694763846045,0.04280555620789528,729600,1d,Daily,yfinance,max,2026-04-02T16:12:49Z
1962-04-09,0.04291699826717377,0.0432513960772373,0.04291699826717377,0.04291699826717377,537600,1d,Daily,yfinance,max,2026-04-02T16:12:49Z
1962-04-10,0.04291699826717377,0.0432513960772373,0.04291699826717377,0.04291699826717377,614400,1d,Daily,yfinance,max,2026-04-02T16:12:49Z
1962-04-11,0.04291698682763057,0.043139918641583674,0.04174651315932496,0.041913796216249466,883200,1d,Daily,yfinance,max,2026-04-02T16:12:49Z
1962-04-12,0.04169086445366217,0.04169086445366217,0.0410219006180593,0.04113336652517319,1075200,1d,Daily,yfinance,max,2026-04-02T16:12:49Z
1962-04-13,0.041133353429008646,0.042359646409749985,0.040464560750665485,0.042359646409749985,1804800,1d,Daily,yfinance,max,2026-04-02T16:12:49Z
1962-04-16,0.04235965121320299,0.04302844396738517,0.042248185328938065,0.04247111454606056,2227200,1d,Daily,yfinance,max,2026-04-02T16:12:49Z
1962-04-17,0.04247113384998636,0.04291699758969947,0.04213673859661004,0.04269406571984291,1152000,1d,Daily,yfinance,max,2026-04-02T16:12:49Z
1962-04-18,0.04269406639379808,0.04291699826717377,0.04258260045711024,0.04291699826717377,691200,1d,Daily,yfinance,max,2026-04-02T16:12:49Z
1962-04-19,0.04291700574163033,0.04297282546758652,0.04269407382942866,0.04297282546758652,806400,1d,Daily,yfinance,max,2026-04-02T16:12:49Z
1962-04-23,0.042972809018768654,0.04347431888135236,0.04286134310533393,0.04302845522761345,691200,1d,Daily,yfinance,max,2026-04-02T16:12:49Z
1962-04-24,0.043028463356539225,0.0432513952255249,0.0426940655530607,0.0432513952255249,883200,1d,Daily,yfinance,max,2026-04-02T16:12:49Z
1962-04-25,0.04313992945955602,0.04313992945955602,0.04269406571984291,0.04269406571984291,422400,1d,Daily,yfinance,max,2026-04-02T16:12:49Z
1962-04-26,0.0426940463145904,0.04291697808312025,0.04213671944467314,0.04247111454606056,806400,1d,Daily,yfinance,max,2026-04-02T16:12:49Z
1962-04-27,0.04247113452042239,0.04291699826717377,0.042248205198455256,0.04291699826717377,883200,1d,Daily,yfinance,max,2026-04-02T16:12:49Z
1962-04-30,0.04247112938357722,0.04247112938357722,0.04102190654036179,0.04124483838677406,1382400,1d,Daily,yfinance,max,2026-04-02T16:12:49Z
1962-05-01,0.041244866937946975,0.041913831333208765,0.041021934937213185,0.04180236533284187,1574400,1d,Daily,yfinance,max,2026-04-02T16:12:49Z
1962-05-02,0.0420252524298897,0.04235965007368885,0.0420252524298897,0.04230383038520813,1305600,1d,Daily,yfinance,max,2026-04-02T16:12:49Z
1962-05-03,0.04230387501647459,0.04280555620789528,0.04213676276611644,0.04280555620789528,844800,1d,Daily,yfinance,max,2026-04-02T16:12:49Z
1962-05-04,0.042805512198855325,0.042972797773102575,0.04247111454606056,0.04247111454606056,537600,1d,Daily,yfinance,max,2026-04-02T16:12:49Z
1962-05-07,0.04247112168789695,0.04280551939692319,0.042025260627269745,0.042025260627269745,691200,1d,Daily,yfinance,max,2026-04-02T16:12:49Z
1962-05-08,0.042025279115215405,0.0425826063240332,0.04152359813451767,0.04152359813451767,1190400,1d,Daily,yfinance,max,2026-04-02T16:12:49Z
1962-05-09,0.0414679526802405,0.0414679526802405,0.04068752005696297,0.04068752005696297,1267200,1d,Daily,yfinance,max,2026-04-02T16:12:49Z
1962-05-10,0.04068751839592775,0.04079898434550267,0.040130191199461984,0.04035312309861183,1920000,1d,Daily,yfinance,max,2026-04-02T16:12:49Z
1962-05-11,0.0403530856132641,0.04068748059994919,0.03868093208138546,0.039015498012304306,2380800,1d,Daily,yfinance,max,2026-04-02T16:12:49Z
1962-05-14,0.03901551891133733,0.03923845072281392,0.0373433644837533,0.0383465550839901,3187200,1d,Daily,yfinance,max,2026-04-02T16:12:49Z
1962-05-15,0.03856949282697982,0.040687508651833945,0.03856949282697982,0.04024164751172066,2534400,1d,Daily,yfinance,max,2026-04-02T16:12:49Z
1962-05-16,0.04024165714903691,0.04057605244635283,0.040130191199461984,0.04035312309861183,1612800,1d,Daily,yfinance,max,2026-04-02T16:12:49Z
1962-05-17,0.040353129321588396,0.040631878435004286,0.039907265454530716,0.039907265454530716,2496000,1d,Daily,yfinance,max,2026-04-02T16:12:49Z
1962-05-18,0.0399072378987213,0.040018703788518906,0.039349911001140714,0.040018703788518906,806400,1d,Daily,yfinance,max,2026-04-02T16:12:49Z
1962-05-21,0.04001871982885643,0.04013018576333191,0.03979578795990547,0.039962902665138245,960000,1d,Daily,yfinance,max,2026-04-02T16:12:49Z
1962-05-22,0.03996290582305016,0.03996290582305016,0.03868096583020989,0.038792602717876434,1420800,1d,Daily,yfinance,max,2026-04-02T16:12:49Z
1962-05-23,0.03873676995053286,0.03873676995053286,0.038123623272513514,0.0383465550839901,2342400,1d,Daily,yfinance,max,2026-04-02T16:12:49Z
1962-05-24,0.038123631301507144,0.038123631301507144,0.037566304206848145,0.037566304206848145,2688000,1d,Daily,yfinance,max,2026-04-02T16:12:49Z
1962-05-25,0.03756631412259844,0.03790070944709522,0.03678605496356055,0.03712045028805733,2841600,1d,Daily,yfinance,max,2026-04-02T16:12:49Z
