Date,Open,High,Low,Close,Volume,data_interval,timeframe_label,data_source,source_period_requested,downloaded_at_utc
1998-12-22,9.321896781219294,9.379439353942871,9.321896781219294,9.379439353942871,7400,1d,Daily,yfinance,max,2026-04-02T13:00:44Z
1998-12-23,9.390948658512986,9.483016782616055,9.379440143000103,9.419720649719238,24000,1d,Daily,yfinance,max,2026-04-02T13:00:44Z
1998-12-24,9.552065693887661,9.59234619140625,9.506031642350854,9.59234619140625,3200,1d,Daily,yfinance,max,2026-04-02T13:00:44Z
1998-12-28,9.546312489043192,9.552066043271857,9.50603199005127,9.50603199005127,17200,1d,Daily,yfinance,max,2026-04-02T13:00:44Z
1998-12-29,9.534801246592982,9.71318244934082,9.534801246592982,9.71318244934082,2200,1d,Daily,yfinance,max,2026-04-02T13:00:44Z
1998-12-30,9.707431618302,9.72469368573443,9.632625579833984,9.632625579833984,63400,1d,Daily,yfinance,max,2026-04-02T13:00:44Z
1998-12-31,9.63262419609362,9.667149730846642,9.621115684509277,9.621115684509277,64800,1d,Daily,yfinance,max,2026-04-02T13:00:44Z
1999-01-04,9.63262683303778,9.770729009855526,9.540558715159282,9.563575744628906,10400,1d,Daily,yfinance,max,2026-04-02T13:00:44Z
1999-01-05,9.621113852777425,9.724690437316895,9.621113852777425,9.724690437316895,2600,1d,Daily,yfinance,max,2026-04-02T13:00:44Z
1999-01-06,9.839777293496082,10.000896453857422,9.839777293496082,10.000896453857422,16200,1d,Daily,yfinance,max,2026-04-02T13:00:44Z
1999-01-07,9.954864830465361,10.058441458759221,9.943356316210489,9.98939037322998,27400,1d,Daily,yfinance,max,2026-04-02T13:00:44Z
1999-01-08,10.046930499674946,10.092964545492473,9.983634389099644,10.000896453857422,37200,1d,Daily,yfinance,max,2026-04-02T13:00:44Z
1999-01-11,10.03542413676562,10.04693265068393,9.868551387374081,9.949110984802246,126200,1d,Daily,yfinance,max,2026-04-02T13:00:44Z
1999-01-12,9.799500926000587,9.82827151019896,9.678660819762676,9.690169334411621,6600,1d,Daily,yfinance,max,2026-04-02T13:00:44Z
1999-01-13,9.459999774364714,9.736204147338867,9.459999774364714,9.736204147338867,6800,1d,Daily,yfinance,max,2026-04-02T13:00:44Z
1999-01-14,9.644135550114957,9.690169610020039,9.471507825470894,9.517541885375977,73200,1d,Daily,yfinance,max,2026-04-02T13:00:44Z
1999-01-15,9.644127879100989,9.649882834435598,9.592340305324017,9.638374328613281,69600,1d,Daily,yfinance,max,2026-04-02T13:00:44Z
1999-01-19,9.74771071220954,9.787991210964888,9.632625579833984,9.632625579833984,8200,1d,Daily,yfinance,max,2026-04-02T13:00:44Z
1999-01-20,9.770728965203434,9.885814112025619,9.730449866239661,9.793745994567871,7000,1d,Daily,yfinance,max,2026-04-02T13:00:44Z
1999-01-21,9.7707226437606,9.782231150997067,9.678654585868863,9.701671600341797,63000,1d,Daily,yfinance,max,2026-04-02T13:00:44Z
1999-01-22,9.552065512647033,9.776482212054777,9.529048487315354,9.747710227966309,24600,1d,Daily,yfinance,max,2026-04-02T13:00:44Z
1999-01-25,9.701673418530346,9.747707456103445,9.655639380957249,9.724690437316895,16200,1d,Daily,yfinance,max,2026-04-02T13:00:44Z
1999-01-26,9.782232108143713,9.954859733581543,9.753461539661014,9.954859733581543,7400,1d,Daily,yfinance,max,2026-04-02T13:00:44Z
1999-01-27,9.966372587062693,9.989389613822654,9.943355560302734,9.943355560302734,3800,1d,Daily,yfinance,max,2026-04-02T13:00:44Z
1999-01-28,9.966368842370732,10.046928405761719,9.966368842370732,10.046928405761719,8600,1d,Daily,yfinance,max,2026-04-02T13:00:44Z
1999-01-29,10.08145556921845,10.150506634761042,10.012404503675858,10.115981101989746,13600,1d,Daily,yfinance,max,2026-04-02T13:00:44Z
1999-02-01,10.162012185736494,10.167767141945859,10.104469647878416,10.138995170593262,12200,1d,Daily,yfinance,max,2026-04-02T13:00:44Z
1999-02-02,10.05843944330325,10.05843944330325,9.920337299916936,10.012405395507812,41800,1d,Daily,yfinance,max,2026-04-02T13:00:44Z
1999-02-03,9.989389596481669,10.185034323601702,9.977881083121666,10.1735258102417,46200,1d,Daily,yfinance,max,2026-04-02T13:00:44Z
1999-02-04,10.236821169113044,10.248329680036809,10.104472591065981,10.115981101989746,39000,1d,Daily,yfinance,max,2026-04-02T13:00:44Z
1999-02-05,10.012401660932543,10.07569915546545,9.862791061401367,9.862791061401367,11600,1d,Daily,yfinance,max,2026-04-02T13:00:44Z
1999-02-08,9.949102136248458,10.023906707763672,9.82250859573709,10.023906707763672,16400,1d,Daily,yfinance,max,2026-04-02T13:00:44Z
1999-02-09,9.897318609517898,9.908827119528965,9.71318244934082,9.71318244934082,18800,1d,Daily,yfinance,max,2026-04-02T13:00:44Z
1999-02-10,9.701673939329753,9.770724999396156,9.655639899285482,9.71318244934082,18400,1d,Daily,yfinance,max,2026-04-02T13:00:44Z
1999-02-11,9.770729375362473,10.041180184171676,9.741958789873177,10.029671669006348,24400,1d,Daily,yfinance,max,2026-04-02T13:00:44Z
1999-02-12,9.897319980870897,9.90882849247656,9.787989823040895,9.851285934448242,11600,1d,Daily,yfinance,max,2026-04-02T13:00:44Z
1999-02-16,9.93760138601234,10.035423041214992,9.931846427257499,9.977880477905273,18600,1d,Daily,yfinance,max,2026-04-02T13:00:44Z
1999-02-17,10.000898127202634,10.144755246876297,9.943355560302734,9.943355560302734,29400,1d,Daily,yfinance,max,2026-04-02T13:00:44Z
1999-02-18,9.94335122521902,9.954859733581543,9.857038114923713,9.954859733581543,7000,1d,Daily,yfinance,max,2026-04-02T13:00:44Z
