Date,Open,High,Low,Close,Volume,data_interval,timeframe_label
2023-05-04 13:30:00,48.720001220703125,49.85150146484375,47.65010070800781,48.629398345947266,3672353,1h,1H
2023-05-04 14:30:00,48.619998931884766,50.470001220703125,48.388999938964844,49.66889953613281,2136288,1h,1H
2023-05-04 15:30:00,49.650001525878906,49.779701232910156,49.0,49.58000183105469,1027633,1h,1H
2023-05-04 16:30:00,49.599998474121094,49.77000045776367,49.150001525878906,49.44850158691406,783412,1h,1H
2023-05-04 17:30:00,49.38999938964844,50.099998474121094,49.13999938964844,49.13999938964844,797478,1h,1H
2023-05-04 18:30:00,49.130001068115234,49.599998474121094,48.84469985961914,49.25,1053349,1h,1H
2023-05-04 19:30:00,49.2400016784668,49.489898681640625,48.93000030517578,49.22200012207031,1374126,1h,1H
2023-05-05 13:30:00,54.04499816894531,56.63999938964844,53.75,55.560001373291016,9328244,1h,1H
2023-05-05 14:30:00,55.560001373291016,57.459999084472656,55.54999923706055,57.02000045776367,4244238,1h,1H
2023-05-05 15:30:00,57.04999923706055,57.7400016784668,56.04999923706055,57.4015007019043,2342280,1h,1H
2023-05-05 16:30:00,57.43000030517578,58.150001525878906,57.189998626708984,58.0,2088533,1h,1H
2023-05-05 17:30:00,58.0,58.09000015258789,57.20000076293945,57.459999084472656,1724271,1h,1H
2023-05-05 18:30:00,57.45500183105469,57.84000015258789,56.439998626708984,56.95000076293945,2182755,1h,1H
2023-05-05 19:30:00,56.939998626708984,58.411598205566406,56.939998626708984,58.224998474121094,2915348,1h,1H
2023-05-08 13:30:00,55.900001525878906,56.84000015258789,54.61000061035156,55.04999923706055,4830264,1h,1H
2023-05-08 14:30:00,55.06999969482422,56.939998626708984,54.630001068115234,56.89500045776367,2257618,1h,1H
2023-05-08 15:30:00,56.89500045776367,57.650001525878906,56.5463981628418,57.40060043334961,1743388,1h,1H
2023-05-08 16:30:00,57.38999938964844,58.79999923706055,57.11000061035156,58.41999816894531,2109170,1h,1H
2023-05-08 17:30:00,58.435001373291016,58.650001525878906,56.849998474121094,57.394901275634766,1705780,1h,1H
2023-05-08 18:30:00,57.41999816894531,57.6879997253418,57.209999084472656,57.599998474121094,856881,1h,1H
2023-05-08 19:30:00,57.56999969482422,58.349998474121094,57.43000030517578,58.099998474121094,1300485,1h,1H
2023-05-09 13:30:00,57.900001525878906,58.679901123046875,56.59000015258789,57.029998779296875,2155005,1h,1H
2023-05-09 14:30:00,57.02000045776367,58.09000015258789,56.91910171508789,57.579898834228516,1171565,1h,1H
2023-05-09 15:30:00,57.56999969482422,57.97999954223633,57.220001220703125,57.33000183105469,640812,1h,1H
2023-05-09 16:30:00,57.29999923706055,59.900001525878906,57.29999923706055,59.17879867553711,1773367,1h,1H
2023-05-09 17:30:00,59.15999984741211,59.249900817871094,58.560001373291016,58.84000015258789,1210001,1h,1H
2023-05-09 18:30:00,58.83000183105469,59.369998931884766,58.54999923706055,59.150001525878906,889590,1h,1H
2023-05-09 19:30:00,59.130001068115234,60.2400016784668,59.06999969482422,60.209999084472656,1482642,1h,1H
2023-05-10 13:30:00,61.45000076293945,63.599998474121094,60.47999954223633,62.970001220703125,4785291,1h,1H
2023-05-10 14:30:00,63.0,63.75,60.66999816894531,62.25659942626953,2673905,1h,1H
2023-05-10 15:30:00,62.29999923706055,63.149898529052734,61.61940002441406,62.95000076293945,1568984,1h,1H
2023-05-10 16:30:00,62.94499969482422,63.04999923706055,59.88999938964844,60.70000076293945,2060938,1h,1H
2023-05-10 17:30:00,60.650001525878906,62.20000076293945,60.385501861572266,61.900001525878906,1283585,1h,1H
2023-05-10 18:30:00,61.970001220703125,62.88990020751953,61.60100173950195,62.6150016784668,1417760,1h,1H
2023-05-10 19:30:00,62.61000061035156,63.0,62.45000076293945,62.650001525878906,1402441,1h,1H
2023-05-11 13:30:00,62.40999984741211,63.11000061035156,61.0099983215332,61.05110168457031,2173697,1h,1H
2023-05-11 14:30:00,61.04999923706055,61.33000183105469,59.810001373291016,61.09000015258789,1884556,1h,1H
2023-05-11 15:30:00,61.06999969482422,61.599998474121094,60.45000076293945,61.378501892089844,780026,1h,1H
2023-05-11 16:30:00,61.349998474121094,62.15999984741211,61.03010177612305,61.08000183105469,952706,1h,1H
2023-05-11 17:30:00,61.075599670410156,61.13130187988281,59.77000045776367,60.18000030517578,1271538,1h,1H
2023-05-11 18:30:00,60.19990158081055,60.86000061035156,60.16999816894531,60.685001373291016,665235,1h,1H
2023-05-11 19:30:00,60.63999938964844,60.72999954223633,60.099998474121094,60.349998474121094,873951,1h,1H
2023-05-12 13:30:00,60.88999938964844,61.130001068115234,58.5099983215332,58.5890007019043,2461818,1h,1H
2023-05-12 14:30:00,58.599998474121094,59.255001068115234,58.36000061035156,58.43230056762695,1322520,1h,1H
2023-05-12 15:30:00,58.42530059814453,58.56999969482422,57.60150146484375,57.709999084472656,1113544,1h,1H
2023-05-12 16:30:00,57.689998626708984,58.4900016784668,57.46730041503906,58.08000183105469,802893,1h,1H
2023-05-12 17:30:00,58.09000015258789,58.2400016784668,57.79999923706055,57.810001373291016,563212,1h,1H
2023-05-12 18:30:00,57.81999969482422,57.900001525878906,56.77000045776367,56.90999984741211,1227323,1h,1H
2023-05-12 19:30:00,56.939998626708984,57.56999969482422,56.900299072265625,57.310001373291016,1363859,1h,1H
2023-05-15 13:30:00,57.59000015258789,58.7400016784668,57.20000076293945,58.29999923706055,2366169,1h,1H
2023-05-15 14:30:00,58.279998779296875,59.37950134277344,58.0099983215332,59.24660110473633,1507849,1h,1H
2023-05-15 15:30:00,59.29999923706055,60.079200744628906,58.97999954223633,59.84000015258789,1101891,1h,1H
2023-05-15 16:30:00,59.880001068115234,61.05500030517578,59.77000045776367,60.459999084472656,1330899,1h,1H
2023-05-15 17:30:00,60.47999954223633,60.58000183105469,60.0,60.15999984741211,1011408,1h,1H
2023-05-15 18:30:00,60.16999816894531,61.29999923706055,60.162601470947266,60.9900016784668,1016362,1h,1H
2023-05-15 19:30:00,60.9900016784668,61.15999984741211,60.654998779296875,60.7599983215332,816559,1h,1H
2023-05-16 13:30:00,58.68000030517578,60.109901428222656,58.16999816894531,59.15999984741211,2329043,1h,1H
2023-05-16 14:30:00,59.150001525878906,59.400001525878906,57.54999923706055,58.075199127197266,1286851,1h,1H
2023-05-16 15:30:00,58.0901985168457,58.34989929199219,57.209999084472656,58.029998779296875,1121070,1h,1H
2023-05-16 16:30:00,58.05500030517578,58.05500030517578,57.1432991027832,57.66999816894531,888271,1h,1H
2023-05-16 17:30:00,57.650001525878906,58.31999969482422,57.540000915527344,58.15999984741211,635777,1h,1H
2023-05-16 18:30:00,58.18000030517578,58.73400115966797,58.0099983215332,58.290000915527344,675409,1h,1H
2023-05-16 19:30:00,58.290000915527344,58.5099983215332,57.689998626708984,57.91999816894531,734940,1h,1H
2023-05-17 13:30:00,57.4900016784668,58.97990036010742,57.29999923706055,58.68870162963867,2000289,1h,1H
2023-05-17 14:30:00,58.70000076293945,59.4900016784668,58.1880989074707,59.489898681640625,1491040,1h,1H
2023-05-17 15:30:00,59.459999084472656,59.9900016784668,59.070701599121094,59.900001525878906,1245445,1h,1H
2023-05-17 16:30:00,59.924198150634766,60.575801849365234,59.810001373291016,60.400001525878906,1165430,1h,1H
2023-05-17 17:30:00,60.40999984741211,60.79999923706055,60.27000045776367,60.50640106201172,792951,1h,1H
2023-05-17 18:30:00,60.52000045776367,60.86000061035156,60.150001525878906,60.63999938964844,927997,1h,1H
2023-05-17 19:30:00,60.6349983215332,61.30500030517578,60.572898864746094,61.029998779296875,1113311,1h,1H
2023-05-18 13:30:00,60.470001220703125,61.5,59.43000030517578,61.36000061035156,2251176,1h,1H
2023-05-18 14:30:00,61.369998931884766,61.70000076293945,59.90999984741211,60.93000030517578,1633447,1h,1H
2023-05-18 15:30:00,60.96989822387695,61.21500015258789,59.607398986816406,59.72999954223633,870486,1h,1H
2023-05-18 16:30:00,59.720001220703125,60.25,59.63999938964844,59.77000045776367,552756,1h,1H
2023-05-18 17:30:00,59.7599983215332,59.939998626708984,58.599998474121094,59.14860153198242,1187721,1h,1H
2023-05-18 18:30:00,59.119998931884766,59.849998474121094,59.11000061035156,59.65999984741211,686039,1h,1H
2023-05-18 19:30:00,59.65999984741211,60.29999923706055,59.65999984741211,60.2599983215332,944468,1h,1H
2023-05-19 13:30:00,60.56999969482422,61.470001220703125,58.15999984741211,58.529998779296875,3566337,1h,1H
2023-05-19 14:30:00,58.529998779296875,59.34000015258789,57.91999816894531,58.34000015258789,2395652,1h,1H
2023-05-19 15:30:00,58.33000183105469,58.48500061035156,57.119998931884766,57.130001068115234,1996774,1h,1H
2023-05-19 16:30:00,57.11000061035156,57.619998931884766,56.59000015258789,57.5099983215332,1535615,1h,1H
2023-05-19 17:30:00,57.540000915527344,57.54999923706055,56.779998779296875,56.95009994506836,886996,1h,1H
2023-05-19 18:30:00,56.95000076293945,57.39139938354492,56.77000045776367,56.849998474121094,837118,1h,1H
2023-05-19 19:30:00,56.849998474121094,57.02000045776367,56.65999984741211,56.77000045776367,1036369,1h,1H
2023-05-22 13:30:00,56.88999938964844,58.89889907836914,55.900001525878906,58.52000045776367,3498714,1h,1H
2023-05-22 14:30:00,58.54999923706055,59.47999954223633,58.16999816894531,59.09000015258789,1496357,1h,1H
2023-05-22 15:30:00,59.119998931884766,60.290000915527344,58.810001373291016,59.400001525878906,1550624,1h,1H
2023-05-22 16:30:00,59.400001525878906,60.880001068115234,59.29999923706055,59.95989990234375,1452388,1h,1H
2023-05-22 17:30:00,59.959999084472656,60.529998779296875,59.3650016784668,59.959999084472656,1262904,1h,1H
2023-05-22 18:30:00,59.959999084472656,61.0,59.7400016784668,60.540000915527344,1804251,1h,1H
2023-05-22 19:30:00,60.53850173950195,61.099998474121094,60.40999984741211,61.06999969482422,1155985,1h,1H
2023-05-23 13:30:00,61.0,62.57820129394531,60.415000915527344,61.41999816894531,3469703,1h,1H
2023-05-23 14:30:00,61.400001525878906,63.22999954223633,60.81999969482422,63.18000030517578,2009785,1h,1H
2023-05-23 15:30:00,63.18000030517578,63.220001220703125,61.560001373291016,61.834999084472656,1734799,1h,1H
2023-05-23 16:30:00,61.810001373291016,61.810001373291016,60.31999969482422,60.36000061035156,1435051,1h,1H
2023-05-23 17:30:00,60.349998474121094,60.560001373291016,59.29999923706055,59.310001373291016,1146442,1h,1H
2023-05-23 18:30:00,59.310001373291016,59.59989929199219,58.66999816894531,59.31999969482422,1356186,1h,1H
2023-05-23 19:30:00,59.32500076293945,59.380001068115234,58.92129898071289,59.09000015258789,831792,1h,1H
2023-05-24 13:30:00,57.779998779296875,58.73550033569336,56.599998474121094,56.93000030517578,2771361,1h,1H
2023-05-24 14:30:00,56.91999816894531,58.099998474121094,56.61009979248047,57.875,1483518,1h,1H
2023-05-24 15:30:00,57.900001525878906,58.649898529052734,57.63999938964844,57.90010070800781,971221,1h,1H
2023-05-24 16:30:00,57.92499923706055,57.92499923706055,57.27000045776367,57.75,504850,1h,1H
2023-05-24 17:30:00,57.77000045776367,58.349998474121094,57.7401008605957,57.90999984741211,556560,1h,1H
2023-05-24 18:30:00,57.91999816894531,58.7400016784668,57.630001068115234,58.68000030517578,538793,1h,1H
2023-05-24 19:30:00,58.65999984741211,58.970001220703125,58.31999969482422,58.36000061035156,667886,1h,1H
2023-05-25 13:30:00,58.560001373291016,59.13999938964844,56.060001373291016,56.650001525878906,2635433,1h,1H
2023-05-25 14:30:00,56.66999816894531,57.400001525878906,56.41999816894531,56.755001068115234,1230610,1h,1H
2023-05-25 15:30:00,56.77000045776367,56.93000030517578,56.20000076293945,56.2599983215332,872338,1h,1H
2023-05-25 16:30:00,56.2599983215332,56.719200134277344,55.880001068115234,56.28499984741211,945456,1h,1H
2023-05-25 17:30:00,56.27009963989258,57.20000076293945,56.2599983215332,57.0432014465332,678406,1h,1H
2023-05-25 18:30:00,57.04499816894531,57.20000076293945,56.43000030517578,57.09000015258789,708371,1h,1H
2023-05-25 19:30:00,57.08000183105469,57.13999938964844,56.68000030517578,56.900001525878906,734206,1h,1H
2023-05-26 13:30:00,56.86000061035156,58.54999923706055,56.630001068115234,58.45000076293945,2058199,1h,1H
2023-05-26 14:30:00,58.459999084472656,58.90999984741211,57.334999084472656,57.435001373291016,1501375,1h,1H
2023-05-26 15:30:00,57.43000030517578,57.9900016784668,56.93000030517578,57.900001525878906,1199141,1h,1H
2023-05-26 16:30:00,57.90999984741211,58.47999954223633,57.439998626708984,57.540000915527344,661026,1h,1H
2023-05-26 17:30:00,57.540000915527344,57.599998474121094,56.70000076293945,57.0,691634,1h,1H
2023-05-26 18:30:00,57.0099983215332,57.45000076293945,56.84000015258789,57.040000915527344,636163,1h,1H
2023-05-26 19:30:00,57.040000915527344,57.150001525878906,56.685298919677734,56.900001525878906,727603,1h,1H
