Date,Open,High,Low,Close,Volume
2007-01-05,20.734075153150364,20.833877272746808,20.667539877977372,20.808927536010742,27800
2007-01-08,21.574086447729194,21.574086447729194,20.65922512028994,20.77566146850586,143600
2007-01-09,20.625957839101712,20.642592057298774,20.459620416110173,20.509521484375,136700
2007-01-10,20.54278784090252,20.64258996732765,20.37644884842571,20.567737579345703,76600
2007-01-11,20.70912449924746,20.900413223260024,20.625955006012298,20.875463485717773,159600
2007-01-12,21.041800852708786,22.705184369486588,21.041800852708786,22.538846969604492,333500
2007-01-16,22.87152492083036,23.412124283512007,21.557451916104792,21.623987197875977,1685800
2007-01-17,21.707159812230064,21.748743774433123,21.291313844893573,21.515871047973633,719800
2007-01-18,21.823593043189526,21.848544368726063,21.39111291851371,21.623987197875977,592100
2007-01-19,21.58240465744971,21.623988616412273,21.41606564894677,21.499235153198242,349300
2007-01-22,21.465965742264878,21.72379135237002,21.416064676510388,21.707157135009766,296700
2007-01-23,21.831908062205553,22.106366271534522,21.6655690805345,22.09804916381836,542900
2007-01-24,21.915079709830707,21.915079709830707,21.540817757400607,21.665571212768555,363300
2007-01-25,21.63230447785521,21.748740825296146,21.432698630959496,21.56576919555664,226100
2007-01-26,21.582404684789616,21.66557260282009,21.424382785144278,21.657257080078125,189600
2007-01-29,21.582403723153753,21.582403723153753,21.274677046642612,21.291311264038086,157700
2007-01-30,21.216459618544576,21.557453155517578,21.124973005976972,21.557453155517578,159800
2007-01-31,21.607352541159432,21.69052203826254,21.457647763639077,21.540817260742188,157000
2007-02-01,21.5907217200683,21.673891230251563,21.43270139567921,21.457651138305664,110600
2007-02-02,21.416066733605835,21.648941040039062,21.349531444100116,21.648941040039062,109400
2007-02-05,21.66557182127812,21.740424213866483,21.557452579942876,21.690523147583008,214500
2007-02-06,21.657254624782237,21.657254624782237,21.282992690769987,21.374479293823242,281200
2007-02-07,21.291310255473388,21.39942949076982,21.241409191977052,21.341211318969727,132200
2007-02-08,21.341211646800687,21.557451707041512,21.25804214881172,21.52418327331543,65200
2007-02-09,21.62398852557721,21.831911492169297,21.41606555898512,21.75705909729004,174200
2007-02-12,21.7820062550404,21.806955991006934,21.507548055126247,21.57408332824707,161900
2007-02-13,21.61567035492318,21.85686174576078,21.540817963720215,21.7653751373291,283800
2007-02-14,21.78200908695488,21.806958826165168,21.507550851357966,21.623987197875977,406100
2007-02-15,21.707159346082776,21.92339943481331,21.707159346082776,21.8901309967041,176600
2007-02-16,21.89013026119117,22.27270935496013,21.83191208278264,22.23944091796875,226300
2007-02-20,22.239438340859344,22.247755449143405,22.039832501020566,22.172903060913086,299800
2007-02-21,22.08973455038534,22.49726335653721,21.998249527829632,22.42241096496582,269700
2007-02-22,22.62201978847231,23.00459729213908,22.563800024311984,22.87152671813965,788100
2007-02-23,22.7883553862016,22.829940928697102,22.538848476533555,22.61370086669922,698100
