Date,Open,High,Low,Close,Volume,daily_return,ma_20,ma_50,ma_100,ma_200,std_20,price_std_20,realized_vol_20_ann,avg_volume_20,volume_ratio_20,rsi_14,true_range,atr_14,atr_percent,bollinger_mid,bollinger_std,bollinger_upper,bollinger_lower,bollinger_width,macd_line,macd_signal,macd_hist,rolling_high_20_prev,rolling_low_10_prev,rolling_low_5_prev,trailing_return_20,trailing_return_126,trailing_return_63,trailing_return_60,trailing_return_5,atr_percent_median_60,atr_percent_ratio_60,bollinger_width_median_60,bollinger_width_ratio_60,distance_from_ma_20,distance_from_ma_50,ma_50_over_ma_200,zscore_20,regime
2008-01-25,576.0,579.6799926757812,568.8800048828125,575.280029296875,630425,0.0138164860103924,592.1239990234375,585.2912023925782,552.7920004272461,485.86160018920896,0.0150548887364778,20.986646387780084,0.2389889496748065,489577.15,1.287692859031513,46.50161597276723,12.239990234375,15.16552997803578,0.0263619962552351,592.1239990234375,20.986646387780084,634.0972917989976,550.1507062478773,0.1417719695360591,-5.754324511116465,-1.8301823562980497,-3.924142154818416,632.719970703125,549.0399780273438,549.0399780273438,-0.0526939771707138,0.2790822145273874,0.0578111225523343,-0.0081378805226293,0.0123892003088277,0.0261618498881911,1.0076503140221127,0.1351121722760005,1.0492908754842178,-0.0284466931830874,-0.0171046020421613,0.2046459365478736,-0.8026041614905292,neutral
2008-01-28,569.0399780273438,579.760009765625,563.2000122070312,578.7999877929688,394488,0.0061186871033849,590.563998413086,585.5184020996094,554.0400003051758,486.68960006713866,0.015097568309835,20.758242168334096,0.2396664668977991,492762.8,0.8005636789140739,48.19401998953172,16.55999755859375,15.265134805218493,0.0263737649052589,590.563998413086,20.758242168334096,632.0804827497542,549.0475140764178,0.140599442052776,-5.185724550098257,-2.501290795058091,-2.6844337550401662,632.719970703125,549.0399780273438,549.0399780273438,-0.0511475609951331,0.2530307649974117,0.031802561896616,0.040408362404354,0.0113223028826932,0.0262079752060825,1.0063259255197212,0.1351121722760005,1.040612697467156,-0.0199199589743507,-0.0114743008632164,0.2030633118497649,-0.5667151642571537,neutral
2008-01-29,573.0399780273438,583.8400268554688,573.0399780273438,583.8400268554688,223888,0.0087077387159564,589.4,585.5792028808594,555.2976007080078,487.54800018310544,0.0152817160670203,20.447622452148497,0.2425897219178154,488906.55,0.4579361843280684,50.60359139634801,10.800048828125,14.946200092568958,0.0255998208500167,589.4,20.447622452148497,630.295244904297,548.504755095703,0.1387690699161757,-4.279089275937508,-2.8568504912339745,-1.4222387847035338,632.719970703125,549.0399780273438,549.0399780273438,-0.0383449210188262,0.2692174496858015,0.0254321376219743,-0.0039578722453817,0.0344436598166133,0.0262079752060825,0.976795065193565,0.1351121722760005,1.0270656416707225,-0.0094332764583155,-0.0029700098924867,0.2010698488373186,-0.2719129403696039,neutral
2008-01-30,585.1199951171875,587.4400024414062,578.9600219726562,584.6400146484375,333288,0.0013702174502789,588.3279998779296,585.7040026855469,556.533600769043,488.4232002258301,0.0152977312667517,20.10417380061583,0.2428439553319331,489735.3,0.6805472262260859,50.99321945207888,8.47998046875,14.484327262296176,0.0247747791792972,588.3279998779296,20.10417380061583,628.5363474791613,548.1196522766979,0.1366868400265648,-3.4561812539971015,-2.9767166437866,-0.4794646102105013,632.719970703125,549.0399780273438,549.0399780273438,-0.0353748710349379,0.2485905237521448,0.0080000252559266,0.0126091684245177,0.051510817713017,0.0262079752060825,0.9453145076826606,0.1351121722760005,1.0116545217506203,-0.0062685869621322,-0.0018165968342898,0.1991731809929124,-0.1834437597917688,neutral
2008-01-31,574.5599975585938,585.5999755859375,568.5599975585938,578.7999877929688,318013,-0.0099890987772716,585.8799987792969,585.4560021972657,557.70080078125,489.3056001281738,0.0127317340569805,18.027203758538125,0.2021100124402922,477892.2,0.6654492372966121,48.015702119969696,17.03997802734375,14.66687374551386,0.0253401417671765,585.8799987792969,18.027203758538125,621.9344062963731,549.8255912622207,0.1230777892817538,-3.237937154007227,-3.0289607458307257,-0.2089764081765013,632.719970703125,549.0399780273438,552.0800170898438,-0.0779916229307686,0.2525969628906424,0.040408362404354,-0.0268997988035755,0.0200197118685434,0.0262079752060825,0.9668866659067724,0.1342981730163517,0.9164517023382605,-0.0120844046580863,-0.0113689404145082,0.1965037842279042,-0.3927403873146373,calm
2008-02-01,577.3599853515625,578.0,561.3599853515625,563.760009765625,419725,-0.0259847587155157,582.7199981689453,584.812802734375,558.6352008056641,490.118800201416,0.0135807938765429,15.971247663045183,0.2155884192249686,467577.8,0.8976581009620217,41.32367298298774,17.44000244140625,14.864954366649032,0.0263675218340316,582.7199981689453,15.971247663045183,614.6624934950356,550.7775028428549,0.1096323978118541,-4.229818945039483,-3.2691323856724774,-0.9606865593670056,632.719970703125,549.0399780273438,563.2000122070312,-0.1008038949727285,0.2213171627194468,-0.038214761166203,-0.0417459839081402,-0.0200250642201679,0.026307791487071,1.0022704432255367,0.1331480000525042,0.8233874918783817,-0.0325370477465976,-0.0359991998641526,0.1932062236625982,-1.1871325774498214,calm
2008-02-04,565.2000122070312,576.4000244140625,562.7999877929688,570.9600219726562,417875,0.0127714135133929,580.3440002441406,583.8576037597657,559.6280010986328,491.0048002624512,0.0139788500450991,13.871244395453289,0.2219073650039786,462562.8,0.9033908476859792,45.25711654230951,13.60003662109375,14.774603099109369,0.0258767733825975,580.3440002441406,13.871244395453289,608.0864890350472,552.601511453234,0.095607049540396,-4.3843712953439535,-3.4921801676067727,-0.8921911277371808,622.47998046875,549.0399780273438,561.3599853515625,-0.0768334626774468,0.2645287824795899,-0.0110848751927434,-0.0526943693161817,-0.0135452073007243,0.026307791487071,0.9836163326486278,0.1319888002213484,0.7243572892553055,-0.0161696825805671,-0.0220902865768213,0.1891077306121711,-0.6765058709916631,calm
2008-02-05,563.4400024414062,564.1599731445312,555.4400024414062,561.2000122070312,670988,-0.0170940335400442,578.2040008544922,582.8512036132812,560.4400012207032,491.8088003540039,0.0136003975916606,13.34826285950664,0.2158996185548146,468652.8,1.431737951848362,41.22297580798916,15.52001953125,14.827847129976558,0.0264216799847581,578.2040008544922,13.34826285950664,604.9005265735054,551.5074751354789,0.0923429297602926,-5.234071251440355,-3.8405583843734896,-1.3935128670668653,618.1599731445312,549.0399780273438,561.3599853515625,-0.0708609069420012,0.2942804527384002,-0.0564895364416728,-0.0581364344239331,-0.0387777706341502,0.0263647590446334,1.0021589782037603,0.1308031887784549,0.7059684906970917,-0.0294082860414867,-0.0371470304462395,0.1851174749084299,-1.2738727747896172,calm
2008-02-06,563.8400268554688,564.0,550.0,552.1599731445312,509738,-0.0161084085279118,575.3880004882812,581.612802734375,561.1480010986328,492.5208001708984,0.0136161303832117,12.582888586953867,0.2161493688780534,477859.7,1.0667105847176483,37.85697076419714,14.0,14.768715192121087,0.026747167325465,575.3880004882812,12.582888586953867,600.553777662189,550.2222233143735,0.0874741119124894,-6.561285771869848,-4.384703861872762,-2.1765819099970862,618.1599731445312,549.0399780273438,555.4400024414062,-0.0925585214501748,0.2696835148659509,-0.0614632066384238,-0.0683046039810855,-0.0555556251541172,0.0263706433696453,1.0142781482628973,0.1277378248848134,0.6847941241473972,-0.0403693287382399,-0.0506399265136104,0.1808898274602062,-1.8460011930673197,calm
2008-02-07,548.9600219726562,560.5599975585938,548.5599975585938,558.4000244140625,408625,0.011301165555327,573.2080017089844,580.5808032226563,561.9488012695313,493.2972003173828,0.0139764111438568,11.515048031522976,0.2218686486470222,467418.45,0.8742166681696026,41.4131072599612,12.0,14.570949821255295,0.0260941067052151,573.2080017089844,11.515048031522976,596.2380977720303,550.1779056459385,0.0803551101672799,-7.028571853020139,-4.9134774601022375,-2.115094392917902,618.1599731445312,550.0,550.0,-0.072425208614514,0.2861618290584051,-0.0735332300958261,-0.066470426834899,-0.0352452726488362,0.0263706433696453,0.9895134653882408,0.1249180357925411,0.6432626774626081,-0.0258335146243123,-0.0382044647109823,0.176939181590968,-1.2859674796305127,calm
2008-02-08,566.239990234375,583.2000122070312,565.280029296875,583.2000122070312,834775,0.0444125836473445,572.7600036621094,580.3568029785156,562.9272015380859,494.160400390625,0.0171341325007802,10.928347612665036,0.2719959211673621,481639.05,1.733196259730186,52.93943857769636,24.79998779296875,15.3015953906634,0.0262373029327569,572.7600036621094,10.928347612665036,594.6166988874395,550.9033084367793,0.0763206057880539,-5.33623489205479,-4.998028946492749,-0.3382059455620414,597.280029296875,548.5599975585938,548.5599975585938,-0.015130980383426,0.3555225582106642,-0.0212137722857339,0.0017865176420188,0.0344827623539458,0.0263706433696453,0.994943603194684,0.1237501544149407,0.6167313984283767,0.018227544657746,0.0048990710782119,0.1744300079888106,0.9553144642674763,neutral
2008-02-11,581.3599853515625,600.719970703125,576.7999877929688,596.4000244140625,627388,0.0226337653133403,573.3440063476562,580.7968029785156,563.9272018432617,495.10480056762697,0.0176173764774641,11.827011916923317,0.279667181476615,493171.55,1.272149620147391,57.70868114859409,23.91998291015625,15.917194499198605,0.0266887891475802,573.3440063476562,11.827011916923317,596.9980301815028,549.6899825138096,0.0825125005998706,-2.896525645243969,-4.577728286242993,1.6812026409990244,595.760009765625,548.5599975585938,548.5599975585938,0.0199754656864075,0.3898211017904045,0.0063445087619597,0.0510362714085295,0.0445565389210815,0.0263706433696453,1.0120643919632664,0.1232602811076538,0.6694167809645462,0.0402132364010898,0.026865198560888,0.1730785124940106,1.9494372905311237,neutral
2008-02-12,589.52001953125,597.1199951171875,585.760009765625,588.719970703125,318975,-0.0128773531129259,573.0800048828125,581.1088024902343,564.868801574707,495.97480041503906,0.0175297028373746,11.414728398624083,0.2782754055873397,495129.65,0.6442252044489761,54.26303260438635,11.3599853515625,15.59167956008174,0.0264840337273766,573.0800048828125,11.414728398624083,595.9094616800608,550.2505480855643,0.0796728435915908,-1.564717549666511,-3.9751261389276977,2.410408589261186,600.719970703125,548.5599975585938,548.5599975585938,-0.0088889382102272,0.3665737868731058,-0.0157817354307077,0.0136363344983048,0.049037701171577,0.0263706433696453,1.0042998707366328,0.121659728172435,0.654882636912242,0.0272910687636198,0.0130976646374558,0.1716498539924889,1.370156632215417,neutral
2008-02-13,586.4000244140625,596.239990234375,584.0,592.8800048828125,277500,0.007066235879036,573.6120056152344,581.7808020019531,565.7856015014648,496.8896003723145,0.017005120779927,12.05901045082126,0.2699479235898215,478325.9,0.5801483883686833,55.802412181582866,12.239990234375,15.352273179674116,0.0258944019923704,573.6120056152344,12.05901045082126,597.7300265168768,549.4939847135919,0.0840917577231473,-0.1715920410804301,-3.214419319358244,3.042827278277814,600.719970703125,548.5599975585938,548.5599975585938,0.0182742766331704,0.3665867828863238,0.0184142370358737,0.0250345433221907,0.0737468011423974,0.0263706433696453,0.9819404718118095,0.1200664567023614,0.7003767749356216,0.0335906485201822,0.019077980646089,0.1708451969331428,1.5978093182816613,neutral
2008-02-14,598.9600219726562,606.9600219726562,597.9199829101562,606.0800170898438,328275,0.0222642222681137,575.1760070800781,582.5904028320313,566.8752017211914,497.9056004333496,0.0172929890077161,13.986123689000554,0.2745176900363429,468796.5,0.7002505351469134,60.3613091311876,14.08001708984375,15.261397744686231,0.025180499792693,575.1760070800781,13.986123689000554,603.1482544580792,547.2037597020769,0.0972650007430047,1.974835949866474,-2.1765682655133007,4.151404215379775,600.719970703125,548.5599975585938,548.5599975585938,0.0544189804474064,0.3742064333107135,0.0680953307524834,0.0251691552360822,0.0853868026345674,0.0263706433696453,0.954868618096661,0.1183135687138269,0.8220950631475438,0.0537296577558095,0.0403192605707665,0.1700820443171891,2.209619383966285,neutral
2008-02-15,611.52001953125,612.7999877929688,600.239990234375,607.4400024414062,419900,0.0022439039618771,577.1360076904297,583.6352026367188,568.0040017700195,498.9592004394531,0.0169851292854242,15.537467837490214,0.2696305684530761,463970.25,0.905014922831798,60.80983028772277,12.55999755859375,15.06844058853677,0.0248064673514653,577.1360076904297,15.537467837490214,608.2109433654101,546.0610720154492,0.1076866986668721,3.742493908711708,-0.9927558306682992,4.7352497393800075,606.9600219726562,548.5599975585938,565.280029296875,0.0689849586102921,0.4171332159448928,0.0458677947802119,0.0193314872157708,0.0415637683933551,0.0263706433696453,0.9406849504483288,0.1165154747363318,0.9242265794355746,0.0525075447505805,0.0407871212996462,0.1697052627202546,1.9503818169043192,neutral
2008-02-19,623.6799926757812,633.280029296875,619.3599853515625,630.47998046875,535713,0.0379296357413772,580.0440063476562,585.2544018554687,569.4232015991211,500.140400390625,0.018568030389516,19.34103743915919,0.2947583444816956,476925.25,1.1232640754499787,67.51588616277931,25.84002685546875,15.83783960760334,0.0251202894591961,580.0440063476562,19.34103743915919,618.7260812259747,541.3619314693378,0.1333763454324321,6.922708574846297,0.59033705043462,6.332371524411677,612.7999877929688,548.5599975585938,576.7999877929688,0.1016214222816496,0.4586340799399024,0.0900414139979439,0.0190069988403003,0.0571427811193829,0.0263706433696453,0.9525853847051604,0.1180931523641117,1.1294164205321435,0.0869519787622188,0.0772750763939575,0.1701802161920274,2.607718137134548,stressed
2008-02-20,625.1199951171875,639.1199951171875,621.760009765625,634.5599975585938,475800,0.0064712872989405,583.5520050048829,586.58240234375,570.8328015136718,501.3812004089356,0.0180571378266868,22.318885075031872,0.2866481764741838,471813.35,1.0084496337375788,68.54243526490379,17.3599853515625,15.946564303600423,0.0251301127788597,583.5520050048829,22.318885075031872,628.1897751549466,538.9142348548191,0.1529864340015084,9.660909934969482,2.4044516273415923,7.25645830762789,633.280029296875,548.5599975585938,584.0,0.1243089477491934,0.4815091210022808,0.0733423282413234,0.0376765719706193,0.0778638896871812,0.0263706433696453,0.9529578943753224,0.1200664567023614,1.2741813009503054,0.0874095061215394,0.0817917397848015,0.1699329808643059,2.2854184867313787,stressed
2008-02-21,627.5999755859375,634.1599731445312,614.8800048828125,618.6400146484375,765400,-0.0250882232907948,586.6840057373047,587.8464025878907,571.9440017700196,502.55200042724607,0.0187711644877328,22.62578118988269,0.2979829983217696,476922.7,1.6048722361087029,60.50748645378468,19.67999267578125,16.213237758756197,0.0262078710960362,586.6840057373047,22.62578118988269,631.93556811707,541.4324433575393,0.1542621306776422,10.426158404512536,4.008792982775781,6.417365421736753,639.1199951171875,548.5599975585938,584.0,0.1126618968497077,0.4749189658772677,0.0381259772953554,0.0074257383918854,0.0434489433839426,0.0263706433696453,0.9938275198171136,0.121659728172435,1.2679802346672848,0.0544688598949831,0.0523837722319697,0.1697225403304161,1.4123715173831086,stressed
