agent,actual_cumulative_return,median_simulated_return,mean_simulated_return,std_simulated_return,actual_percentile,p_value,p_value_prominence,p_value_interpretation,lower_5pct,upper_95pct,number_of_trades,transaction_cost,simulation_count,reproducible,seed_used,null_model
trend,-0.8145204330763112,-0.35158434684068524,5.878151637866191,40.35165981108081,29.7,0.703,0.15304467498017607,no evidence,-0.9867010487937565,25.456446848472655,248,0.00047,5000,True,42,random_timing_matched_duration
mean_reversion,-0.8620587904963659,-0.23179377063468243,3.555906813146217,32.36769810853476,17.0,0.83,0.08092190762392612,no evidence,-0.963392867104038,14.190526934493203,118,0.00047,5000,True,42,random_timing_matched_duration
random,0.37766684623115615,-0.26609301708051286,6.892698872987718,59.682789108827954,61.480000000000004,0.3852,0.4143137215475031,no evidence,-0.9812293727476948,27.33458487393033,168,0.00047,5000,True,42,random_timing_matched_duration
momentum,-0.28119245516102936,-0.3707043790388008,6.788122069938322,39.420204270101564,52.38,0.4762,0.32221060893113895,no evidence,-0.9873609951321525,24.818102350107903,128,0.00047,5000,True,42,random_timing_matched_duration
breakout,-0.8108206647352417,-0.3618255860735178,5.2975509360993644,27.843247737202002,30.04,0.6996,0.1551501991933611,no evidence,-0.9850521594461393,23.31312125656345,76,0.00047,5000,True,42,random_timing_matched_duration
