total_trades,average_return,median_return,win_rate,std_return,trade_level_return_ratio,average_win,average_loss,expected_value,average_holding_period_days,stop_loss_exit_rate,take_profit_exit_rate
132,-0.0018424552963733042,-0.00255385474612575,0.4090909090909091,0.010837681042901125,-0.17000456915828366,0.007874822071062578,0.00856980116613661,-0.0018424552963733046,4.659090909090909,0.2727272727272727,0.2727272727272727
