ticker,fold_id,fold_start,fold_end,agent,outer_run,seed_used,actual_cumulative_return,annualized_return,annualized_sharpe,trade_level_return_ratio,max_drawdown,median_simulated_return,mean_simulated_return,std_simulated_return,actual_percentile,p_value,p_value_prominence,RCSI,RCSI_z,significant_run,outperform_null_median,number_of_trades,test_bar_count,transaction_cost,simulations_per_run,null_model
EURUSD=X,fold_01,2005-05-05,2007-04-11,trend,1,5001,0.014448301399336394,0.007212605453917886,0.1646678277361599,0.07386936555566231,-0.05398854914079687,0.020923548894944223,0.023134449568929093,0.052349796898273786,45.300000000000004,0.547,0.2620126736665692,-0.006475247495607829,-0.16592515509604816,0,0,16,503,0.00047,1000,random_timing_matched_duration
EURUSD=X,fold_01,2005-05-05,2007-04-11,trend,2,5002,0.014448301399336394,0.007212605453917886,0.1646678277361599,0.07386936555566231,-0.05398854914079687,0.024174035728233567,0.02605728199104332,0.05348004353193015,42.9,0.571,0.243363891754152,-0.009725734328897173,-0.2170712629427051,0,0,16,503,0.00047,1000,random_timing_matched_duration
EURUSD=X,fold_01,2005-05-05,2007-04-11,trend,3,5003,0.014448301399336394,0.007212605453917886,0.1646678277361599,0.07386936555566231,-0.05398854914079687,0.020519388911602203,0.024020268919965265,0.05194712842525429,45.4,0.546,0.2628073572952627,-0.006071087512265809,-0.18426365057698593,0,0,16,503,0.00047,1000,random_timing_matched_duration
EURUSD=X,fold_01,2005-05-05,2007-04-11,trend,4,5004,0.014448301399336394,0.007212605453917886,0.1646678277361599,0.07386936555566231,-0.05398854914079687,0.025187903005314462,0.02548305333915704,0.05385367134170745,43.1,0.569,0.24488773360492885,-0.010739601605978068,-0.20490250088622436,0,0,16,503,0.00047,1000,random_timing_matched_duration
EURUSD=X,fold_01,2005-05-05,2007-04-11,trend,5,5005,0.014448301399336394,0.007212605453917886,0.1646678277361599,0.07386936555566231,-0.05398854914079687,0.022006297363004225,0.02228196242232544,0.05348499024640964,44.7,0.553,0.2572748686953017,-0.007557995963667831,-0.14646466208367512,0,0,16,503,0.00047,1000,random_timing_matched_duration
EURUSD=X,fold_01,2005-05-05,2007-04-11,trend,6,5006,0.014448301399336394,0.007212605453917886,0.1646678277361599,0.07386936555566231,-0.05398854914079687,0.022056348670798247,0.023592938695523178,0.05175906917099776,44.6,0.554,0.2564902352715702,-0.007608047271461853,-0.17667700448737614,0,0,16,503,0.00047,1000,random_timing_matched_duration
EURUSD=X,fold_01,2005-05-05,2007-04-11,trend,7,5007,0.014448301399336394,0.007212605453917886,0.1646678277361599,0.07386936555566231,-0.05398854914079687,0.021561203220792705,0.022255300600711826,0.051841505681607794,45.300000000000004,0.547,0.2620126736665692,-0.0071129018214563106,-0.15059360446286538,0,0,16,503,0.00047,1000,random_timing_matched_duration
EURUSD=X,fold_01,2005-05-05,2007-04-11,trend,8,5008,0.014448301399336394,0.007212605453917886,0.1646678277361599,0.07386936555566231,-0.05398854914079687,0.0221423379001564,0.02334147182080883,0.05311300377167528,44.3,0.557,0.25414480482627105,-0.007694036500820005,-0.16743866454442724,0,0,16,503,0.00047,1000,random_timing_matched_duration
EURUSD=X,fold_01,2005-05-05,2007-04-11,trend,9,5009,0.014448301399336394,0.007212605453917886,0.1646678277361599,0.07386936555566231,-0.05398854914079687,0.024296124219521337,0.024408813558888857,0.05331515827888437,43.6,0.564,0.24872089601665776,-0.009847822820184943,-0.1868232690494957,0,0,16,503,0.00047,1000,random_timing_matched_duration
EURUSD=X,fold_01,2005-05-05,2007-04-11,trend,10,5010,0.014448301399336394,0.007212605453917886,0.1646678277361599,0.07386936555566231,-0.05398854914079687,0.02351526490751274,0.024765272496008853,0.05313316650145226,44.0,0.56,0.25181197299379954,-0.009066963508176346,-0.1941719603026195,0,0,16,503,0.00047,1000,random_timing_matched_duration
