total_trades,average_return,median_return,win_rate,std_return,trade_level_return_ratio,average_win,average_loss,expected_value
128,0.1342185014648677,-0.0072077459848144,0.3828125,1.5225791811604632,0.08815206665479983,0.47504469258383514,0.07718002214056786,0.13421850146486766
