agent,regime_at_entry,total_trades,min_trades_required,meets_min_trade_threshold,average_return,median_return,win_rate,std_return,trade_level_return_ratio,plot_trade_level_return_ratio
trend_pullback,calm,15,20,False,-0.0037440704136317933,-0.0128553673537392,0.3333333333333333,0.02823338775072349,-0.1326114473646844,
trend_pullback,neutral,18,20,False,-0.007817492875159973,-0.00990118839877635,0.2222222222222222,0.026811753543721176,-0.2915696230913135,
trend_pullback,stressed,24,20,True,-0.002275932873165,-0.011688980142737601,0.375,0.02823738096380813,-0.08059999884840824,-0.08059999884840824
breakout_volume_momentum,calm,14,20,False,-0.001133880032770692,-0.00490222541034895,0.42857142857142855,0.025461493817699743,-0.04453313073023497,
breakout_volume_momentum,neutral,18,20,False,-0.0005929427145199946,0.0008886765336372501,0.5,0.024658075746671674,-0.024046593116659944,
breakout_volume_momentum,stressed,42,20,True,0.006462452064335802,0.00357779263328475,0.5238095238095238,0.042112047266401345,0.15345851089723206,0.15345851089723206
mean_reversion_vol_filter,calm,0,20,False,0.0,0.0,0.0,0.0,0.0,
mean_reversion_vol_filter,neutral,0,20,False,0.0,0.0,0.0,0.0,0.0,
mean_reversion_vol_filter,stressed,0,20,False,0.0,0.0,0.0,0.0,0.0,
momentum_relative_strength,calm,93,20,True,-0.0012371562163122785,-0.0003990447479759,0.4731182795698925,0.016040610139099038,-0.07712650613561801,-0.07712650613561801
momentum_relative_strength,neutral,85,20,True,-0.0014560144975017224,-0.0030631945659673,0.4235294117647059,0.031429930498154054,-0.046325730742142024,-0.046325730742142024
momentum_relative_strength,stressed,126,20,True,-0.00098111911236576,-0.00196822226889635,0.4365079365079365,0.033180219662509725,-0.029569397741942165,-0.029569397741942165
random,calm,27,20,True,0.0043602928745241016,0.0088660601319358,0.5925925925925926,0.04602718188601447,0.09473299680441641,0.09473299680441641
random,neutral,24,20,True,-0.005130975093082403,-0.0069128509118301495,0.4166666666666667,0.034848280009991156,-0.14723754204257225,-0.14723754204257225
random,stressed,39,20,True,-0.005453190374137244,-0.0048389973095292,0.46153846153846156,0.04678229247548298,-0.1165652661633689,-0.1165652661633689
