agent,skill_luck_verdict,evidence_label,confidence_label,final_classification,stability_classification,verdict_reason,cumulative_return,annualized_sharpe,trade_level_return_ratio,max_drawdown,RCSI,RCSI_z,p_value,p_value_prominence,actual_percentile,number_of_trades,number_of_periods,transaction_cost,excess_return_vs_benchmark,excess_annualized_sharpe,excess_p_value,excess_RCSI_z,excess_evidence_label,excess_skill_luck_verdict,fdr_q_value,fdr_significant_0_05,fdr_significant_0_10
trend_pullback,Random / Luck,Random / Luck,Low,positive but inconclusive,moderately variable,Random / Luck (Low confidence): no detectable edge — consistent with randomness; stability=moderately variable; mean p=0.235; mean percentile=76.5; mean RCSI_z=0.655.,0.1086639976953764,0.1429513905097836,0.0537435363910811,-0.1343527217348786,0.124210757674718,0.6550622970579687,0.235,0.6289321377282637,76.5,120.0,4388,0.00047,-0.0011872950587482,0.0238637689681619,0.212,0.7219355659430317,Positive but Inconclusive,Inconclusive,1.0,False,False
breakout_volume_momentum,Weak Skill,Weak Skill,Moderate,positive but inconclusive,moderately variable,"Weak Skill (Moderate confidence): slight signal, could still be noise; stability=moderately variable; mean p=0.128; mean percentile=87.2; mean RCSI_z=1.149.",0.2501237687792312,0.2533474510471019,0.1227981908101881,-0.1466301760522649,0.2350765166259494,1.1494856838738885,0.128,0.8927900303521317,87.2,63.0,4388,0.00047,0.1262560213025154,0.0716182690866167,0.12,1.217432948675812,Positive but Inconclusive,Inconclusive,1.0,False,False
mean_reversion_vol_filter,Weak Skill,Weak Skill,Moderate,positive but inconclusive,moderately variable,"Weak Skill (Moderate confidence): slight signal, could still be noise; stability=moderately variable; mean p=0.149; mean percentile=85.1; mean RCSI_z=1.039.",0.1687447492417386,0.2203685774579906,0.0655601686541205,-0.2093320222008855,0.2043768522620054,1.0385451760503894,0.149,0.826813731587726,85.1,192.0,4388,0.00047,0.0529403920418243,0.0461577718637349,0.142,1.0184412095901283,Positive but Inconclusive,Inconclusive,1.0,False,False
volatility_managed_tsmom,Weak Skill,Weak Skill,Moderate,positive but inconclusive,stable,"Weak Skill (Moderate confidence): slight signal, could still be noise; stability=stable; mean p=0.103; mean percentile=89.7; mean RCSI_z=1.305.",0.2997026381986911,0.3052932008720731,0.205650959458399,-0.1925884558243085,0.2589556466758101,1.3046599317565375,0.103,0.9871627752948278,89.7,35.0,4388,0.00047,0.1709223988305304,0.0883478604101224,0.1,1.3375653561362142,Skill,Skill,1.0,False,False
momentum_relative_strength,Moderate Skill,Moderate Skill,High,positive but inconclusive,stable,"Moderate Skill (High confidence): likely a real edge, not strong enough to fully confirm; stability=stable; mean p=0.025; mean percentile=97.5; mean RCSI_z=2.627.",2.3232608476080303,0.4302714236104283,0.1332434845510682,-0.5758304812162769,2.245370330462422,2.6272842255710382,0.0255,1.5934598195660448,97.45,163.0,4317,0.00047,2.0160569369007115,0.3533971409983517,0.026,2.4575566465976797,Strong Skill,Skill,1.0,False,False
random,Negative Skill,Negative Skill,Low,likely random,moderately variable,Negative Skill (Low confidence): worse than random — strategy likely flawed or mistimed; stability=moderately variable; mean p=0.728; mean percentile=27.1; mean RCSI_z=-0.650.,-0.1747800076505117,-0.1612114923379984,-0.0633771685129786,-0.3383074025642228,-0.1381813919318828,-0.6497256033863064,0.7284999999999999,0.1375704438939911,27.15,142.0,4388,0.00047,-0.2565464248468678,-0.1017244250736902,0.712,-0.6413578768841129,Likely Random,Luck,1.0,False,False
buy_and_hold,Benchmark,Benchmark Reference,Not Applicable,benchmark,not_applicable,Passive benchmark included for strategy context; not evaluated against the Monte Carlo skill-vs-luck null.,0.1099818736893079,0.1170971269594424,,-0.6796676189574258,,,,,,,4640,0.00047,0.0,0.0,,,Benchmark Reference,Benchmark,,,
