agent,null_variant,null_model,comparison_simulations,actual_trade_count,simulated_mean_trade_count,actual_mean_holding_bars,simulated_mean_holding_bars,actual_exposure_share,simulated_mean_exposure_share,actual_same_bar_turnover_share,simulated_mean_same_bar_turnover_share,actual_entry_trailing_return_mean,simulated_entry_trailing_return_mean,actual_entry_trailing_volatility_mean,simulated_entry_trailing_volatility_mean,ordered_durations_preserved,ordered_assets_preserved,same_bar_turnover_capability_preserved,lookback_bars_for_context,actual_cumulative_return,mean_simulated_return,std_simulated_return,actual_percentile,p_value,RCSI,RCSI_z,evidence_bucket,exposure_share_error,entry_trailing_return_shift,entry_trailing_volatility_shift
trend_pullback,structure_preserving,structure_preserving_random_timing,1000,310,310.0,4.874193548387097,4.874193548387097,0.08811968143772998,0.08811968143773001,0.0,0.0,0.0049746077799407325,-0.0014732331327176806,0.0044539764366599705,0.00487296782091415,True,True,True,20,-0.0722428141718279,-0.29393478910148896,0.011191335575696265,100.0,0.000999000999000999,0.22169197492966106,19.80925095402374,strong_skill,2.7755575615628914e-17,-0.006447840912658413,0.0004189913842541793
trend_pullback,legacy,random_timing_matched_duration,1000,310,310.0,4.874193548387097,4.874193548387097,0.08811968143772998,0.08811968143773001,0.0,0.0,0.0049746077799407325,0.0002705365938369636,0.0044539764366599705,0.004389201107621647,False,True,True,20,-0.0722428141718279,-0.11181365297824655,0.167160411274848,64.43556443556444,0.35664335664335667,0.03957083880641865,0.23672374639803684,random_luck,2.7755575615628914e-17,-0.0047040711861037685,-6.477532903832305e-05
breakout_volume_momentum,structure_preserving,structure_preserving_random_timing,1000,307,307.0,9.517915309446254,9.517915309446254,0.17040641727060993,0.17040641727060993,0.0,0.0,0.01980825105505954,-0.0013152377915973976,0.004317022384578745,0.004679296338627321,True,True,True,20,-0.16734056925816992,-0.3299129734184866,0.038217117486421,99.80019980019979,0.002997002997002997,0.16257240416031665,4.253915911321165,strong_skill,0.0,-0.02112348884665694,0.000362273954048576
breakout_volume_momentum,legacy,random_timing_matched_duration,1000,307,307.0,9.517915309446254,9.517915309446254,0.17040641727060993,0.1704064172706099,0.0,0.0,0.01980825105505954,0.0002824432789498349,0.004317022384578745,0.004403559093831248,False,True,True,20,-0.16734056925816992,-0.08316558410578734,0.243909767197396,41.95804195804196,0.5814185814185814,-0.08417498515238259,-0.3451070702070731,random_luck,-2.7755575615628914e-17,-0.019525807776109703,8.653670925250299e-05
mean_reversion_vol_filter,structure_preserving,structure_preserving_random_timing,1000,104,104.0,4.740384615384615,4.740384615384615,0.028751102346364864,0.02875110234636486,0.0,0.0,-0.021758712671109882,-0.002162699510599629,0.004033950179346593,0.004530120928497495,True,True,True,20,-0.0354941261053416,-0.0320033537175258,0.028634651269134174,43.45654345654346,0.5664335664335665,-0.0034907723878157965,-0.12190727782945153,random_luck,-3.469446951953614e-18,0.019596013160510253,0.0004961707491509025
mean_reversion_vol_filter,legacy,random_timing_matched_duration,1000,104,104.0,4.740384615384615,4.740384615384615,0.028751102346364864,0.02875110234636486,0.0,0.0,-0.021758712671109882,0.0003108199169210705,0.004033950179346593,0.0043313072640276075,False,True,True,20,-0.0354941261053416,-0.04369418120205442,0.10572220477801154,55.44455544455544,0.44655344655344653,0.008200055096712823,0.07756227855757221,random_luck,-3.469446951953614e-18,0.022069532588030953,0.00029735708468101463
momentum_relative_strength,structure_preserving,structure_preserving_random_timing_shared_calendar,1000,422,422.0,12.518957345971565,12.518957345971565,0.29623896344470363,0.29623896344470363,0.0498812351543943,0.04952256532066508,0.03517924633896024,-0.0008362981586041289,0.009185750651516387,0.0067772852083729145,True,True,True,20,0.08153968933264401,-0.5807226850940749,0.025341003983689568,100.0,0.000999000999000999,0.6622623744267189,26.13402274246814,strong_skill,0.0,-0.03601554449756437,-0.0024084654431434727
momentum_relative_strength,legacy,random_peer_rotation_matched_duration,1000,422,422.0,12.518957345971565,12.518957345971565,0.29623896344470363,0.29623896344470363,0.0498812351543943,0.0,0.03517924633896024,0.0004961034547618706,0.009185750651516387,0.00739809266232485,False,False,False,20,0.08153968933264401,-0.053321892543242544,0.5959567929748143,71.12887112887113,0.2897102897102897,0.13486158187588654,0.2262942271413725,random_luck,0.0,-0.03468314288419837,-0.0017876579891915375
random,structure_preserving,structure_preserving_random_timing,1000,362,362.0,12.234806629834255,12.234806629834255,0.2582948091571656,0.2582948091571656,0.0,0.0,0.0003545587715315537,-0.001205536528480769,0.004266491647928483,0.004359217251394875,True,True,True,20,-0.15490174515775168,-0.5015373988332635,0.01648449943326996,100.0,0.000999000999000999,0.34663565367551186,21.027975710072937,strong_skill,0.0,-0.0015600953000123228,9.272560346639154e-05
random,legacy,random_timing_matched_duration,1000,362,362.0,12.234806629834255,12.234806629834255,0.2582948091571656,0.2582948091571656,0.0,0.0,0.0003545587715315537,0.00028149796657243387,0.004266491647928483,0.004406098363087038,False,True,True,20,-0.15490174515775168,-0.09873082108920916,0.27871611029046245,47.15284715284716,0.5294705294705294,-0.056170924068542516,-0.20153454355402814,random_luck,0.0,-7.306080495911982e-05,0.00013960671515855436
