agent,outer_run,seed_used,actual_cumulative_return,annualized_return,annualized_sharpe,trade_level_return_ratio,max_drawdown,median_simulated_return,mean_simulated_return,std_simulated_return,actual_percentile,p_value,p_value_prominence,RCSI,RCSI_z,significant_run,outperform_null_median,lower_5pct,upper_95pct,number_of_trades,transaction_cost,simulations_per_run,null_model
trend,1,101,1.306892189933299,0.03194900864606112,0.3477771700632767,0.11799184578232604,-0.32954037019344085,2.4582598919418848,2.766409958809356,1.5641393090512166,15.02,0.8498,0.07068327324650439,-1.1513677020085857,-0.933112389945227,0,0,0.8247897104196632,5.781177679070476,228,0.00047,5000,random_timing_matched_duration
mean_reversion,1,101,0.8269394177382072,0.02319497883748492,0.24034675868134886,0.16020260114432575,-0.3351298956023834,0.4191365013377869,0.5156858621139219,0.5590201283632268,75.64,0.2436,0.6133227160391622,0.4078029164004203,0.5567841654210463,0,1,-0.2057111631392894,1.5529114530838382,119,0.00047,5000,random_timing_matched_duration
random,1,101,0.8247901663594773,0.02288008975921937,0.23817287735116063,0.11087123865028084,-0.438081255030921,1.3810223396172758,1.6177731488296698,1.157947391265215,26.46,0.7354,0.13347637446715638,-0.5562321732577985,-0.6848177978135525,0,0,0.19914694819383602,3.8321783250578902,152,0.00047,5000,random_timing_matched_duration
momentum,1,101,1.4765712158089466,0.03460840497004424,0.36238598520333276,0.12861998908149622,-0.38016154583603823,3.1828221043341935,3.4939557926277556,1.7028477549563636,6.6000000000000005,0.934,0.029653123769906618,-1.706250888525247,-1.1847122392163036,0,0,1.3399538006853822,6.604656087544222,132,0.00047,5000,random_timing_matched_duration
breakout,1,101,1.4043451418435084,0.03367938478199092,0.3685574640873488,0.17538065279037818,-0.2666938470230974,2.3498235068312705,2.6921847572984623,1.6449593614827618,20.8,0.792,0.10127481841050648,-0.945478364987762,-0.7829005661842605,0,0,0.7116723231865025,5.812840462242517,85,0.00047,5000,random_timing_matched_duration
trend,2,102,1.306892189933299,0.03194900864606112,0.3477771700632767,0.11799184578232604,-0.32954037019344085,2.3975232675620948,2.706871023328844,1.5634200079808975,16.48,0.8352,0.07820951434181303,-1.0906310776287957,-0.8954592024209599,0,0,0.7882506635358882,5.687526548427862,228,0.00047,5000,random_timing_matched_duration
mean_reversion,2,102,0.8269394177382072,0.02319497883748492,0.24034675868134886,0.16020260114432575,-0.3351298956023834,0.4556189176358607,0.5337322208701868,0.5555076675401827,74.44,0.2556,0.5924391505136375,0.3713205001023465,0.5278184514830505,0,1,-0.19906948091837254,1.5332365746138474,119,0.00047,5000,random_timing_matched_duration
random,2,102,0.8247901663594773,0.02288008975921937,0.23817287735116063,0.11087123865028084,-0.438081255030921,1.394474276109856,1.6239544704205098,1.149481370523601,26.279999999999998,0.7372,0.13241467345296382,-0.5696841097503788,-0.6952390221835475,0,0,0.21396563909189453,3.8015332451763935,152,0.00047,5000,random_timing_matched_duration
momentum,2,102,1.4765712158089466,0.03460840497004424,0.36238598520333276,0.12861998908149622,-0.38016154583603823,3.183045379011417,3.4795067342406867,1.6803301151450727,6.64,0.9336,0.02983915696268625,-1.7064741632024703,-1.1919893004231583,0,0,1.3629689227893176,6.6774347572229455,132,0.00047,5000,random_timing_matched_duration
breakout,2,102,1.4043451418435084,0.03367938478199092,0.3685574640873488,0.17538065279037818,-0.2666938470230974,2.366084949323664,2.676451955746849,1.5872947590024655,20.66,0.7934,0.10050780386186829,-0.9617398074801555,-0.8014307403766615,0,0,0.7033290413188247,5.686460644307921,85,0.00047,5000,random_timing_matched_duration
