agent,regime_at_entry,total_trades,min_trades_required,meets_min_trade_threshold,average_return,median_return,win_rate,std_return,trade_level_return_ratio,plot_trade_level_return_ratio
trend,calm,42,20,True,0.11227540800793324,-0.02023269649012835,0.23809523809523808,0.4805287668260873,0.2336497120651424,0.2336497120651424
trend,neutral,17,20,False,0.06184697383627255,-0.0248297910603345,0.29411764705882354,0.19934275907084076,0.3102544287264224,
trend,stressed,17,20,False,-0.002810373129896012,-0.0506761046161001,0.23529411764705882,0.1381406489608986,-0.020344287876420085,
mean_reversion,calm,22,20,True,-0.03729802489880241,0.02707013010445055,0.5454545454545454,0.15174733587521766,-0.24579031113582578,-0.24579031113582578
mean_reversion,neutral,14,20,False,0.04251082978526573,0.07578226052846684,0.7857142857142857,0.11638706266988988,0.3652539106158194,
mean_reversion,stressed,9,20,False,0.07688376491622877,0.1109146357265355,0.8888888888888888,0.11123157413645171,0.6912045029760411,
random,calm,22,20,True,0.01959520739935934,0.00020596250801039988,0.5,0.17659850281008987,0.11095907998966216,0.11095907998966216
random,neutral,23,20,True,0.013789451713203102,0.0209135710510514,0.5652173913043478,0.21298208106713856,0.06474465665896202,0.06474465665896202
random,stressed,12,20,False,0.0371684787941732,-0.01029861497368095,0.4166666666666667,0.1866808959340733,0.19910167351724792,
momentum,calm,18,20,False,0.451865942368244,0.0064422981490476,0.6111111111111112,1.558397839021237,0.2899554472252359,
momentum,neutral,9,20,False,-0.07199263526097886,-0.0113331667243627,0.4444444444444444,0.1350700789426288,-0.5330020965750515,
momentum,stressed,4,20,False,0.3472136415690722,0.22506979780918335,0.75,0.4650249319383366,0.7466559698676835,
breakout,calm,17,20,False,0.3863721148887854,0.0535244650429148,0.5882352941176471,1.2528468735664775,0.3083953219190311,
breakout,neutral,5,20,False,0.02070611911362237,-0.1164223996511805,0.4,0.27418783898055105,0.07551800689122144,
breakout,stressed,4,20,False,0.2109873257719912,-0.002003731593733949,0.5,0.4489150539606414,0.4699938750338488,
