agent,actual_cumulative_return,median_simulated_return,mean_simulated_return,std_simulated_return,actual_percentile,p_value,p_value_prominence,p_value_interpretation,lower_5pct,upper_95pct,number_of_trades,transaction_cost,simulation_count,reproducible,seed_used,null_model
trend,5.437180791528379,12.465136343253258,20.099005146566128,25.38589573379757,21.38,0.7862,0.10446696051592962,no evidence,1.8288948986293914,63.22850310964721,236,0.00047,5000,True,42,random_timing_matched_duration
mean_reversion,2.4518308019123234,1.3379543328451704,2.035471112020011,2.592746761727283,70.14,0.2986,0.5249101966109935,no evidence,-0.3392859450917026,6.717107378665521,100,0.00047,5000,True,42,random_timing_matched_duration
random,1.8465162041062497,6.517295016983763,10.911369737804117,13.844952597056672,16.06,0.8394,0.07603103512452872,no evidence,0.48197252992516587,36.650788023848634,155,0.00047,5000,True,42,random_timing_matched_duration
momentum,8.655793991348853,16.141831495083053,26.007793959696226,33.829580970188424,25.34,0.7466,0.12691201440971425,no evidence,2.903708833201925,79.1969762086413,161,0.00047,5000,True,42,random_timing_matched_duration
breakout,6.216899378877251,15.126682128104804,23.64047013271333,27.251640261530902,18.8,0.812,0.09044397075882467,no evidence,2.62336286020683,75.05588182983097,76,0.00047,5000,True,42,random_timing_matched_duration
