agent,actual_cumulative_return,median_simulated_return,mean_simulated_return,std_simulated_return,actual_percentile,p_value,p_value_prominence,p_value_interpretation,lower_5pct,upper_95pct,number_of_trades,transaction_cost,simulation_count,reproducible,seed_used,null_model
trend,3.2825104987676648,7.191003084819821,8.017792417236056,4.10832334386772,6.68,0.9332,0.03002526987828497,no evidence,3.005585764959688,15.833495033512722,275,0.00047,5000,True,42,random_timing_matched_duration
mean_reversion,3.1259160271751902,0.7248430337303713,0.8466123302695858,0.6892981182287481,99.4,0.006,2.221848749616356,strong evidence,-0.05162302564065292,2.1315345031564883,142,0.00047,5000,True,42,random_timing_matched_duration
random,0.3204526743866011,2.8239310297942826,3.2669216187000463,2.096644341161409,0.8999999999999999,0.991,0.0039263455147246756,no evidence,0.802924110944006,7.267143195426467,184,0.00047,5000,True,42,random_timing_matched_duration
momentum,9.99886281684573,9.975400718669157,11.114778118028353,5.1406017357184615,50.22,0.4978,0.30294510772742556,no evidence,5.021942837596224,20.806332521295577,118,0.00047,5000,True,42,random_timing_matched_duration
breakout,3.685064175213001,6.224229993909085,7.012066334775562,3.757693661827236,16.02,0.8398,0.07582412969807915,no evidence,2.585309946314944,14.093982025828511,97,0.00047,5000,True,42,random_timing_matched_duration
