ticker,family,params,prelock_gate,prelock_score,lockbox_trades,lockbox_rcsi_z,lockbox_p_value,lockbox_percentile,winner_gate
SPY,vol_mom,"{'adx_min': 8, 'ret63_min': 0.02, 'ret126_min': 0.02, 'stop_mult': 2.422068644055769, 'trail_mult': 2.608443479277384, 'time_stop': 72, 'vol_cap': 1.4642184275938919}",False,-2.4452196295240385,30,-0.5865896878455223,0.7028714107365793,29.837702871410738,False
SPY,trend_pullback,"{'rsi_low': 44, 'rsi_high': 60, 'adx_min': 2, 'stop_mult': 1.9284417901518793, 'tp_mult': 3.9217666828327387, 'time_stop': 30}",False,-1.3104873390597656,21,-0.4257609921734722,0.6666666666666666,33.458177278402,False
SPY,breakout,"{'lookback': 20, 'adx_min': 14, 'volume_min': 1.008930693130041, 'stop_mult': 1.9401990113418015, 'tp_mult': 3.4132084344865197, 'time_stop': 78}",False,-0.37064735579335134,14,0.05750371342790879,0.4606741573033708,54.05742821473159,False
SPY,mean_reversion,"{'zscore_threshold': 0.8687011930810955, 'rsi_max': 35, 'adx_max': 24, 'atr_ratio_max': 1.0688543437335245, 'stop_mult': 1.6968502411649515, 'tp_mult': 1.4028841460167238, 'time_stop': 14}",False,2.027364752633785,1,-1.0933328304652874,0.8714107365792759,12.983770287141075,False
