candidate_id,candidate_name,candidate_family,is_control,ticker,split,split_start,split_end,split_rows,signal_count,rejected_signal_count,trade_count,average_holding_bars,actual_cumulative_return,mean_simulated_return,median_simulated_return,std_simulated_return,RCSI,RCSI_z,p_value,percentile,classification_raw,classification_raw_label,simulation_count,research_grade,null_model,seed,bh_adjusted_p_value_by_ticker_split,bh_adjusted_p_value_by_split_global,classification_bh_by_ticker_split,classification_bh_by_ticker_split_label,classification_bh_by_split_global,classification_bh_by_split_global_label
cand_bb_squeeze_breakout,Bollinger Squeeze Breakout,breakout,False,BTC-USD,holdout,2024-02-13,2026-04-02,780,6,0,6,8.333333333333334,0.0841338881161454,0.043414790420486016,0.05684790582172539,0.1620113164574467,0.04071909769565939,0.25133489799371217,0.415973377703827,58.56905158069884,random_luck,Random / Luck,600,False,structure_preserving_random_timing,20342481,0.7999488032765902,0.956738768718802,random_luck,Random / Luck,random_luck,Random / Luck
cand_breakout_20_volume,20-Day Breakout + Volume Confirmation,breakout,False,BTC-USD,holdout,2024-02-13,2026-04-02,780,20,0,20,10.85,-0.049872638361308126,0.29838564809483764,0.24547809010685206,0.39044586176691204,-0.34825828645614576,-0.8919502562535766,0.8386023294509152,16.306156405990016,negative_skill,Negative Skill,600,False,structure_preserving_random_timing,20336777,0.9869913780063531,0.956738768718802,negative_skill,Negative Skill,negative_skill,Negative Skill
cand_donchian_55_breakout,Donchian 55-Day Breakout,breakout,False,BTC-USD,holdout,2024-02-13,2026-04-02,780,10,0,10,13.7,0.4481081719887446,0.10537002608651452,0.05815553486772532,0.2992145936231063,0.34273814590223006,1.145459323197138,0.1264559068219634,87.52079866888519,weak_skill,Weak Skill,600,False,structure_preserving_random_timing,20344626,0.6596149275017827,0.956738768718802,random_luck,Random / Luck,random_luck,Random / Luck
control_existing_validation,Control: Existing Validation Strategy,control,True,BTC-USD,holdout,2024-02-13,2026-04-02,780,8,0,8,17.75,0.562825898192182,0.1067080268894906,0.0579186047562028,0.29865880114704546,0.4561178713026914,1.527220592699428,0.07820299500831947,92.34608985024958,weak_skill,Weak Skill,600,False,structure_preserving_random_timing,20355457,0.6596149275017827,0.956738768718802,random_luck,Random / Luck,random_luck,Random / Luck
control_random_baseline,Control: Random Baseline,control,True,BTC-USD,holdout,2024-02-13,2026-04-02,780,23,0,23,12.956521739130435,0.20373992879198963,0.22761956847216835,0.1618221706081429,0.43585799460244584,-0.023879639680178727,-0.054787660145960586,0.454242928452579,54.742096505823625,random_luck,Random / Luck,600,False,structure_preserving_random_timing,20337956,0.8111480865224625,0.956738768718802,random_luck,Random / Luck,random_luck,Random / Luck
existing_breakout_volume_momentum,Existing Strategy: Breakout + Volume + Momentum,existing_production,False,BTC-USD,holdout,2024-02-13,2026-04-02,780,19,0,19,8.736842105263158,-0.021158561255641032,0.18191041544663555,0.16095978185726564,0.32445153685601963,-0.20306897670227658,-0.625883849002668,0.6888519134775375,31.281198003327788,negative_skill,Negative Skill,600,False,structure_preserving_random_timing,20384963,0.9063840966809703,0.956738768718802,negative_skill,Negative Skill,negative_skill,Negative Skill
existing_mean_reversion_vol_filter,Existing Strategy: Mean Reversion + Volatility Filter,existing_production,False,BTC-USD,holdout,2024-02-13,2026-04-02,780,0,0,0,,0.0,0.0,0.0,0.0,0.0,0.0,1.0,100.0,no_trades,No Trades,600,False,structure_preserving_random_timing,20389380,1.0,1.0,no_trades,No Trades,no_trades,No Trades
existing_momentum_relative_strength,Existing Strategy: Momentum + Relative Strength,existing_production,False,BTC-USD,holdout,2024-02-13,2026-04-02,780,76,0,76,6.671052631578948,0.03784089638486186,2.835034576720756,0.5778132324476958,10.954297859098295,-2.797193680335894,-0.2553512526604006,0.6655574043261231,33.61064891846922,random_luck,Random / Luck,600,False,structure_preserving_random_timing_shared_calendar,20395108,0.9063840966809703,0.956738768718802,random_luck,Random / Luck,random_luck,Random / Luck
existing_trend_pullback,Existing Strategy: Trend + Pullback,existing_production,False,BTC-USD,holdout,2024-02-13,2026-04-02,780,13,0,13,14.0,-0.2587157622660213,0.1549801240995681,0.09938095462390385,0.30633482602875717,-0.4136958863655894,-1.3504696535115917,0.9467554076539102,5.490848585690515,negative_skill,Negative Skill,600,False,structure_preserving_random_timing,20338044,1.0,1.0,negative_skill,Negative Skill,negative_skill,Negative Skill
cand_hybrid_trend_breakout_pullback,Hybrid Trend + Breakout/Pullback,hybrid,False,BTC-USD,holdout,2024-02-13,2026-04-02,780,15,0,15,12.866666666666667,0.039730190298963845,0.10737640526651843,0.04951861899973889,0.3239260047819544,-0.06764621496755457,-0.20883230728292268,0.519134775374376,48.25291181364393,random_luck,Random / Luck,600,False,structure_preserving_random_timing,20393582,0.8111480865224625,0.956738768718802,random_luck,Random / Luck,random_luck,Random / Luck
