agent,skill_luck_verdict,evidence_label,confidence_label,final_classification,stability_classification,verdict_reason,cumulative_return,annualized_sharpe,trade_level_return_ratio,max_drawdown,RCSI,RCSI_z,p_value,adjusted_p_value,p_value_prominence,actual_percentile,number_of_trades,number_of_periods,transaction_cost,research_grade,artifact_run_id,signal_count,trades_per_month,average_holding_bars,average_holding_days,average_holding_hours,activity_status,activity_warning
trend_pullback,Negative Skill,Negative Skill,Low,negative skill,moderately variable,"The result is worse than the random null on all three metrics. raw p=0.813; BH-adjusted p=1.000; percentile=18.7; RCSI_z=-0.685. Robustness stability: moderately variable. Monte Carlo depth is below research-grade, so the label is directional but lower-confidence. BH-adjusted p-value is shown for reference only and is not used by the final class label.",0.006874879953704394,0.08264217602688412,0.036024968715281755,-0.5705909304561338,-1.5676092108236652,-0.685394962981094,0.8130934532733634,1.0,0.0898595356993526,18.74062968515742,107,6845,0.00047,False,run_20260402T204815Z_pid10332,107.0,0.3290374318044049,12.317757009345794,17.953271028037385,430.8785046728972,underactive,Too few trades for strong statistical power. Consider reviewing thresholds or sample length.
breakout_volume_momentum,Negative Skill,Negative Skill,Low,negative skill,stable,"The result is worse than the random null on all three metrics. raw p=0.893; BH-adjusted p=1.000; percentile=10.7; RCSI_z=-0.859. Robustness stability: stable. Monte Carlo depth is below research-grade, so the label is directional but lower-confidence. BH-adjusted p-value is shown for reference only and is not used by the final class label.",-0.1851943261241863,0.018921367689708885,0.002877760134997627,-0.7107304794828417,-1.7906930176684792,-0.8585778815974906,0.8930534732633684,1.0,0.04912253613056714,10.74462768615692,116,6845,0.00047,False,run_20260402T204815Z_pid10332,116.0,0.359034980679276,9.370689655172416,13.844827586206897,332.2758620689655,underactive,Too few trades for strong statistical power. Consider reviewing thresholds or sample length.
mean_reversion_vol_filter,No Trades,No Trades,Not Applicable,no trades,not_applicable,"No completed trades were generated for this strategy on the current ticker, so skill-versus-luck classification is not applicable.",0.0,0.0,0.0,0.0,,,,,,,0,6845,0.00047,False,run_20260402T204815Z_pid10332,0.0,0.0,0.0,0.0,0.0,underactive,Too few trades for strong statistical power. Consider reviewing thresholds or sample length.
momentum_relative_strength,Random / Luck,Random / Luck,Low,random / luck,unstable,"The result is statistically consistent with the null distribution. raw p=1.000; BH-adjusted p=1.000; percentile=0.1; RCSI_z=-0.056. Robustness stability: unstable. Monte Carlo depth is below research-grade, so the label is directional but lower-confidence. BH-adjusted p-value is shown for reference only and is not used by the final class label.",-0.7192438703444146,0.004973084238884689,0.002523176607987288,-0.909959125986175,-253298.6043165584,-0.0559685104680311,0.9995002498750624,1.0,0.00021709297223025415,0.0999500249875062,1224,6845,0.00047,False,run_20260402T204815Z_pid10332,1226.0,3.7639422105475857,5.382352941176471,7.818627450980392,187.64705882352945,acceptable,Trade activity is in a reasonable range for daily research and null-hypothesis testing.
trend_momentum_verification,Negative Skill,Negative Skill,Low,negative skill,moderately variable,"The result is worse than the random null on all three metrics. raw p=0.698; BH-adjusted p=1.000; percentile=30.2; RCSI_z=-0.556. Robustness stability: moderately variable. Monte Carlo depth is below research-grade, so the label is directional but lower-confidence. BH-adjusted p-value is shown for reference only and is not used by the final class label.",0.811671880050961,0.2212447970925002,0.1251030289153908,-0.390327591760384,-1.8401523984689856,-0.5563331617571854,0.6981509245377311,1.0,0.15605068252202953,30.23488255872064,93,6845,0.00047,False,run_20260402T204815Z_pid10332,93.0,0.2874669950238651,15.731182795698924,22.688172043010752,544.516129032258,underactive,Too few trades for strong statistical power. Consider reviewing thresholds or sample length.
adx_trend_following,Random / Luck,Random / Luck,Low,random / luck,moderately variable,"The result is statistically consistent with the null distribution. raw p=0.528; BH-adjusted p=1.000; percentile=47.3; RCSI_z=-0.339. Robustness stability: moderately variable. Monte Carlo depth is below research-grade, so the label is directional but lower-confidence. BH-adjusted p-value is shown for reference only and is not used by the final class label.",2.7827847657778078,0.36692032160764176,0.17692865396832547,-0.5536203083121481,-1.76075245671126,-0.3390196668575041,0.527736131934033,1.0,0.2775831704384179,47.276361819090454,127,6845,0.00047,False,run_20260402T204815Z_pid10332,127.0,0.3938022106764466,14.299212598425196,20.755905511811022,498.1417322834646,underactive,Too few trades for strong statistical power. Consider reviewing thresholds or sample length.
uptrend_oversold_reversion,Random / Luck,Random / Luck,Low,random / luck,unstable,"The result is statistically consistent with the null distribution. raw p=0.347; BH-adjusted p=1.000; percentile=65.3; RCSI_z=0.196. Robustness stability: unstable. Monte Carlo depth is below research-grade, so the label is directional but lower-confidence. BH-adjusted p-value is shown for reference only and is not used by the final class label.",0.41715932708894,0.2426758188628784,0.1701356095049924,-0.1810779094065369,0.1107587673236393,0.1959960723184742,0.3473263368315842,1.0,0.45926228404609754,65.31734132933533,58,6845,0.00047,False,run_20260402T204815Z_pid10332,58.0,0.1799933727569331,5.344827586206897,7.4655172413793105,179.17241379310346,underactive,Too few trades for strong statistical power. Consider reviewing thresholds or sample length.
volatility_squeeze_breakout,Random / Luck,Random / Luck,Low,random / luck,moderately variable,"The result is statistically consistent with the null distribution. raw p=0.538; BH-adjusted p=1.000; percentile=46.3; RCSI_z=-0.222. Robustness stability: moderately variable. Monte Carlo depth is below research-grade, so the label is directional but lower-confidence. BH-adjusted p-value is shown for reference only and is not used by the final class label.",0.12917841368615757,0.1082826546311676,0.09465963304591221,-0.26793591882000056,-0.0846251049752931,-0.2222370023202749,0.5377311344327836,1.0,0.269434817305841,46.27686156921539,32,6845,0.00047,False,run_20260402T204815Z_pid10332,32.0,0.1019254918375889,6.5625,9.5,228.0,underactive,Too few trades for strong statistical power. Consider reviewing thresholds or sample length.
random,Negative Skill,Negative Skill,Low,negative skill,unstable,"The result is worse than the random null on all three metrics. raw p=0.943; BH-adjusted p=1.000; percentile=5.8; RCSI_z=-0.685. Robustness stability: unstable. Monte Carlo depth is below research-grade, so the label is directional but lower-confidence. BH-adjusted p-value is shown for reference only and is not used by the final class label.",0.6442123828361193,0.20230231133752544,0.06544163156367945,-0.8413954703515976,-10.117856958355022,-0.6845215213788577,0.942528735632184,1.0,0.025705400234901803,5.797101449275362,250,6845,0.00047,False,run_20260402T204815Z_pid10332,250.0,0.7683133077544426,12.256,17.696,424.704,acceptable,Trade activity is in a reasonable range for daily research and null-hypothesis testing.
buy_and_hold,Benchmark,Benchmark Reference,Not Applicable,benchmark,not_applicable,Passive benchmark included for strategy context; not evaluated against the Monte Carlo skill-vs-luck null.,172.50931234564544,0.6500812435974059,,-0.8463254055739315,,,,,,,,6965,0.00047,,,,,,,,,
