total_trades,average_return,median_return,win_rate,std_return,trade_level_return_ratio,average_win,average_loss,expected_value,average_holding_period_days,stop_loss_exit_rate,take_profit_exit_rate
46,-0.0047081675928248405,-0.0152254212973198,0.41304347826086957,0.08922763014175775,-0.05276580343269096,0.08001538907215366,0.06432844820892084,-0.004708167592824844,7.543478260869565,0.391304347826087,0.41304347826086957
