total_trades,average_return,median_return,win_rate,std_return,trade_level_return_ratio,average_win,average_loss,expected_value
47,0.00343405828810467,-0.0019178066453461,0.46808510638297873,0.03300063637120756,0.10406036566921546,0.03205086064037246,0.02174872778189098,0.0034340582881046706
