start_date,end_date,first_close,last_close,buy_hold_return,annualized_sharpe,max_drawdown,number_of_periods,transaction_cost,timeframe_label,data_interval
2023-06-14 16:30,2026-04-01 19:30,10.265000343322754,4.90500020980835,-0.5223872678290871,-0.10745837237110352,-0.7807365456543087,4869,0.00047,1H,1h
