total_trades,average_return,median_return,win_rate,std_return,trade_level_return_ratio,average_win,average_loss,expected_value
173,-0.022975335622412166,0.0016638221466349,0.5086705202312138,0.10568868027684415,-0.21738690995317447,0.04535751632586463,0.0937199352865105,-0.02297533562241217
