total_trades,average_return,median_return,win_rate,std_return,trade_level_return_ratio,average_win,average_loss,expected_value,average_holding_period_days,stop_loss_exit_rate,take_profit_exit_rate
142,-0.0011793276802362545,0.0003903896663741,0.5140845070422535,0.01860808407675623,-0.06337716851297866,0.01308372154998779,0.016269220344096474,-0.0011793276802362545,7.28169014084507,0.4154929577464789,0.39436619718309857
