agent,actual_cumulative_return,median_simulated_return,mean_simulated_return,std_simulated_return,actual_percentile,p_value,p_value_prominence,p_value_interpretation,lower_5pct,upper_95pct,number_of_trades,transaction_cost,simulation_count,reproducible,seed_used,null_model
trend,21.55134768339765,3.7076151230027308,7.79980699307724,13.50493906775873,92.0,0.08,1.0969100130080565,weak evidence,-0.2895482969632535,28.318614467630375,76,0.00047,5000,True,42,random_timing_matched_duration
mean_reversion,-0.04964291845647641,0.8769343922795757,2.0252250740566646,3.6480360444651776,24.38,0.7562,0.1213633269734832,no evidence,-0.6072190050068456,8.368234726250106,45,0.00047,5000,True,42,random_timing_matched_duration
random,0.07641634299968716,3.055133451992454,6.669027930705277,11.801455311733202,11.12,0.8888,0.051195954067188784,no evidence,-0.3333569272556624,24.732475773491075,57,0.00047,5000,True,42,random_timing_matched_duration
momentum,25.027686738240963,4.732288271384585,9.80504577468243,17.762671952063272,91.08000000000001,0.0892,1.0496351456238768,weak evidence,-0.14267455754919278,34.7858996233461,31,0.00047,5000,True,42,random_timing_matched_duration
breakout,21.25346425520757,2.776957369737415,6.309207084848569,11.516788316612368,93.74,0.0626,1.2034256667895702,weak evidence,-0.49097643096322763,24.30763143434736,26,0.00047,5000,True,42,random_timing_matched_duration
