agent,skill_luck_verdict,evidence_label,confidence_label,final_classification,stability_classification,verdict_reason,cumulative_return,annualized_sharpe,trade_level_return_ratio,max_drawdown,RCSI,RCSI_z,p_value,p_value_prominence,actual_percentile,number_of_trades,number_of_periods,transaction_cost,fdr_q_value,fdr_significant_0_05,fdr_significant_0_10
trend,Luck,Strongly Random,High,strongly random,stable,Strongly Random (High confidence): results are consistent with randomness; stability=stable; mean p=0.947; mean percentile=5.3; mean RCSI_z=-1.208.,0.6708471687038697,0.2311765270152152,0.0761203395466243,-0.2817410417164588,-1.5926960148652003,-1.227036935615418,0.9426,0.025672564576383,5.74,251.0,6486,0.00047,1.0,False,False
mean_reversion,Inconclusive,Null-Like / Inconclusive,Low,null-like / inconclusive,unstable,Null-Like / Inconclusive (Low confidence): evidence is mixed; stability=unstable; mean p=0.504; mean percentile=49.6; mean RCSI_z=-0.164.,0.4139118235491812,0.1755933239678939,0.1161108469886626,-0.4143244977248131,-0.0179502835097983,-0.1733923239654929,0.5156,0.2876870913186346,48.44,101.0,6486,0.00047,1.0,False,False
random,Luck,Likely Random,Low,likely random,moderately variable,Likely Random (Low confidence): results are consistent with randomness; stability=moderately variable; mean p=0.703; mean percentile=29.7; mean RCSI_z=-0.615.,0.873545395026758,0.2562582989659861,0.1268040341470653,-0.3396337973142705,-0.4892025048055819,-0.6200772537916823,0.7062,0.1510722867729216,29.38,147.0,6486,0.00047,1.0,False,False
momentum,Luck,Likely Random,Low,likely random,moderately variable,Likely Random (Low confidence): results are consistent with randomness; stability=moderately variable; mean p=0.650; mean percentile=35.0; mean RCSI_z=-0.512.,2.3723795747142447,0.4461775461670494,0.1942244142050909,-0.2913861697345619,-0.5408745942516235,-0.5118734670432822,0.656,0.1830961606243397,34.4,119.0,6486,0.00047,1.0,False,False
breakout,Luck,Strongly Random,High,strongly random,stable,Strongly Random (High confidence): results are consistent with randomness; stability=stable; mean p=0.908; mean percentile=9.2; mean RCSI_z=-1.062.,0.9449243962041856,0.2852231562064412,0.1544091797976828,-0.3876603717014563,-1.5014863595603638,-1.0489157019760251,0.9106,0.040672354027829,8.94,78.0,6486,0.00047,1.0,False,False
buy_and_hold,Benchmark,Benchmark Reference,Not Applicable,benchmark,not_applicable,Passive benchmark included for strategy context; not evaluated against the Monte Carlo skill-vs-luck null.,6.489090290769785,0.4876676212901714,,-0.5227244093379468,,,,,,,6738,0.0,,,
