start_date,end_date,first_close,last_close,buy_hold_return,annualized_sharpe,max_drawdown,number_of_periods,transaction_cost,timeframe_label,data_interval
2015-04-04 00:00,2026-04-03 00:00,253.6970062255859,66814.1953125,262.2383946278036,1.0986350513290708,-0.8339900882218974,4017,0.00047,Daily,1d
