agent,actual_cumulative_return,median_simulated_return,mean_simulated_return,std_simulated_return,actual_percentile,p_value,p_value_prominence,p_value_interpretation,lower_5pct,upper_95pct,number_of_trades,transaction_cost,simulation_count,reproducible,seed_used,null_model
trend,1.306892189933299,2.4247425078007003,2.761304672246651,1.5873913675950044,15.9,0.841,0.07520400420208784,no evidence,0.8206220614506735,5.784288648060858,228,0.00047,5000,True,42,random_timing_matched_duration
mean_reversion,0.8269394177382072,0.4326602344166003,0.5213969571929536,0.5423807889270894,75.53999999999999,0.2446,0.6115435472997334,no evidence,-0.19657463711027554,1.5208893745701682,119,0.00047,5000,True,42,random_timing_matched_duration
random,0.8247901663594773,1.4152022079569493,1.6246054517843735,1.1645742740544303,25.86,0.7414,0.12994741830645518,no evidence,0.17050091220553742,3.830922906746819,152,0.00047,5000,True,42,random_timing_matched_duration
momentum,1.4765712158089466,3.1289946663691834,3.4395947171620596,1.6925908828092835,7.539999999999999,0.9246,0.03404611089793706,no evidence,1.3017388841524802,6.601722974555767,132,0.00047,5000,True,42,random_timing_matched_duration
breakout,1.4043451418435084,2.3942988472106395,2.6963422684127307,1.61256853872611,21.48,0.7852,0.1050197090720314,no evidence,0.712052222396961,5.757802802106674,85,0.00047,5000,True,42,random_timing_matched_duration
