agent,mean_actual_cumulative_return,median_actual_cumulative_return,std_actual_cumulative_return,min_actual_cumulative_return,max_actual_cumulative_return,p25_actual_cumulative_return,p75_actual_cumulative_return,mean_annualized_return,median_annualized_return,std_annualized_return,min_annualized_return,max_annualized_return,p25_annualized_return,p75_annualized_return,mean_annualized_sharpe,median_annualized_sharpe,std_annualized_sharpe,min_annualized_sharpe,max_annualized_sharpe,p25_annualized_sharpe,p75_annualized_sharpe,mean_trade_level_return_ratio,median_trade_level_return_ratio,std_trade_level_return_ratio,min_trade_level_return_ratio,max_trade_level_return_ratio,p25_trade_level_return_ratio,p75_trade_level_return_ratio,mean_max_drawdown,median_max_drawdown,std_max_drawdown,min_max_drawdown,max_max_drawdown,p25_max_drawdown,p75_max_drawdown,mean_number_of_trades,median_number_of_trades,std_number_of_trades,min_number_of_trades,max_number_of_trades,p25_number_of_trades,p75_number_of_trades,mean_p_value,median_p_value,std_p_value,min_p_value,max_p_value,p25_p_value,p75_p_value,mean_p_value_prominence,median_p_value_prominence,std_p_value_prominence,min_p_value_prominence,max_p_value_prominence,p25_p_value_prominence,p75_p_value_prominence,mean_actual_percentile,median_actual_percentile,std_actual_percentile,min_actual_percentile,max_actual_percentile,p25_actual_percentile,p75_actual_percentile,mean_RCSI,median_RCSI,std_RCSI,min_RCSI,max_RCSI,p25_RCSI,p75_RCSI,mean_RCSI_z,median_RCSI_z,std_RCSI_z,min_RCSI_z,max_RCSI_z,p25_RCSI_z,p75_RCSI_z,mean_median_simulated_return,median_median_simulated_return,std_median_simulated_return,min_median_simulated_return,max_median_simulated_return,p25_median_simulated_return,p75_median_simulated_return,proportion_significant,proportion_outperforming_null_median,mean_percentile,median_percentile,std_percentile,min_percentile,max_percentile,p25_percentile,p75_percentile,number_of_outer_runs,simulations_per_run,transaction_cost,p_value_interpretation,null_model,stability_classification,evidence_bucket,confidence_score,evaluation_power_score,confidence_bucket,evaluation_power_label,evidence_label,confidence_label,skill_luck_verdict,verdict_label,final_classification
trend,0.0962984260903632,0.09629842609036321,2.7755575615628914e-17,0.09629842609036321,0.09629842609036321,0.09629842609036321,0.09629842609036321,0.004350590362853417,0.004350590362853417,1.734723475976807e-18,0.004350590362853417,0.004350590362853417,0.004350590362853417,0.004350590362853417,0.09899829571868352,0.09899829571868353,1.3877787807814457e-17,0.09899829571868353,0.09899829571868353,0.09899829571868353,0.09899829571868353,0.034929981417271445,0.034929981417271445,0.0,0.034929981417271445,0.034929981417271445,0.034929981417271445,0.034929981417271445,-0.2670187228830788,-0.2670187228830788,1.1102230246251565e-16,-0.2670187228830788,-0.2670187228830788,-0.2670187228830788,-0.2670187228830788,198.0,198.0,0.0,198,198,198.0,198.0,0.14149,0.1417,0.004683620394523877,0.1274,0.1518,0.138,0.14445,0.8495136328278664,0.848630257899601,0.014443198078581222,0.8187282284405385,0.8948305720006683,0.8402825318351568,0.8601209135987634,85.851,85.83,0.4683620394523881,84.82,87.26,85.555,86.2,0.2213362452471042,0.22130402619835682,0.0031479835601220074,0.21379231873035734,0.23070351440402298,0.2193218708744607,0.2230810471091179,1.0617663921663008,1.0582102634119102,0.02219125558914181,1.0160228185225153,1.1352035048304743,1.0463928387498846,1.0752855873121532,-0.125037819156741,-0.1250056001079936,0.0031479835601220087,-0.13440508831365977,-0.11749389263999413,-0.1267826210187547,-0.12302344478409749,0.0,1.0,85.851,85.83,0.4683620394523881,84.82,87.26,85.555,86.2,100,5000,0.00047,no evidence,random_timing_matched_duration,stable,positive_inconclusive,0.46,1.0,low,Adequate,Positive but Inconclusive,Low,inconclusive,Inconclusive,positive but inconclusive
mean_reversion,-0.18391306968849241,-0.18391306968849241,0.0,-0.18391306968849241,-0.18391306968849241,-0.18391306968849241,-0.18391306968849241,-0.009420339300521757,-0.009420339300521757,3.469446951953614e-18,-0.009420339300521757,-0.009420339300521757,-0.009420339300521757,-0.009420339300521757,-0.1333348809806375,-0.1333348809806375,2.7755575615628914e-17,-0.1333348809806375,-0.1333348809806375,-0.1333348809806375,-0.1333348809806375,-0.09465070035279063,-0.09465070035279065,1.3877787807814457e-17,-0.09465070035279065,-0.09465070035279065,-0.09465070035279065,-0.09465070035279065,-0.3931401870088478,-0.3931401870088478,5.551115123125783e-17,-0.3931401870088478,-0.3931401870088478,-0.3931401870088478,-0.3931401870088478,91.0,91.0,0.0,91,91,91.0,91.0,0.803954,0.8046,0.005562722714642534,0.7914,0.8184,0.7994,0.8082,0.09477919090241022,0.09441997176475747,0.003003950046299261,0.08703437929589625,0.10160395406999108,0.09248115389337073,0.09723585607591392,19.6046,19.54,0.5562722714642535,18.16,20.86,19.18,20.06,-0.13994728177480573,-0.1398009021961977,0.0032736685410188105,-0.14594949004518187,-0.13140390843534394,-0.1427565198491601,-0.1378724730018201,-0.8651834090932761,-0.8655034023791122,0.0133917935019163,-0.8923424346649106,-0.828153273564113,-0.8759037179335788,-0.8573897341422392,-0.04396578791368669,-0.04411216749229471,0.0032736685410188105,-0.05250916125314849,-0.03796357964331055,-0.04604059668667231,-0.04115654983933231,0.0,0.0,19.6046,19.54,0.5562722714642535,18.16,20.86,19.18,20.06,100,5000,0.00047,no evidence,random_timing_matched_duration,stable,likely_random,0.7,1.0,moderate,Adequate,Likely Random,Moderate,luck,Luck,likely random
random,-0.448250356177302,-0.448250356177302,5.551115123125783e-17,-0.448250356177302,-0.448250356177302,-0.448250356177302,-0.448250356177302,-0.02736932373712681,-0.027369323737126805,6.938893903907228e-18,-0.027369323737126805,-0.027369323737126805,-0.027369323737126805,-0.027369323737126805,-0.40389613575912137,-0.40389613575912137,0.0,-0.40389613575912137,-0.40389613575912137,-0.40389613575912137,-0.40389613575912137,-0.1955558311825553,-0.19555583118255532,5.551115123125783e-17,-0.19555583118255532,-0.19555583118255532,-0.19555583118255532,-0.19555583118255532,-0.48845106015867856,-0.48845106015867856,5.551115123125783e-17,-0.48845106015867856,-0.48845106015867856,-0.48845106015867856,-0.48845106015867856,123.0,123.0,0.0,123,123,123.0,123.0,0.99344,0.9934,0.0010759182125050209,0.9912,0.996,0.9928,0.9942,0.0028586121952924766,0.002875844340795484,0.0004703465230884057,0.00174066157630127,0.003838706631992969,0.0025262411970196374,0.003138231509326578,0.6559999999999999,0.66,0.10759182125050212,0.4,0.88,0.58,0.72,-0.3642065443354159,-0.3639348654628126,0.0029785446381365194,-0.3733284509377083,-0.35686262432164123,-0.36613235295985486,-0.36214312172540564,-1.9789587433667897,-1.9761961308448823,0.02230713193420111,-2.0390709339222544,-1.9239827911313967,-1.9893243509907,-1.9648155433110401,-0.08404381184188621,-0.0843154907144894,0.00297854463813652,-0.09138773185566078,-0.07492190523959377,-0.0861072344518964,-0.08211800321744717,0.0,0.0,0.6559999999999999,0.66,0.10759182125050212,0.4,0.88,0.58,0.72,100,5000,0.00047,no evidence,random_timing_matched_duration,stable,strongly_random,0.9,1.0,high,Adequate,Strongly Random,High,luck,Luck,strongly random
momentum,0.15210950617929958,0.15210950617929958,0.0,0.15210950617929958,0.15210950617929958,0.15210950617929958,0.15210950617929958,0.0066296280454964,0.0066296280454964,2.6020852139652106e-18,0.0066296280454964,0.0066296280454964,0.0066296280454964,0.0066296280454964,0.13362901674630667,0.13362901674630667,2.7755575615628914e-17,0.13362901674630667,0.13362901674630667,0.13362901674630667,0.13362901674630667,0.07744468588262353,0.07744468588262353,0.0,0.07744468588262353,0.07744468588262353,0.07744468588262353,0.07744468588262353,-0.16759488787374643,-0.16759488787374643,0.0,-0.16759488787374643,-0.16759488787374643,-0.16759488787374643,-0.16759488787374643,87.0,87.0,0.0,87,87,87.0,87.0,0.16892,0.1691,0.005372224864988435,0.1566,0.1852,0.16495,0.17285,0.77253804084724,0.7718564683416609,0.013788840661261587,0.7323590176540845,0.8052082422780754,0.7623306706106452,0.782647739999296,83.10799999999999,83.09,0.537222486498844,81.47999999999999,84.34,82.715,83.505,0.21126085391505453,0.2111757790903482,0.003427521037635789,0.20261725263720243,0.2211609809019901,0.2094567912900796,0.212984755040913,0.9261043153172254,0.9277447961258702,0.020214069269687378,0.8880108598082324,0.9606972553763845,0.9086225298087656,0.9461971107137527,-0.05915134773575493,-0.05906627291104863,0.003427521037635789,-0.0690514747226905,-0.05050774645790286,-0.060875248861613405,-0.05734728511078001,0.0,1.0,83.10799999999999,83.09,0.537222486498844,81.47999999999999,84.34,82.715,83.505,100,5000,0.00047,no evidence,random_timing_matched_duration,stable,positive_inconclusive,0.46,1.0,low,Adequate,Positive but Inconclusive,Low,inconclusive,Inconclusive,positive but inconclusive
breakout,0.14534503397944545,0.14534503397944545,2.7755575615628914e-17,0.14534503397944545,0.14534503397944545,0.14534503397944545,0.14534503397944545,0.006424650224404867,0.006424650224404867,0.0,0.006424650224404867,0.006424650224404867,0.006424650224404867,0.006424650224404867,0.13028103049437015,0.13028103049437015,0.0,0.13028103049437015,0.13028103049437015,0.13028103049437015,0.13028103049437015,0.10406036566921546,0.10406036566921546,4.163336342344337e-17,0.10406036566921546,0.10406036566921546,0.10406036566921546,0.10406036566921546,-0.20324989920046999,-0.20324989920046999,0.0,-0.20324989920046999,-0.20324989920046999,-0.20324989920046999,-0.20324989920046999,47.0,47.0,0.0,47,47,47.0,47.0,0.21172000000000002,0.21150000000000002,0.006356162364194294,0.1942,0.2258,0.2078,0.21565,0.6744343674019001,0.6746896768327222,0.013066372690038042,0.646276062411051,0.7117507744280139,0.6662505725272512,0.6823544567788413,78.828,78.85,0.63561623641943,77.42,80.58,78.435,79.22,0.17188375483214458,0.1720671585648756,0.0033335194602783402,0.1650576892196704,0.18360110064584007,0.16934655728018305,0.1740908164487861,0.7444880984015334,0.7421232728570735,0.017309843827142877,0.7034947081371055,0.7950733187133627,0.7328331645892217,0.7540219152176746,-0.02653872085269912,-0.026722124585430142,0.0033335194602783402,-0.0382560666663946,-0.01971265524022494,-0.028745782469340668,-0.024001523300737578,0.0,1.0,78.828,78.85,0.63561623641943,77.42,80.58,78.435,79.22,100,5000,0.00047,no evidence,random_timing_matched_duration,stable,positive_inconclusive,0.46,1.0,low,Adequate,Positive but Inconclusive,Low,inconclusive,Inconclusive,positive but inconclusive
