simulation_id,simulated_cumulative_return
1,1.8013285815797193
2,2.507163334816533
3,0.621227829110493
4,4.71445242487397
5,2.8056253480079527
6,1.3127749976265437
7,3.8209303046458363
8,-0.2890420702069295
9,5.632845075263115
10,16.33912575954112
11,0.010384779113755233
12,5.265750416281098
13,-0.02625306051977747
14,4.615069491828329
15,3.6356667673207483
16,2.763008258425437
17,4.317660616975673
18,0.7658458136076742
19,4.71664024573246
20,0.3742624155468925
21,1.987328979075539
22,4.880812214101747
23,-0.17961255096446907
24,0.41509822199826774
25,-0.2899325455201353
26,9.564809737163936
27,1.3047630821002283
28,0.1899824094942969
29,1.5190667078578657
30,0.5764571507845438
31,0.15777607981331584
32,1.7373412793969156
33,0.986539699887408
34,3.194426129249632
35,0.6778087670163591
36,3.277729420120051
37,2.6284897961553635
38,2.1156372175612175
39,0.8199551267761561
40,1.8337257032244483
41,4.922654795045647
42,0.13929912371513556
43,0.6015963762661777
44,3.404561143757312
45,0.37021415923995815
46,0.8503586355098877
47,0.4478490055516755
48,1.6354496617678547
49,1.246811120007847
50,17.604157001076917
51,1.0524941937752512
52,4.108354611115876
53,1.4067385127665644
54,0.7244602578115851
55,0.6601426144906343
56,3.192502362409065
57,5.56628278862359
58,1.5264661311505132
59,0.31128500312104107
60,3.1184364276053524
61,1.555135149380057
62,3.8000791877747595
63,7.618567131900193
64,3.165925475520291
65,1.1871569893894787
66,4.390158947043345
67,2.040230886891811
68,0.96685046410744
69,-0.25200900915143887
70,3.0955975175533044
71,7.031927334162241
72,7.084313668025881
73,4.814212679190057
74,12.108536778580255
75,2.3992919819237084
76,1.9155111748813545
77,-0.37687868845158123
78,1.2411241117027716
79,5.202499772139032
80,3.0032658781768697
81,0.30558272782307616
82,3.396859902022248
83,2.8806904608187542
84,11.773914095569491
85,1.2387767533987293
86,0.46600390513569695
87,2.581376839901106
88,0.13235012968388904
89,1.9904760744143368
90,-0.4604309068283751
91,3.342532772871604
92,0.673503543015952
93,0.41829930040576146
94,-0.40668212470017645
95,-0.6137101226411671
96,1.5943154427913686
97,-0.2875703172645866
98,1.691197959000724
99,1.896548463469662
100,3.6221160985201695
101,3.396220489621418
102,0.7478691010533911
103,20.26969148826945
104,0.9869965331775266
105,0.9918817813222224
106,4.797837508028517
107,6.042959456707069
108,2.7346625286498583
109,-0.7296757080160736
110,8.092930108731599
111,2.5236853934008447
112,-0.40065948779626015
113,1.140452671632431
114,6.658997275989876
115,0.040521947894398856
116,1.932062670642241
117,1.9513371085164037
118,2.8788495464834205
119,-0.06628251909946713
120,3.923337279592648
121,5.390542834711268
122,7.166171396455006
123,3.102337115992053
124,7.696977556867275
125,2.2640399975415577
126,3.0480262559090607
127,1.1983465633226082
128,0.9317979889252486
129,16.82284299673688
130,3.157164499835898
131,4.572434050849842
132,3.73398127439
133,3.610730222396963
134,1.041053298396505
135,1.3923038386284539
136,-0.08480569132514673
137,0.22021086626865963
138,7.314303777194189
139,1.7198235160647992
140,-0.2710655800587706
141,13.441927825889755
142,-0.8452809078341631
143,0.2716623074617704
144,-0.5042233956105251
145,-0.0013416087447371424
146,-0.4927345068858457
147,0.8014847331329849
148,13.525537283382409
149,1.617330999919027
150,1.2728257539471937
151,-0.046625100179597326
152,-0.6459970912423857
153,1.444440393471509
154,5.743262493765492
155,2.925049559945378
156,0.2338060137120193
157,6.956443476792987
158,0.5285132189834106
159,5.619724882353336
160,-0.24099999917750317
161,1.7776044137607232
162,0.7022686163879189
163,6.23237097875272
164,4.1026286191705434
165,21.095547404440914
166,-0.5596567581727085
167,3.9380346055069695
168,3.0581186032698846
169,-0.5826156869638486
170,5.43195291218602
171,15.635038334020255
172,7.785999590685222
173,3.490555772763024
174,-0.06407913663141165
175,2.0417040277843888
176,1.3149511696157152
177,1.5759335841027915
178,2.2196741051667352
179,-0.3697266181793245
180,0.5971004325801638
181,3.7719512409626246
182,0.2371694340845009
183,-0.8528784514096285
184,-0.05548170879637355
185,0.8705899544782614
186,3.721834423796016
187,12.151996504397278
188,0.6619152327804718
189,-0.5037359973325769
190,5.27957906329932
191,5.487182212991747
192,0.3657621920877199
193,3.1027054929284175
194,3.028561014426085
195,0.12469687013146724
196,2.184232916569983
197,0.21196073475994012
198,0.2729735875042165
199,1.5473938261350537
200,-0.2464828388766586
201,3.2168400369566674
202,0.8730370719541821
203,4.089980438203511
204,44.24480347908036
205,3.932426075971833
206,14.379255093483314
207,0.06600162725156052
208,9.908470207997748
209,9.787203131105024
210,-0.4705082595097797
211,6.3533439012991115
212,-0.21093310650387945
213,7.964047258086649
214,1.9867809036578872
215,10.17374414454983
216,-0.13761703804611988
217,-0.2850802805464983
218,4.058114740576416
219,0.21223330826516246
220,1.2651267068380434
221,3.563533174704899
222,-0.5487647711438226
223,-0.5665901131892604
224,2.1382707555816105
225,-0.06310411487516819
226,1.092864441885573
227,0.6242226970958802
228,1.5088091265610533
229,0.13227454167284647
230,0.32507296300352406
231,5.844095826644098
232,-0.20917957223485859
233,0.87662408582808
234,0.4392093105316516
235,0.7610727138599476
236,1.2016937437859017
237,0.2699724834037131
238,0.6268353152206215
239,0.6714712333824877
240,0.6082791757600763
