total_trades,average_return,median_return,win_rate,std_return,trade_level_return_ratio,average_win,average_loss,expected_value
161,0.02289928820574881,-0.0049995090906333,0.422360248447205,0.16363723008320244,0.13993935361840038,0.09584051702134835,0.03043408340135623,0.022899288205748814
