candidate_id,candidate_name,candidate_family,ticker,seed_runs,trade_count_median,RCSI_z_mean,RCSI_z_std,p_value_mean,p_value_std,percentile_mean,share_p_le_0_20,share_rcsi_z_ge_0_5
cand_ma_cross_50_200,50/200 Moving-Average Crossover,trend_following,BTC-USD,3,2.0,0.6879853025133243,0.11458407605811695,0.22841965471447545,0.024631124822033734,77.55644090305445,0.0,1.0
cand_ma_cross_50_200,50/200 Moving-Average Crossover,trend_following,EURUSD=X,3,4.0,-1.8017884955178936,0.0673916919392194,0.9853917662682603,0.004969000513644008,1.859229747675963,0.0,0.0
cand_ma_cross_50_200,50/200 Moving-Average Crossover,trend_following,NQ=F,3,1.0,0.6661720155087106,0.024197732953119184,0.25630810092961487,0.02441537358678651,74.76759628154049,0.0,1.0
cand_ma_cross_50_200,50/200 Moving-Average Crossover,trend_following,QQQ,3,1.0,0.6630544751974407,0.06419064848414871,0.25232403718459495,0.027666223978751216,75.1660026560425,0.0,1.0
cand_ma_cross_50_200,50/200 Moving-Average Crossover,trend_following,SPY,3,3.0,0.5127509868860178,0.04489530627369711,0.33731739707835323,0.019060690696424076,66.66666666666667,0.0,0.6666666666666666
cand_trend_pullback_ema_rsi,Trend Pullback (EMA + RSI),pullback,BTC-USD,3,19.0,-1.1180010702842111,0.0688559310730137,0.8831341301460823,0.02165937108937593,12.084993359893758,0.0,0.0
cand_trend_pullback_ema_rsi,Trend Pullback (EMA + RSI),pullback,EURUSD=X,3,16.0,0.07448921788023531,0.073101091425009,0.4342629482071713,0.020314818779254104,56.97211155378486,0.0,0.0
cand_trend_pullback_ema_rsi,Trend Pullback (EMA + RSI),pullback,NQ=F,3,25.0,-0.08259374667766166,0.04438743735159448,0.5166002656042497,0.024845002568220042,48.73837981407703,0.0,0.0
cand_trend_pullback_ema_rsi,Trend Pullback (EMA + RSI),pullback,QQQ,3,22.0,-0.7533147836201213,0.09183619510245061,0.7742363877822044,0.02649394069490038,22.974767596281538,0.0,0.0
cand_trend_pullback_ema_rsi,Trend Pullback (EMA + RSI),pullback,SPY,3,13.0,-1.1361727577362732,0.07755672897730742,0.8791500664010624,0.030225250137426378,12.483399734395752,0.0,0.0
existing_trend_pullback,Existing Strategy: Trend + Pullback,existing_production,BTC-USD,3,13.0,-1.261321451220736,0.05498237566567993,0.9203187250996017,0.020314818779254142,8.366533864541834,0.0,0.0
existing_trend_pullback,Existing Strategy: Trend + Pullback,existing_production,EURUSD=X,3,12.0,0.28271578392721125,0.030595633236919953,0.3625498007968127,0.009758923278020621,64.14342629482071,0.0,0.0
existing_trend_pullback,Existing Strategy: Trend + Pullback,existing_production,NQ=F,3,24.0,-0.2725525327833003,0.043236394708132064,0.5750332005312085,0.014668474126410735,42.89508632138114,0.0,0.0
existing_trend_pullback,Existing Strategy: Trend + Pullback,existing_production,QQQ,3,24.0,-0.07897775820041898,0.0745932255760668,0.5126162018592297,0.028046098382394233,49.136786188579016,0.0,0.0
existing_trend_pullback,Existing Strategy: Trend + Pullback,existing_production,SPY,3,28.0,0.10886976575768327,0.051695336740322805,0.4395750332005312,0.03880913465126816,56.440903054448874,0.0,0.0
