agent,actual_cumulative_return,median_simulated_return,mean_simulated_return,std_simulated_return,actual_percentile,RCSI,RCSI_z
mean_reversion,8.309101349764447,1.838235969988908,3.0338085315368315,3.96149299069302,91.78,6.470865379775539,1.3316425980359392
random,6.496178674312647,9.511593365626087,17.964454722360752,31.375530111291347,37.82,-3.01541469131344,-0.36551656680761324
breakout,8.919940906248193,26.159120177420466,45.32959240798093,62.92978490498723,16.34,-17.239179271172272,-0.5785758136104363
trend,7.002000212327104,27.525132275601365,47.06993699670378,66.06501075294759,9.36,-20.52313206327426,-0.6064925491984271
momentum,23.82901401061564,46.526950855520546,69.98216266714783,77.94284416221699,22.28,-22.697936844904905,-0.5921409354844286
