Date,Close,equity,wealth_index,daily_return,cumulative_return,rolling_peak,drawdown
2016-08-17,,100000.0,1.0,0.0,0.0,1.0,0.0
2016-08-18,,100000.0,1.0,0.0,0.0,1.0,0.0
2016-08-19,,100000.0,1.0,0.0,0.0,1.0,0.0
2016-08-22,,100000.0,1.0,0.0,0.0,1.0,0.0
2016-08-23,,100000.0,1.0,0.0,0.0,1.0,0.0
2016-08-24,,100000.0,1.0,0.0,0.0,1.0,0.0
2016-08-25,,100000.0,1.0,0.0,0.0,1.0,0.0
2016-08-26,,100000.0,1.0,0.0,0.0,1.0,0.0
2016-08-29,,100000.0,1.0,0.0,0.0,1.0,0.0
2016-08-30,,100000.0,1.0,0.0,0.0,1.0,0.0
2016-08-31,,100000.0,1.0,0.0,0.0,1.0,0.0
2016-09-01,29.185298919677734,100038.83298327115,1.0003883298327114,0.0003883298327114204,0.0003883298327114204,1.0003883298327114,0.0
2016-09-02,29.233915328979492,100205.44141794827,1.0020544141794827,0.001665437607663689,0.002054414179482711,1.0020544141794827,0.0
2016-09-06,29.63092803955078,101566.00397707608,1.0156600397707607,0.013577731307554686,0.015660039770760692,1.0156600397707607,0.0
2016-09-07,29.541807174682617,101260.58677317288,1.012605867731729,-0.0030070810305004025,0.012605867731728893,1.0156600397707607,-0.0030070810305002915
2016-09-08,29.525604248046875,101205.05934359219,1.0120505934359219,-0.000548361720489221,0.012050593435921853,1.0156600397707607,-0.0035537937828621358
2016-09-09,28.715351104736328,98428.32182146695,0.9842832182146695,-0.027436746148215674,-0.015716781785330536,1.0156600397707607,-0.030893035393194324
2016-09-12,,97683.83262922126,0.9768383262922126,-0.007563770045740159,-0.023161673707787434,1.0156600397707607,-0.038223137623205505
2016-09-13,,97683.83262922126,0.9768383262922126,0.0,-0.023161673707787434,1.0156600397707607,-0.038223137623205505
2016-09-14,,97683.83262922126,0.9768383262922126,0.0,-0.023161673707787434,1.0156600397707607,-0.038223137623205505
2016-09-15,,97683.83262922126,0.9768383262922126,0.0,-0.023161673707787434,1.0156600397707607,-0.038223137623205505
2016-09-16,,97683.83262922126,0.9768383262922126,0.0,-0.023161673707787434,1.0156600397707607,-0.038223137623205505
2016-09-19,,97683.83262922126,0.9768383262922126,0.0,-0.023161673707787434,1.0156600397707607,-0.038223137623205505
2016-09-20,,97683.83262922126,0.9768383262922126,0.0,-0.023161673707787434,1.0156600397707607,-0.038223137623205505
2016-09-21,,97683.83262922126,0.9768383262922126,0.0,-0.023161673707787434,1.0156600397707607,-0.038223137623205505
2016-09-22,,97683.83262922126,0.9768383262922126,0.0,-0.023161673707787434,1.0156600397707607,-0.038223137623205505
2016-09-23,,97683.83262922126,0.9768383262922126,0.0,-0.023161673707787434,1.0156600397707607,-0.038223137623205505
2016-09-26,,97683.83262922126,0.9768383262922126,0.0,-0.023161673707787434,1.0156600397707607,-0.038223137623205505
2016-09-27,,97683.83262922126,0.9768383262922126,0.0,-0.023161673707787434,1.0156600397707607,-0.038223137623205505
2016-09-28,,97683.83262922126,0.9768383262922126,0.0,-0.023161673707787434,1.0156600397707607,-0.038223137623205505
2016-09-29,,97683.83262922126,0.9768383262922126,0.0,-0.023161673707787434,1.0156600397707607,-0.038223137623205505
2016-09-30,,97683.83262922126,0.9768383262922126,0.0,-0.023161673707787434,1.0156600397707607,-0.038223137623205505
2016-10-03,25.77762794494629,97481.11440166921,0.9748111440166921,-0.0020752485042382363,-0.02518885598330789,1.0156600397707607,-0.04021906361826377
2016-10-04,25.887596130371097,97896.90411076041,0.9789690411076042,0.004265336025786048,-0.021030958892395812,1.0156600397707607,-0.03612527541345212
2016-10-05,25.8990478515625,97940.2030685851,0.9794020306858511,0.0004422913902946135,-0.020597969314148923,1.0156600397707607,-0.03569896192144495
2016-10-06,26.091489791870117,98667.8260448882,0.9866782604488821,0.007429257378541054,-0.013321739551117928,1.0156600397707607,-0.02853492131916502
2016-10-07,26.13042640686035,98815.04538616628,0.9881504538616628,0.0014920703858529727,-0.01184954613833722,1.0156600397707607,-0.027085427044375
2016-10-10,26.586326599121097,100538.80401310416,1.0053880401310415,0.017444293226820617,0.005388040131041549,1.0156600397707607,-0.010113619949089991
2016-10-11,26.64360809326172,100755.38534244985,1.0075538534244985,0.002154206343228937,0.007553853424498547,1.0156600397707607,-0.007981200430108193
2016-10-12,26.88185691833496,101656.20415005178,1.0165620415005179,0.00894065170353131,0.016562041500517877,1.0165620415005179,0.0
2016-10-13,26.79938316345215,101344.37088283987,1.0134437088283987,-0.0030675281436991497,0.013443708828398737,1.0165620415005179,-0.0030675281436991497
2016-10-14,26.948299407958984,101907.42320332021,1.0190742320332022,0.005555832214216183,0.019074232033202243,1.0190742320332022,0.0
2016-10-17,26.929969787597656,101838.11890873403,1.0183811890873402,-0.0006800711116785596,0.01838118908734021,1.0190742320332022,-0.0006800711116787816
2016-10-18,26.911643981933594,101768.82903751821,1.017688290375182,-0.0006803922927711703,0.017688290375182047,1.0190742320332022,-0.0013600006893070837
2016-10-19,26.831457138061523,101465.64258083791,1.0146564258083792,-0.0029791681750462873,0.014656425808379225,1.0190742320332022,-0.004335117193581484
2016-10-20,,101187.85474471367,1.0118785474471366,-0.0027377526920300266,0.011878547447136567,1.0190742320332022,-0.007061001406844736
2016-10-21,,101187.85474471367,1.0118785474471366,0.0,0.011878547447136567,1.0190742320332022,-0.007061001406844736
2016-10-24,,101187.85474471367,1.0118785474471366,0.0,0.011878547447136567,1.0190742320332022,-0.007061001406844736
2016-10-25,,101187.85474471367,1.0118785474471366,0.0,0.011878547447136567,1.0190742320332022,-0.007061001406844736
2016-10-26,,101187.85474471367,1.0118785474471366,0.0,0.011878547447136567,1.0190742320332022,-0.007061001406844736
2016-10-27,,101187.85474471367,1.0118785474471366,0.0,0.011878547447136567,1.0190742320332022,-0.007061001406844736
2016-10-28,,101187.85474471367,1.0118785474471366,0.0,0.011878547447136567,1.0190742320332022,-0.007061001406844736
2016-10-31,,101187.85474471367,1.0118785474471366,0.0,0.011878547447136567,1.0190742320332022,-0.007061001406844736
2016-11-01,25.541656494140625,99382.28563238526,0.9938228563238526,-0.017843733488407953,-0.006177143676147412,1.0190742320332022,-0.024778740267987653
2016-11-02,25.564573287963867,99471.43196035767,0.9947143196035767,0.0008970042035676418,-0.005285680396423298,1.0190742320332022,-0.0239039626985994
2016-11-03,25.290544509887695,98405.46001364136,0.9840546001364137,-0.01071636273559562,-0.01594539986358634,1.0190742320332022,-0.03436416189909863
2016-11-04,25.062585830688477,97518.7007515564,0.9751870075155641,-0.0090112811012929,-0.024812992484435914,1.0190742320332022,-0.04306577787770838
2016-11-07,,98585.87156524336,0.9858587156524335,0.010943242736649372,-0.014141284347566452,1.0190742320332022,-0.032593814402017474
2016-11-08,,98585.87156524336,0.9858587156524335,0.0,-0.014141284347566452,1.0190742320332022,-0.032593814402017474
2016-11-09,,98585.87156524336,0.9858587156524335,0.0,-0.014141284347566452,1.0190742320332022,-0.032593814402017474
2016-11-10,,98585.87156524336,0.9858587156524335,0.0,-0.014141284347566452,1.0190742320332022,-0.032593814402017474
2016-11-11,,98585.87156524336,0.9858587156524335,0.0,-0.014141284347566452,1.0190742320332022,-0.032593814402017474
2016-11-14,,98585.87156524336,0.9858587156524335,0.0,-0.014141284347566452,1.0190742320332022,-0.032593814402017474
2016-11-15,,98585.87156524336,0.9858587156524335,0.0,-0.014141284347566452,1.0190742320332022,-0.032593814402017474
2016-11-16,,98585.87156524336,0.9858587156524335,0.0,-0.014141284347566452,1.0190742320332022,-0.032593814402017474
2016-11-17,,98585.87156524336,0.9858587156524335,0.0,-0.014141284347566452,1.0190742320332022,-0.032593814402017474
2016-11-18,,98585.87156524336,0.9858587156524335,0.0,-0.014141284347566452,1.0190742320332022,-0.032593814402017474
2016-11-21,,98585.87156524336,0.9858587156524335,0.0,-0.014141284347566452,1.0190742320332022,-0.032593814402017474
2016-11-22,,98585.87156524336,0.9858587156524335,0.0,-0.014141284347566452,1.0190742320332022,-0.032593814402017474
2016-11-23,,98585.87156524336,0.9858587156524335,0.0,-0.014141284347566452,1.0190742320332022,-0.032593814402017474
2016-11-25,,98585.87156524336,0.9858587156524335,0.0,-0.014141284347566452,1.0190742320332022,-0.032593814402017474
2016-11-28,,98585.87156524336,0.9858587156524335,0.0,-0.014141284347566452,1.0190742320332022,-0.032593814402017474
2016-11-29,,98585.87156524336,0.9858587156524335,0.0,-0.014141284347566452,1.0190742320332022,-0.032593814402017474
2016-11-30,,98585.87156524336,0.9858587156524335,0.0,-0.014141284347566452,1.0190742320332022,-0.032593814402017474
