signal_date,signal_close,entry_date,exit_date,entry_reference_open,exit_reference_open,entry_price,exit_price,shares,entry_commission,exit_commission,entry_slippage_bps,exit_slippage_bps,capital_before,capital_after,capital_deployed,capital_deployed_fraction,position_value,position_value_fraction,liquidity_cap_shares,gross_pnl,net_pnl,gross_return,net_position_return,return,holding_bars,regime_at_entry
1994-07-22,25.893413543701172,1994-07-25,1994-08-04,25.902326495255263,26.366299103717417,25.907303038735744,26.359465778618087,3859,19.295,19.295,1.4212727788725275,2.0923609972668897,100000.0,101706.30601320596,99995.57742648124,0.9999557742648123,99976.28242648124,0.9997628242648123,25405,1744.896013205963,1706.306013205963,0.017453099583784718,0.017067108035955583,0.01706306013205963,8,stressed
1994-08-08,26.205698013305664,1994-08-09,1994-08-18,26.107539694946205,26.52690887451172,26.11117852933048,26.521983564030258,3894,19.47,19.47,0.8937867860369506,1.357067164516345,101706.30601320596,103267.04081832689,101696.3991932129,0.9999025938471133,101676.9291932129,0.9997111602894195,15634,1599.6748051209322,1560.7348051209322,0.015732918153744883,0.015349940419179317,0.015345506746831213,7,calm
1994-09-19,27.038349151611328,1994-09-20,1994-10-26,26.894704993646563,26.6523494720459,26.90284063591811,26.645473566811116,3837,19.185,19.185,2.524997773156229,2.0805153049881175,103267.04081832689,102241.15337416335,103245.38452001779,0.9997902883810993,103226.19952001779,0.9996045079050833,14295,-987.517444163537,-1025.8874441635369,-0.009566538812387799,-0.00993824677197958,-0.00993431627394393,26,stressed
1994-11-25,26.12270736694336,1994-11-28,1994-12-13,26.11372843287883,26.032920756210707,26.120519761610687,26.028794906631326,3913,19.565,19.565,2.1006737219898035,1.085109719517674,102241.15337416335,101843.1040166291,102229.15882718262,0.999882683766909,102209.59382718262,0.9996913224671358,11578,-358.9193575342405,-398.04935753424047,-0.0035116014465443064,-0.0038944422204364474,-0.003893240093619961,11,stressed
1995-01-17,27.235824584960938,1995-01-18,1995-01-20,27.21772573792661,27.01868433342479,27.22604358363216,27.012602838917473,3739,18.695,18.695,2.5560399445711504,1.7513545042592753,101843.1040166291,101007.6590721409,101816.87195920065,0.9997424267682948,101798.17695920065,0.9995588600930592,19199,-798.0549444882067,-835.4449444882068,-0.007839579924973084,-0.00820687530409353,-0.008203254923885607,2,neutral
1995-08-14,32.88815689086914,1995-08-15,1995-09-14,32.878997954811794,34.224168269819984,32.88973619922944,34.21892729795322,3070,15.35,15.35,2.765988955138247,1.031600281074425,101007.6590721409,105057.57574522292,100986.84013163438,0.9997938875061776,100971.49013163437,0.9996419188323066,15776,4080.6166730820128,4049.916673082013,0.040413553051086,0.04010950683011832,0.04009514437107698,21,neutral
1995-09-22,34.33326721191406,1995-09-25,1995-11-01,34.37005403101988,34.31486268679808,34.381217926091175,34.30432387913441,3055,15.275,15.275,2.7481459183088677,2.572151400156581,105057.57574522292,104792.11443177,105049.89576420853,0.9999268974087788,105034.62076420854,0.9997815009450622,19170,-234.91131345292231,-265.4613134529223,-0.002236513177690935,-0.0025273696569900936,-0.002526817429108563,27,calm
1995-11-27,35.52920913696289,1995-11-28,1996-01-05,35.50161985846443,36.322784493502965,35.50581578272334,36.31447221605593,2950,14.75,14.75,0.6818965657460891,1.78897101893221,104792.11443177,107148.15091010115,104756.90655903384,0.9996640217355374,104742.15655903384,0.9995232668697731,21310,2385.536478331152,2356.036478331152,0.02277532329579864,0.022493679295244064,0.022482955813103323,26,neutral
1996-02-09,38.99790573120117,1996-02-12,1996-03-13,39.07198218086162,38.007447996248665,39.08192566463478,38.001243109026646,2741,13.705,13.705,2.044914083737439,1.1328116436131839,107148.15091010115,104158.59002517925,107137.26324676393,0.9998983868294065,107123.55824676393,0.999770479815766,25504,-2962.150884921898,-2989.560884921898,-0.027651722304616228,-0.027907595059858917,-0.027901189703499252,21,neutral
1996-03-28,38.67833709716797,1996-03-29,1996-06-17,38.78992692882888,39.849875109965936,38.79915850535279,39.84544939664779,2684,13.42,13.42,1.879890155720616,0.6107198902672892,104158.59002517925,106939.994777415,104150.3614283669,0.9999209993452258,104136.9414283669,0.9997921573553644,46412,2808.2447522357643,2781.404752235764,0.02696684494202745,0.026709107393450962,0.02670355610193445,54,stressed
1996-07-02,40.34142303466797,1996-07-03,1996-07-16,40.32272231874982,37.593419998320776,40.32815483436985,37.583605312240145,2651,13.255,13.255,0.8472591401660352,2.1114275091744745,106939.994777415,99637.68399424916,106923.19346591448,0.9998428902906205,106909.93846591447,0.9997189422763383,41505,-7275.800783165841,-7302.310783165841,-0.0680554201748563,-0.06830338589610167,-0.06828418870194333,8,neutral
1996-07-18,38.54681015014648,1996-07-19,1996-08-08,38.45333064889466,39.817985398300614,38.459012216365565,39.804139830084345,2590,12.950000000000001,12.950000000000001,0.9775228504344226,2.97842417280416,99637.68399424916,103095.66451378081,99621.79164038681,0.9998404985621377,99608.84164038682,0.9997105276567447,55588,3483.8805195316413,3457.9805195316417,0.03497561523814657,0.03471559815960744,0.034705548954060673,14,stressed
1996-08-21,39.83668899536133,1996-08-22,1996-09-13,39.93013253737361,40.864849340948275,39.93963784450905,40.86040806801843,2580,12.9,12.9,1.8804847445845136,0.5869379773318252,103095.66451378081,105445.451690435,103057.16563883335,0.999626571348766,103044.26563883336,0.9995014448455242,43084,2375.587176654198,2349.787176654198,0.023054045384539402,0.022803667550896252,0.022792298664897803,15,stressed
1996-11-15,44.51373672485352,1996-11-18,1996-12-02,44.59827360228462,45.650559033655846,44.60572324009405,45.64089508268256,2363,11.815,11.815,1.170387036919677,1.6173885735107645,105445.451690435,107867.93275447165,105415.13901634225,0.9997125274385306,105403.32401634225,0.9996004789830439,46881,2446.1110640366514,2422.4810640366513,0.02320715297040722,0.02298296649222427,0.022973784314078628,9,neutral
1997-01-27,46.24308013916016,1997-01-28,1997-04-07,46.90399843396115,46.21169018760101,46.91574529997147,46.20152934358352,2298,11.49,11.49,2.0044487469129963,1.699244086038159,107867.93275447165,106203.68448669215,107823.87269933445,0.9995915370396734,107812.38269933444,0.9994850178943945,87157,-1641.2682677794999,-1664.2482677794999,-0.01522337440919606,-0.015436522467189418,-0.01542857293434604,47,stressed
1997-05-20,51.23472213745117,1997-05-21,1997-06-09,51.3673796492857,52.428842573392465,51.38275368375735,52.410830794674595,2066,10.33,10.33,2.4929567318037225,2.9366520134793297,106203.68448669215,108307.03179784717,106167.09911064268,0.9996555168850658,106156.76911064268,0.9995582509563936,109049,2124.0073111550278,2103.347311155028,0.020008213597206084,0.01981359576762174,0.01980484313064099,12,stressed
1997-10-13,59.262176513671875,1997-10-14,1997-10-27,59.56777111033803,56.84626386020346,59.588139783603076,56.8335555365333,1817,9.085,9.085,2.919411686113855,1.7360599385669058,108307.03179784717,103283.78222092138,108280.7349868068,0.999757201258276,108271.64998680679,0.9996733193546803,174192,-5005.079576925789,-5023.249576925789,-0.04622705553610453,-0.04639487416639431,-0.04637971785896211,9,stressed
1997-12-01,59.94975280761719,1997-12-02,1997-12-19,59.70147370558518,58.002443121794705,59.71781670284042,57.9950636571922,1729,8.645,8.645,2.2374529037325166,0.7724297788736046,103283.78222092138,100287.8522049956,103260.7500792111,0.99977700137219,103252.10507921109,0.999693299944782,245020,-2978.640015925782,-2995.930015925782,-0.028848225550856157,-0.029015679763888767,-0.029006780653302994,13,stressed
1998-01-15,58.26129913330078,1998-01-16,1998-02-25,59.056976783747494,63.6588249719731,59.06387252652713,63.64664714600747,1697,8.485,8.485,0.6676423608485413,1.413349172610265,100287.8522049956,108047.85073425373,100239.87667751654,0.9995216217475573,100231.39167751654,0.9994370152891136,225576,7776.968529258136,7759.998529258137,0.077590148147196,0.07742083991236076,0.07737725316318611,26,stressed
1998-05-04,69.1106185913086,1998-05-05,1998-05-19,68.91832446063323,68.30297961196236,68.93697478118821,68.28238510834562,1567,7.835,7.835,2.2061482850804435,2.516078536808561,108047.85073425373,107006.4387169094,108032.07448212194,0.9998539882836671,108024.23948212193,0.9997814741156686,291344,-1025.7420173443388,-1041.412017344339,-0.009495480109481352,-0.009640540144850482,-0.009638433437289897,10,stressed
1998-06-29,70.43011474609375,1998-06-30,1998-07-27,70.31435220069274,70.14074749359139,70.33191578389321,70.13241349846363,1521,7.605,7.605,1.9978660331439353,0.6883228755468527,107006.4387169094,106687.78574077101,106982.44890730157,0.9997758096625261,106974.84390730158,0.9997047391728323,329041,-303.4429761383821,-318.65297613838214,-0.002836582555814046,-0.00297876551626015,-0.0029778860034898806,18,stressed
1998-08-12,67.09282684326172,1998-08-13,1998-08-24,67.17000798324213,67.44005584716797,67.18823637369348,67.42646373550083,1587,7.9350000000000005,7.9350000000000005,2.213769284634635,1.5158422841890569,106687.78574077101,107049.98256395927,106635.66612505156,0.999511475326275,106627.73112505156,0.9994370994270575,510553,378.0668231882596,362.1968231882596,0.0035456707106040542,0.00339683513253677,0.003394923052094474,7,stressed
1998-08-24,67.44005584716797,1998-08-25,1998-09-16,68.13452100536051,64.66222608657111,68.14599925313222,64.64324253506723,1570,7.8500000000000005,7.8500000000000005,1.1846449644518642,2.4366644925913734,107049.98256395927,101534.95451659724,106997.06882741759,0.9995057099938334,106989.21882741759,0.9994323797623659,534963,-5499.328047362029,-5515.02804736203,-0.051400768298279643,-0.05154751205594111,-0.05151825264489847,15,stressed
1999-01-04,76.46868133544922,1999-01-05,1999-01-15,76.41040446781022,76.06079382968308,76.42134708213099,76.04292114796854,1328,6.640000000000001,6.640000000000001,0.932084334191726,1.8503412868329592,101534.95451659724,101019.1248760295,101494.18892506996,0.9995985068223908,101487.54892506996,0.9995331106242873,342214,-502.5496405677343,-515.8296405677343,-0.0049518354309529685,-0.005082688921264423,-0.005080315867807032,8,stressed
1999-01-25,76.95427703857422,1999-01-26,1999-03-04,77.14848342766902,77.10964585208679,77.16460413338527,77.09567847174038,1309,6.545,6.545,1.5895687121788504,1.3116943288233633,101019.1248760295,100915.81118493635,101015.01181060131,0.9999592842896508,101008.46681060131,0.9998944945777222,347004,-90.22369109315186,-103.31369109315186,-0.0008932289929945007,-0.0010228220896261401,-0.0010227141763496591,26,stressed
1999-03-08,79.7900161743164,1999-03-09,1999-03-17,79.63461794464574,81.22733291314572,79.6492959653974,81.2030470824023,1266,6.33,6.33,1.3431708634381874,2.4907536251409734,100915.81118493635,102870.20009906456,100842.33869219311,0.9992719427027288,100836.0086921931,0.9992092171503532,423343,1967.0489141282126,1954.3889141282127,0.019507405535384947,0.019381855147540414,0.0193665283088954,6,stressed
1999-03-30,81.28807830810547,1999-03-31,1999-04-01,81.71639036830467,80.8013227545256,81.73552684560156,80.78645355448076,1258,6.29,6.29,1.8418162758575636,1.3405561069493483,102870.20009906456,101663.68589883459,102829.58277176676,0.9996051594411337,102823.29277176676,0.999544014425435,308797,-1193.9342002299627,-1206.5142002299626,-0.011611514940297588,-0.011733860759623986,-0.011728510288383641,1,stressed
1999-04-13,84.3838119506836,1999-04-14,1999-10-15,84.77323747056103,78.96256070523648,84.78423009615484,78.94802977725185,1199,5.995,5.995,0.7967094240840205,1.3405687926137673,101663.68589883459,94654.0917164699,101662.28688528965,0.9999862388075685,101656.29188528965,0.9999272698655418,309613,-6997.604182364693,-7009.594182364693,-0.06883591809802471,-0.06895386456034039,-0.0689488495364995,129,stressed
1999-12-28,91.83868408203124,1999-12-29,2000-01-06,91.9172410181402,87.71598586759204,91.94268623156871,87.6974022370909,1029,5.1450000000000005,5.1450000000000005,2.2682742809350276,1.6190628259314106,94654.0917164699,90275.40448615223,94614.16913228421,0.9995782265355704,94609.0241322842,0.9995238707237222,298490,-4368.397230317673,-4378.687230317674,-0.04617315600052796,-0.046281919409667596,-0.04625988323287432,6,neutral
2000-01-24,88.16754150390625,2000-01-25,2000-02-08,88.27548136221895,90.44482175877415,88.2939889210619,90.41975235163362,1022,5.11,5.11,1.5965684420328514,2.272558704102365,90275.40448615223,92437.71471219652,90241.56667732526,0.9996251713407481,90236.45667732526,0.9995685667757607,311632,2172.5302260443013,2162.310226044301,0.02407597002410022,0.023962712030864232,0.02395237372075124,10,stressed
2000-02-16,87.32331085205078,2000-02-17,2000-03-20,88.22642220190015,92.50511570637325,88.24763265997915,92.49169680724358,1047,5.235,5.235,1.9040936433387166,0.950822029748148,92437.71471219652,96870.7798743824,92400.50639499817,0.9995974768814417,92395.27139499817,0.9995408441529466,401213,4443.535162185867,4433.065162185868,0.04809266854349452,0.047979351056117496,0.047957321056542254,21,stressed
