agent,skill_luck_verdict,evidence_label,confidence_label,final_classification,stability_classification,verdict_reason,cumulative_return,annualized_sharpe,trade_level_return_ratio,max_drawdown,RCSI,RCSI_z,p_value,p_value_prominence,actual_percentile,number_of_trades,number_of_periods,transaction_cost,fdr_q_value,fdr_significant_0_05,fdr_significant_0_10
trend,Luck,Likely Random,Low,likely random,moderately variable,Likely Random (Low confidence): results are consistent with randomness; stability=moderately variable; mean p=0.700; mean percentile=30.0; mean RCSI_z=-0.181.,-0.8145204330763127,0.2193799337754561,0.0600658535086109,-0.9873218469278122,-0.462936086235626,-0.1658586561810935,0.703,0.153044674980176,29.7,248.0,7255,0.00047,1.0,False,False
mean_reversion,Luck,Likely Random,Moderate,likely random,stable,Likely Random (Moderate confidence): results are consistent with randomness; stability=stable; mean p=0.830; mean percentile=17.0; mean RCSI_z=-0.260.,-0.8620587904963658,0.0279580222435926,-0.0152550393205194,-0.9565499070799878,-0.6302650198616835,-0.1364930428116433,0.83,0.0809219076239261,17.0,118.0,7255,0.00047,1.0,False,False
random,Inconclusive,Null-Like / Inconclusive,Low,null-like / inconclusive,moderately variable,Null-Like / Inconclusive (Low confidence): evidence is mixed; stability=moderately variable; mean p=0.383; mean percentile=61.7; mean RCSI_z=-0.153.,0.377666846231155,0.3276888853343278,0.1023223464976893,-0.8987452468672033,0.6437598633116689,-0.1091609846663968,0.3852,0.4143137215475031,61.48,168.0,7255,0.00047,1.0,False,False
momentum,Inconclusive,Null-Like / Inconclusive,Low,null-like / inconclusive,unstable,Null-Like / Inconclusive (Low confidence): evidence is mixed; stability=unstable; mean p=0.470; mean percentile=53.0; mean RCSI_z=-0.159.,-0.2811924551610308,0.3059315093646828,0.0881520666547998,-0.9867090311216328,0.0895119238777715,-0.1793322651669033,0.4762,0.3222106089311389,52.38,128.0,7255,0.00047,1.0,False,False
breakout,Luck,Likely Random,Low,likely random,moderately variable,Likely Random (Low confidence): results are consistent with randomness; stability=moderately variable; mean p=0.709; mean percentile=29.1; mean RCSI_z=-0.189.,-0.8108206647352422,0.2310783659492302,0.116327561728966,-0.979547978663442,-0.4489950786617239,-0.2193843066903819,0.6996,0.1551501991933611,30.04,76.0,7255,0.00047,1.0,False,False
buy_and_hold,Benchmark,Benchmark Reference,Not Applicable,benchmark,not_applicable,Passive benchmark included for strategy context; not evaluated against the Monte Carlo skill-vs-luck null.,-0.9471875011920928,0.3791214473369932,,-0.988247428885876,,,,,,,7507,0.0,,,
