Date,Open,High,Low,Close,Volume,data_interval,timeframe_label,data_source,source_period_requested,downloaded_at_utc,bar_return,daily_return,ema_20,sma_20,sma_50,sma_100,sma_200,ma_20,ma_50,ma_100,ma_200,std_20,price_std_20,avg_volume_20,volume_ratio_20,rsi_14,true_range,atr_14,atr_percent,adx_14,plus_di_14,minus_di_14,bollinger_mid,bollinger_std,bollinger_upper,bollinger_lower,bollinger_width,macd_line,macd_signal,macd_hist,rolling_high_20_prev,rolling_low_10_prev,rolling_low_5_prev,trailing_return_12,trailing_return_60,trailing_return_5,trailing_return_20,atr_percent_median_60,atr_percent_ratio_60,bollinger_width_median_60,bollinger_width_ratio_60,distance_from_ma_20,distance_from_ma_50,ma_50_over_ma_200,zscore_20,bars_per_year
2025-03-06 19:30:00,9.239999771118164,9.399999618530272,8.920000076293945,9.274999618530272,3768983,1h,1H,yfinance,730d,2026-04-02T03:04:46Z,0.0036249221524564668,0.0036249221524564668,12.224579632916948,12.78457989692688,13.784167957305907,14.846423988342286,17.01160098075867,12.224579632916948,13.784167957305907,14.846423988342286,17.01160098075867,0.05383298579498413,1.8456684912667227,2224987.8,1.693934231909047,16.751598500281347,0.47999954223632635,0.6476570094301716,0.06982825186711977,30.270299777940398,11.535338841245318,53.211178740593645,12.78457989692688,1.8456684912667227,16.475916879460325,9.093242914393436,0.5774670755385176,-1.2156965184197546,-0.7299666514247835,-0.4857298669949711,14.460000038146973,9.239999771118164,9.239999771118164,-0.33915213969592783,-0.4107369915246588,-0.15528233103721922,-0.3346485008807122,0.032682966627760754,2.1365334629019874,0.14142360476403945,4.083243928776969,-0.2412827355179057,-0.32712662474383725,-0.1897195347517978,-1.9015225621519425,1750.157717150294
2025-03-06 20:30:00,9.274999618530272,9.40999984741211,8.720000267028809,9.100000381469728,4210364,1h,1H,yfinance,730d,2026-04-02T03:04:46Z,-0.018867843046690536,-0.018867843046690536,11.92700065658864,12.560579919815064,13.674567966461181,14.785355987548828,16.932100982666014,11.92700065658864,13.674567966461181,14.785355987548828,16.932100982666014,0.053807024046323176,2.000871772314492,2391068.85,1.7608710849125067,16.19619403628228,0.6899995803833008,0.6506814787839665,0.07150345620962226,32.7959004599822,10.661597867955786,51.37621135626254,12.560579919815064,2.000871772314492,16.56232346444405,8.558836375186079,0.6371908893021724,-1.309007395127404,-0.8457748001653076,-0.46323259496209634,14.460000038146973,8.920000076293945,8.920000076293945,-0.33576638626553024,-0.4185229072142268,-0.13907278673568002,-0.3298968753612269,0.032682966627760754,2.187789652757151,0.14209799020497738,4.484165387441581,-0.23702524687606508,-0.33453105035648867,-0.19238799836710663,-1.729535888420445,1750.157717150294
2025-03-07 14:30:00,9.229999542236328,9.850000381469728,8.619999885559082,9.630000114440918,4880190,1h,1H,yfinance,730d,2026-04-02T03:04:46Z,0.05824172645645431,0.05824172645645431,11.70823870019362,12.35807991027832,13.584767971038819,14.728305988311767,16.85645098209381,11.70823870019362,13.584767971038819,14.728305988311767,16.85645098209381,0.0561069547666679,2.080682915585129,2610028.05,1.8697845028906874,24.374197424210152,1.2300004959106463,0.6920614085787294,0.07186515060793516,34.22588266834453,13.849411876336386,44.854002626673605,12.35807991027832,2.080682915585129,16.51944574144858,8.196714079108062,0.6734647876340749,-1.3249175631926473,-0.9416033527707756,-0.38331421042187175,14.460000038146973,8.720000267028809,8.720000267028809,-0.2957952482541484,-0.37710219335839246,-0.05217467049046254,-0.29605263891716127,0.032682966627760754,2.1988564081846,0.1427349395344375,4.718289648145952,-0.1775022391470661,-0.29111780672507737,-0.1940908566417937,-1.3111463430602603,1750.157717150294
2025-03-07 15:30:00,9.619999885559082,9.920000076293944,9.300000190734863,9.324999809265137,1559674,1h,1H,yfinance,730d,2026-04-02T03:04:46Z,-0.03167189008839266,-0.03167189008839266,11.481263567724241,12.11382989883423,13.477267971038819,14.668855981826782,16.77935097694397,11.481263567724241,13.477267971038819,14.668855981826782,16.77935097694397,0.05477929298850771,2.134966431603843,2655499.55,0.5873373241580855,22.98417511108309,0.6199998855590803,0.6869141569344688,0.0736637180680652,35.410943644063494,13.684423044975766,41.96224219607199,12.11382989883423,2.134966431603843,16.383762762041915,7.843897035626544,0.7049682716146776,-1.3466145276088692,-1.0226055877383944,-0.32400893987047485,14.460000038146973,8.619999885559082,8.619999885559082,-0.33106168651629675,-0.39644013434401004,-0.06328479349765603,-0.3437720067394775,0.032682966627760754,2.253887136594742,0.14463466919895668,4.8741306321580256,-0.18780718217468018,-0.3080942050493063,-0.1967944415992281,-1.3062641399350012,1750.157717150294
2025-03-07 16:30:00,9.329999923706056,9.390000343322754,9.0,9.380000114440918,1788334,1h,1H,yfinance,730d,2026-04-02T03:04:46Z,0.005898156171663782,0.005898156171663782,11.281143238840116,11.87482991218567,13.365767974853515,14.603705978393554,16.705925974845886,11.281143238840116,13.365767974853515,14.603705978393554,16.705925974845886,0.054951672781582896,2.1599331846230494,2717064.3,0.6581861165376175,23.8277770819748,0.3900003433227539,0.6657060273907749,0.07097079096682435,36.71137471066392,13.111784000742599,43.4252142297817,11.87482991218567,2.1599331846230494,16.194696281431767,7.5549635429395705,0.7275668622104899,-1.3438800505692772,-1.086860480304571,-0.25701957026470623,14.460000038146973,8.619999885559082,8.619999885559082,-0.3356940375024998,-0.3889250891638868,0.014986767852563476,-0.33757060624861424,0.04669628703991589,1.519837988535548,0.17736672557789,4.102048227140448,-0.16852397706056133,-0.29820717132838603,-0.19993851313729316,-1.1550495244509833,1750.157717150294
2025-03-07 17:30:00,9.380000114440918,9.800000190734863,9.329999923706056,9.760000228881836,1847975,1h,1H,yfinance,730d,2026-04-02T03:04:46Z,0.04051173878515102,0.04051173878515102,11.136272475986946,11.656829929351806,13.270067977905274,14.54105598449707,16.634900975227357,11.136272475986946,13.270067977905274,14.54105598449707,16.634900975227357,0.056369544357238455,2.1422822382969455,2790339.75,0.6622759827006729,29.568026746208943,0.4700002670288068,0.6517270445077772,0.06677531037132393,37.07054139087156,16.929929633205866,41.188315641224,11.656829929351806,2.1422822382969455,15.941394405945697,7.372265452757915,0.7351165801613682,-1.2961093822145457,-1.128710260686566,-0.16739912152797976,14.460000038146973,8.619999885559082,8.619999885559082,-0.3112208767584925,-0.3583168833396734,0.05229117307806619,-0.30878184787638274,0.06143726973416475,1.0868860328633834,0.2500169603821874,2.9402668484475423,-0.12358464199513386,-0.2645101558535885,-0.20227550511620007,-0.885424743089826,1750.157717150294
2025-03-07 18:30:00,9.755000114440918,9.8100004196167,9.515000343322754,9.515000343322754,1370392,1h,1H,yfinance,730d,2026-04-02T03:04:46Z,-0.025102446702211845,-0.025102446702211845,10.981865606209404,11.427579927444459,13.174367980957031,14.474805994033813,16.57202597618103,10.981865606209404,13.174367980957031,14.474805994033813,16.57202597618103,0.056289071323518944,2.113701783843315,2820707.7,0.4858326865984731,28.097835427183185,0.2950000762939453,0.6262465467782178,0.06581676554722277,37.38353362100982,16.474345981024204,39.80244472515271,11.427579927444459,2.113701783843315,15.654983495131088,7.200176359757829,0.7398598118809221,-1.263455893522936,-1.15565938725384,-0.10779650626909598,14.460000038146973,8.619999885559082,8.619999885559082,-0.3313421890787064,-0.3327489347404554,0.045604389500695675,-0.3251772988724595,0.06316868183740657,1.0419208321717437,0.33043583800877513,2.239042279249608,-0.13357159115635597,-0.27776418898604716,-0.2050236947556957,-0.9048483559701064,1750.157717150294
2025-03-07 19:30:00,9.515000343322754,9.520000457763672,9.210000038146973,9.229999542236328,1762503,1h,1H,yfinance,730d,2026-04-02T03:04:46Z,-0.0299527893644721,-0.0299527893644721,10.815021219164349,11.199579906463622,13.073167972564697,14.405905981063842,16.514325971603395,10.815021219164349,13.073167972564697,14.405905981063842,16.514325971603395,0.056346300795783316,2.0924071730853373,2864058.9,0.6153864363613472,26.450256308590255,0.3100004196166992,0.6036575376952522,0.0654016866342111,37.93518907933969,15.870047085408794,41.95139920169599,11.199579906463622,2.0924071730853373,15.384394252634298,7.014765560292948,0.7473163067045917,-1.246209424765489,-1.1737693947561698,-0.07244003000931909,14.460000038146973,8.619999885559082,8.619999885559082,-0.15938069881226724,-0.3444602562322414,-0.04153692289211486,-0.3306744330841862,0.06475864207226113,1.0099298648237933,0.402476792630599,1.8567935353989296,-0.1465574264541749,-0.29397376660298624,-0.20837411135978634,-0.9412988014770901,1750.157717150294
2025-03-07 20:30:00,9.234999656677246,9.28499984741211,9.140000343322754,9.225000381469728,2886983,1h,1H,yfinance,730d,2026-04-02T03:04:46Z,-0.0005416209116505533,-0.0005416209116505533,10.663590663193432,10.959079933166503,12.974267978668212,14.338390989303589,16.45895097732544,10.663590663193432,12.974267978668212,14.338390989303589,16.45895097732544,0.055903519176200504,2.028126091684857,2980927.15,0.9684849225516967,26.420990655647472,0.14499950408935547,0.5708962495805453,0.061885769753170464,38.5070089659498,15.58213525767806,42.066135761346736,10.959079933166503,2.028126091684857,15.015332116536218,6.902827749796789,0.740254146900397,-1.2188942107885783,-1.1827943579626516,-0.03609985282592665,14.460000038146973,8.619999885559082,9.0,-0.12724686397229457,-0.34897668794632375,-0.010723799446735738,-0.342714607640647,0.06475864207226113,0.9556372365577869,0.4750588245183829,1.5582368092011984,-0.1349067426874475,-0.28897719727717075,-0.21171962924355736,-0.8550156515447201,1750.157717150294
2025-03-10 13:30:00,9.130000114440918,9.489999771118164,9.130000114440918,9.31999969482422,1252735,1h,1H,yfinance,730d,2026-04-02T03:04:46Z,0.010298028122071035,0.010298028122071035,10.53562961858684,10.740079927444459,12.876867980957032,14.274091987609863,16.405450973510742,10.53562961858684,12.876867980957032,14.274091987609863,16.405450973510742,0.056249392127034045,1.9555131179036402,3014200.2,0.4156110798479809,28.050159936088036,0.3599996566772461,0.5558322072303097,0.05963865079727269,38.56134585713899,17.495666103067197,40.12004557765055,10.740079927444459,1.9555131179036402,14.65110616325174,6.829053691637178,0.7283048659281044,-1.1760245769973245,-1.1814404017695863,0.005415824772261768,14.460000038146973,8.619999885559082,9.0,-0.08268622255479496,-0.3487072381879174,-0.006396633143354036,-0.31970804200148806,0.06475864207226113,0.9209373280360745,0.5459515035935387,1.3340101843007797,-0.11538275051146629,-0.27622153860650656,-0.21508601002503247,-0.7261931508506577,1750.157717150294
