total_trades,average_return,median_return,win_rate,std_return,trade_level_return_ratio,average_win,average_loss,expected_value,average_holding_period_days,stop_loss_exit_rate,take_profit_exit_rate
120,0.0010463294849801066,-0.0020214416647316,0.4583333333333333,0.019468936271074017,0.05374353639108117,0.016045882105005686,0.011645599655041536,0.001046329484980106,6.041666666666667,0.14166666666666666,0.26666666666666666
