total_trades,average_return,median_return,win_rate,std_return,trade_level_return_ratio,average_win,average_loss,expected_value
43,0.08842393542489968,-0.0084880209297849,0.4883720930232558,0.2982286154785275,0.29649715297446433,0.29915550321673834,0.11272892474003719,0.08842393542489968
