total_trades,average_return,median_return,win_rate,std_return,trade_level_return_ratio,average_win,average_loss,expected_value
44,0.15651458508566765,-0.0187779036477236,0.3409090909090909,0.5808693137474953,0.26944887839901416,0.590726937723675,0.06807801110640511,0.15651458508566762
