agent,regime_at_entry,total_trades,min_trades_required,meets_min_trade_threshold,average_return,median_return,win_rate,std_return,trade_level_return_ratio,plot_trade_level_return_ratio
trend_pullback,calm,23,20,True,0.004190484547357265,-0.0023355276953384,0.4782608695652174,0.017849734698509923,0.23476452833257416,0.23476452833257416
trend_pullback,neutral,50,20,True,-0.0014678567052699302,-0.0008508478597948501,0.48,0.01812477757498037,-0.08098619137242129,-0.08098619137242129
trend_pullback,stressed,67,20,True,-0.0023832114439944936,-0.0033904827458094,0.4626865671641791,0.020936910328664748,-0.11382822998155731,-0.11382822998155731
breakout_volume_momentum,calm,14,20,False,0.005630013741088492,-0.0005239861540583024,0.42857142857142855,0.020691092176871248,0.2720984321640493,
breakout_volume_momentum,neutral,16,20,False,0.0039052801734815313,0.001521939705425,0.5,0.03016161284722935,0.12947849285321858,
breakout_volume_momentum,stressed,9,20,False,0.0019597766174885667,-0.0042743756801495,0.4444444444444444,0.027732550760480295,0.07066701633090694,
mean_reversion_vol_filter,calm,6,20,False,-0.00012655053485396568,0.00018136687920160006,0.5,0.009966915094014326,-0.012697061594310777,
mean_reversion_vol_filter,neutral,20,20,True,0.005095296904269875,0.007675222207676949,0.5,0.023359485115045046,0.2181253944243903,0.2181253944243903
mean_reversion_vol_filter,stressed,20,20,True,-0.0024057326797974786,0.00382415262685115,0.55,0.02257641761120471,-0.10655954019044678,-0.10655954019044678
volatility_managed_tsmom,calm,7,20,False,0.013186287173955147,-0.0116468384081761,0.2857142857142857,0.04210356280453585,0.3131869679336158,
volatility_managed_tsmom,neutral,16,20,False,0.009525363006356825,-0.0023794312707483,0.5,0.04651352928141717,0.20478693303890713,
volatility_managed_tsmom,stressed,15,20,False,-0.00698068735728082,-0.0066452034971695,0.26666666666666666,0.03866882262256317,-0.18052495224428178,
momentum_relative_strength,calm,53,20,True,0.009796062586436602,-0.0108615661950854,0.4716981132075472,0.05213074172654757,0.1879133551911071,0.1879133551911071
momentum_relative_strength,neutral,31,20,True,-0.010803505040583004,-0.0082758428763646,0.3870967741935484,0.03462064407146035,-0.31205384331624586,-0.31205384331624586
momentum_relative_strength,stressed,28,20,True,0.042924651889336904,0.0067614573550759,0.6428571428571429,0.1300707620630514,0.330009997700554,0.330009997700554
random,calm,25,20,True,-0.002959724905109588,-0.0043843954362376,0.44,0.013709650644800557,-0.215886238226798,-0.215886238226798
random,neutral,21,20,True,0.0009234273698855237,0.0043149988169076,0.5238095238095238,0.01796237425248212,0.051408981736249054,0.051408981736249054
random,stressed,34,20,True,0.0024834601123260203,0.0090549214760208,0.6470588235294118,0.029295658463546533,0.08477229195637519,0.08477229195637519
