agent,skill_luck_verdict,evidence_label,confidence_label,final_classification,stability_classification,verdict_reason,cumulative_return,annualized_sharpe,trade_level_return_ratio,max_drawdown,RCSI,RCSI_z,p_value,p_value_prominence,actual_percentile,number_of_trades,number_of_periods,transaction_cost,fdr_q_value,fdr_significant_0_05,fdr_significant_0_10
trend,Luck,Likely Random,Moderate,likely random,stable,Likely Random (Moderate confidence): results are consistent with randomness; stability=stable; mean p=0.649; mean percentile=35.1; mean RCSI_z=-0.476.,-0.1463632914771394,-0.0466807336249099,-0.0137673911853008,-0.4340864312341252,-0.0883076143419998,-0.4629834716184672,0.6402,0.1936843301918865,35.980000000000004,295.0,7255,0.00047,1.0,False,False
mean_reversion,Inconclusive,Null-Like / Inconclusive,Low,null-like / inconclusive,stable,Null-Like / Inconclusive (Low confidence): evidence is mixed; stability=stable; mean p=0.509; mean percentile=49.1; mean RCSI_z=-0.136.,-0.048080341897091,0.0165564079964111,-0.004107302241748,-0.3361694615606814,-0.0058052344656867,-0.1213120753452934,0.511,0.2915790998652872,48.9,124.0,7255,0.00047,1.0,False,False
random,Inconclusive,Null-Like / Inconclusive,Low,null-like / inconclusive,stable,Null-Like / Inconclusive (Low confidence): evidence is mixed; stability=stable; mean p=0.354; mean percentile=64.6; mean RCSI_z=0.242.,0.1016445956530471,0.0830270660297862,0.0343026148419035,-0.3655457760256317,0.1017855239117043,0.2438315585415807,0.3572,0.4470885497834911,64.28,168.0,7255,0.00047,0.9910975609756099,False,False
momentum,Inconclusive,Null-Like / Inconclusive,Low,null-like / inconclusive,stable,Null-Like / Inconclusive (Low confidence): evidence is mixed; stability=stable; mean p=0.454; mean percentile=54.6; mean RCSI_z=-0.023.,0.0351580748393478,0.053461159058706,0.0235281212807207,-0.3987452856751037,0.0306530692244962,-0.0196751706911865,0.4574,0.3397038397292703,54.26,139.0,7255,0.00047,1.0,False,False
breakout,Inconclusive,Positive but Inconclusive,Low,positive but inconclusive,stable,Positive but Inconclusive (Low confidence): evidence is mixed; stability=stable; mean p=0.073; mean percentile=92.7; mean RCSI_z=1.564.,0.5298108045281238,0.2414519312808953,0.1418794357033182,-0.345961830065446,0.4812031080554821,1.5220054059219623,0.0786,1.104577453960592,92.14,66.0,7255,0.00047,0.711,False,False
buy_and_hold,Benchmark,Benchmark Reference,Not Applicable,benchmark,not_applicable,Passive benchmark included for strategy context; not evaluated against the Monte Carlo skill-vs-luck null.,0.2610737813947472,0.1251931390522318,,-0.4855318758609109,,,,,,,7507,0.0,,,
