total_trades,average_return,median_return,win_rate,std_return,trade_level_return_ratio,average_win,average_loss,expected_value
184,0.0025021158292584775,0.0044032847450631,0.592391304347826,0.04301224927201751,0.05817216889622835,0.025405326987297527,0.030783884387091606,0.0025021158292584753
