agent,actual_cumulative_return,median_simulated_return,mean_simulated_return,std_simulated_return,actual_percentile,p_value,p_value_prominence,p_value_interpretation,lower_5pct,upper_95pct,number_of_trades,transaction_cost,simulation_count,reproducible,seed_used,null_model
trend_pullback,0.1086639976953756,-0.03279375277789211,-0.01947565994372955,0.1774945904926058,78.8,0.212,0.6736641390712486,no evidence,-0.2811202086399292,0.2936107284398178,120,0.00047,500,True,42,random_timing_matched_duration
breakout_volume_momentum,0.2501237687792312,-0.0027048342892893717,0.01548496608879805,0.19273242353564288,88.0,0.12,0.9208187539523752,no evidence,-0.2821633749416824,0.37407234466533235,63,0.00047,500,True,42,random_timing_matched_duration
mean_reversion_vol_filter,0.16874474924174018,-0.038479734533816604,-0.03864310242026833,0.20363261984014785,85.8,0.142,0.8477116556169435,no evidence,-0.3592797386147339,0.3205447419886163,192,0.00047,500,True,42,random_timing_matched_duration
volatility_managed_tsmom,0.29970263819869114,0.037053416182753804,0.04094562367030534,0.1934537354315528,90.0,0.1,1.0,no evidence,-0.26379677686274655,0.3746867467045263,35,0.00047,500,True,42,random_timing_matched_duration
momentum_relative_strength,2.3232608476080383,-0.13224977332573007,0.10645410865008126,0.9120092610795169,97.39999999999999,0.026,1.585026652029182,strong evidence,-0.7397609105209976,1.7157539547885348,163,0.00047,500,True,42,random_peer_rotation_matched_duration
random,-0.17478000765051102,-0.06634521623907175,-0.03959225673203587,0.2107836448119322,28.799999999999997,0.712,0.14752000636314366,no evidence,-0.33108780431310175,0.33520708357082324,142,0.00047,500,True,42,random_timing_matched_duration
