agent,actual_cumulative_return,median_simulated_return,mean_simulated_return,std_simulated_return,actual_percentile,p_value,p_value_prominence,p_value_interpretation,lower_5pct,upper_95pct,number_of_trades,transaction_cost,execution_cost_model,simulation_count,research_grade,reproducible,seed_used,null_model,bh_adjusted_p_value
trend_pullback,0.2700016450558479,-0.08414510704894156,-0.07514965637805639,0.13494792117738438,98.85057471264368,0.01199400299850075,1.9210358469246054,strong evidence,-0.28276755054979885,0.1503347665561005,60,0.00047,stochastic_spread_slippage_plus_expected_commission,2000,False,True,42,structure_preserving_random_timing,0.13193403298350825
breakout_volume_momentum,-0.012008961617066449,-0.04510339051268227,-0.04030249510641064,0.11232730713359529,60.669665167416284,0.3938030984507746,0.4047208711466561,no evidence,-0.2160859124010137,0.15234489484309513,51,0.00047,stochastic_spread_slippage_plus_expected_commission,2000,False,True,42,structure_preserving_random_timing,0.5677161419290355
mean_reversion_vol_filter,-0.04868196263595726,-0.03382920088311414,-0.031118612183651823,0.09216238884831963,44.17791104447776,0.55872063968016,0.2528052850858069,no evidence,-0.17730559692508288,0.12710374353104567,47,0.00047,stochastic_spread_slippage_plus_expected_commission,2000,False,True,42,structure_preserving_random_timing,0.5677161419290355
trend_momentum_verification,0.13545294537354155,-0.03535559259623372,-0.03100456472712324,0.1363451660996805,89.30534732633684,0.10744627686156921,0.9688086287206061,no evidence,-0.25063623241537597,0.20117661825909858,42,0.00047,stochastic_spread_slippage_plus_expected_commission,2000,False,True,42,structure_preserving_random_timing,0.5677161419290355
adx_trend_following,-0.03336580959734581,-0.05932080037250248,-0.050727854667988105,0.14334453261570781,57.721139430284865,0.42328835582208896,0.3733636783055045,no evidence,-0.2707384101374142,0.19255770466488695,53,0.00047,stochastic_spread_slippage_plus_expected_commission,2000,False,True,42,structure_preserving_random_timing,0.5677161419290355
uptrend_oversold_reversion,-0.022979255914930066,-0.03645609224336292,-0.03295123584560664,0.08450665862247786,57.32133933033483,0.4272863568215892,0.36928097390803877,no evidence,-0.164897642384659,0.10911626765100722,38,0.00047,stochastic_spread_slippage_plus_expected_commission,2000,False,True,42,structure_preserving_random_timing,0.5677161419290355
volatility_squeeze_breakout,-0.017350431068238584,-0.011748827238338947,-0.01162673138071299,0.07387375920429196,47.426286856571714,0.5262368815592204,0.27881871745072484,no evidence,-0.132498351878507,0.10961286487681822,17,0.00047,stochastic_spread_slippage_plus_expected_commission,2000,False,True,42,structure_preserving_random_timing,0.5677161419290355
connors_rsi2_pullback,0.01351684488238281,-0.026984630098083537,-0.02528871008666162,0.06940909513837015,72.8135932033983,0.2723638180909545,0.564850586359569,no evidence,-0.1347255780939578,0.09362607704399525,47,0.00047,stochastic_spread_slippage_plus_expected_commission,2000,False,True,42,structure_preserving_random_timing,0.5677161419290355
donchian_trend_reentry,0.023809806885227325,-0.008587739087838931,-0.00588154985786172,0.0994146203716799,62.868565717141436,0.37181409295352325,0.4296741530903327,no evidence,-0.1649240401834344,0.1602573309727615,25,0.00047,stochastic_spread_slippage_plus_expected_commission,2000,False,True,42,structure_preserving_random_timing,0.5677161419290355
turn_of_month_seasonality,-0.07606348760766984,-0.05700618855580221,-0.053201276727554606,0.11196978546980509,43.278360819590205,0.5677161419290355,0.2458687572612113,no evidence,-0.23013441230826734,0.13364291201872194,106,0.00047,stochastic_spread_slippage_plus_expected_commission,2000,False,True,42,structure_preserving_random_timing,0.5677161419290355
random,-0.08720627063901376,-0.1557039875479854,-0.13718307208429764,0.18334015582544194,64.91754122938531,0.35132433783108447,0.45429176361638746,no evidence,-0.40321962914231396,0.1913627744238728,212,0.00047,stochastic_spread_slippage_plus_expected_commission,2000,False,True,42,structure_preserving_random_timing,0.5677161419290355
