agent,regime_at_entry,total_trades,min_trades_required,meets_min_trade_threshold,average_return,median_return,win_rate,std_return,trade_level_return_ratio,plot_trade_level_return_ratio
trend_pullback,calm,13,20,False,0.017068934143638945,0.002273754833477,0.6153846153846154,0.048163154203291994,0.3543981789812318,
trend_pullback,neutral,20,20,True,-0.00411713263943182,-0.005024321966661549,0.3,0.028755102449456494,-0.1431792026012983,-0.1431792026012983
trend_pullback,stressed,24,20,True,-0.00628473529603115,-0.0108288714347483,0.3333333333333333,0.026143979561777955,-0.240389389885361,-0.240389389885361
breakout_volume_momentum,calm,16,20,False,6.349227495500067e-05,-0.00343739760042785,0.4375,0.023647479997526696,0.0026849488808803885,
breakout_volume_momentum,neutral,16,20,False,-0.003442852585757031,-0.0007649293039895999,0.4375,0.029326160862306917,-0.11739868037695139,
breakout_volume_momentum,stressed,26,20,True,0.010301373434732928,0.0094761850074996,0.5769230769230769,0.034891634329645274,0.295239063249625,0.295239063249625
mean_reversion_vol_filter,calm,0,20,False,0.0,0.0,0.0,0.0,0.0,
mean_reversion_vol_filter,neutral,0,20,False,0.0,0.0,0.0,0.0,0.0,
mean_reversion_vol_filter,stressed,0,20,False,0.0,0.0,0.0,0.0,0.0,
momentum_relative_strength,calm,93,20,True,-0.0012359020525700563,-0.0005136568088577,0.4838709677419355,0.01604013690498472,-0.07705059251620107,-0.07705059251620107
momentum_relative_strength,neutral,85,20,True,-0.0014475650728802021,-0.0032214921452555,0.4235294117647059,0.031399767701491874,-0.046101139557520515,-0.046101139557520515
momentum_relative_strength,stressed,126,20,True,-0.0009700705486479996,-0.0020296592575066,0.4365079365079365,0.033194388920188285,-0.02922393151988463,-0.02922393151988463
random,calm,27,20,True,-0.0028956136419131667,-0.0039782875809498,0.4074074074074074,0.02613444723582656,-0.11079681983645316,-0.11079681983645316
random,neutral,31,20,True,0.00918821282298241,0.0002596695224411,0.5161290322580645,0.04001348865778822,0.22962788627514533,0.22962788627514533
random,stressed,32,20,True,-0.010354235367993413,-0.00418993378560315,0.34375,0.030444545918259142,-0.34010148799044665,-0.34010148799044665
