agent,outer_run,seed_used,actual_cumulative_return,annualized_return,annualized_sharpe,trade_level_return_ratio,max_drawdown,median_simulated_return,mean_simulated_return,std_simulated_return,actual_percentile,p_value,p_value_prominence,RCSI,RCSI_z,significant_run,outperform_null_median,lower_5pct,upper_95pct,number_of_trades,transaction_cost,simulations_per_run,null_model,robustness_scope,research_grade
trend_pullback,1,101,0.6236262392426246,0.015696407736940553,0.2640126814689904,0.1289517369687185,-0.1953531188912362,0.7188760396892451,0.766539614713175,0.6083900060714008,44.31137724550898,0.5588822355289421,0.2526796945250265,-0.14291337547055039,-0.23490421283116547,0,0,-0.040248324996728965,1.9351419689171894,134,0.00047,500,structure_preserving_random_timing,monte_carlo_seed_stability_only,False
breakout_volume_momentum,1,101,0.41717733591987544,0.011182619217440376,0.2715217677240489,0.16826519458698216,-0.13965816503956607,0.40657676998508796,0.4557201544945235,0.4303654613343804,51.49700598802395,0.4870259481037924,0.3124478995285163,-0.038542818574648086,-0.0895583452611257,0,1,-0.18835267280825085,1.2257646530317574,116,0.00047,500,structure_preserving_random_timing,monte_carlo_seed_stability_only,False
mean_reversion_vol_filter,1,101,-0.025030429804135584,-0.0009910883334273556,-0.036275741942275085,-0.05355707367788709,-0.10010657942518075,0.033753726946569584,0.031519847067379786,0.09503948754515716,28.542914171656687,0.716566866267465,0.1447432772889266,-0.05655027687151537,-0.5950187478088622,0,0,-0.11957893109212449,0.19110264045236156,16,0.00047,500,structure_preserving_random_timing,monte_carlo_seed_stability_only,False
momentum_relative_strength,1,101,0.08823882323075882,0.003456936678130276,0.1029828256632841,0.014444819177872941,-0.4818331202435332,10.33884346576426,16.523118586147465,21.56297140990001,0.39920159680638717,0.998003992015968,0.0008677215312269355,-16.434879762916704,-0.7621806591725624,0,0,2.2314301517488877,47.40451326934388,1097,0.00047,500,structure_preserving_random_timing_shared_calendar,monte_carlo_seed_stability_only,False
trend_momentum_verification,1,101,0.5556766846978244,0.014165380393968465,0.27658153545975156,0.11071142918058872,-0.18696497288146596,1.235464075143906,1.4484307984066822,1.0226013310885946,16.966067864271455,0.8323353293413174,0.07970167089348819,-0.8927541137088578,-0.8730226399749451,0,0,0.13314949365542017,3.3974282278637014,171,0.00047,500,structure_preserving_random_timing,monte_carlo_seed_stability_only,False
random,1,101,6.003416813496181,0.06298482532021071,0.5331476908173579,0.19671265931120024,-0.3751229243828589,2.636895083152072,3.00682143183656,2.071656867728436,92.41516966067864,0.07784431137724551,1.1087731188407466,2.9965953816596214,1.446472834541068,0,1,0.6133129948583829,6.6461142713331185,288,0.00047,500,structure_preserving_random_timing,monte_carlo_seed_stability_only,False
trend_pullback,2,102,0.6236262392426246,0.015696407736940553,0.2640126814689904,0.1289517369687185,-0.1953531188912362,0.714521087739836,0.7916788357978507,0.6330083301731415,45.90818363273453,0.5429141716566867,0.265268821833047,-0.16805259655522609,-0.26548244082231914,0,0,-0.05067590271068927,1.8469114751422153,134,0.00047,500,structure_preserving_random_timing,monte_carlo_seed_stability_only,False
breakout_volume_momentum,2,102,0.41717733591987544,0.011182619217440376,0.2715217677240489,0.16826519458698216,-0.13965816503956607,0.39060327803870454,0.4525976525211917,0.4497484852918022,52.8942115768463,0.47305389221556887,0.32508937985714187,-0.03542031660131628,-0.07875583300371797,0,1,-0.17578118452263314,1.290232688067421,116,0.00047,500,structure_preserving_random_timing,monte_carlo_seed_stability_only,False
mean_reversion_vol_filter,2,102,-0.025030429804135584,-0.0009910883334273556,-0.036275741942275085,-0.05355707367788709,-0.10010657942518075,0.031132841021212478,0.03464548429613039,0.09831018270953899,25.149700598802394,0.7504990019960079,0.12464988093958469,-0.05967591410026597,-0.6070166126796919,0,0,-0.12151766262444719,0.1993926157103457,16,0.00047,500,structure_preserving_random_timing,monte_carlo_seed_stability_only,False
momentum_relative_strength,2,102,0.08823882323075882,0.003456936678130276,0.1029828256632841,0.014444819177872941,-0.4818331202435332,9.71790592721748,14.529338176940454,17.162736908514894,0.19960079840319359,1.0,-0.0,-14.441099353709696,-0.8414217050979252,0,0,1.9774091866755428,38.583494506934706,1097,0.00047,500,structure_preserving_random_timing_shared_calendar,monte_carlo_seed_stability_only,False
trend_momentum_verification,2,102,0.5556766846978244,0.014165380393968465,0.27658153545975156,0.11071142918058872,-0.18696497288146596,1.2664373395309123,1.4508308187307903,1.0353889492155581,18.36327345309381,0.8183632734530938,0.08705386914751023,-0.895154134032966,-0.8645583234311721,0,0,0.10557395446198123,3.3853124337809946,171,0.00047,500,structure_preserving_random_timing,monte_carlo_seed_stability_only,False
