total_trades,average_return,median_return,win_rate,std_return,trade_level_return_ratio,average_win,average_loss,expected_value,average_holding_period_days,stop_loss_exit_rate,take_profit_exit_rate
26,-0.013269853495137596,-0.014114525736162,0.3076923076923077,0.032616976832625606,-0.40683885460114844,0.023902578178065834,0.02979093423878357,-0.0132698534951376,2.8461538461538463,0.9230769230769231,0.038461538461538464
