start_date,end_date,first_close,last_close,buy_hold_return,annualized_sharpe,max_drawdown,number_of_periods,transaction_cost
2010-08-04,2026-03-30,0.2398963272571563,37.88999938964844,156.94322415379185,0.8403704498733505,-0.8165984834426705,3937,0.0
