total_trades,average_return,median_return,win_rate,std_return,trade_level_return_ratio,average_win,average_loss,expected_value
97,0.018691648584426096,0.0030972963266176,0.5257731958762887,0.0724852313591566,0.25786837172128163,0.06777259703998285,0.03572418557282162,0.018691648584426096
