agent,actual_cumulative_return,median_simulated_return,mean_simulated_return,std_simulated_return,actual_percentile,RCSI,RCSI_z
mean_reversion,0.413911823549179,0.4318621070589774,0.5041752873159736,0.5205735853956146,48.44,-0.01795028350979838,-0.17339232396549295
random,0.8735453950267567,1.3627478998323386,1.5877506527653922,1.1518004464304634,29.38,-0.4892025048055819,-0.6200772537916823
momentum,2.372379574714248,2.9132541689658717,3.248153719531428,1.7109192040679218,34.4,-0.5408745942516235,-0.5118734670432822
breakout,0.944924396204186,2.44641075576455,2.8031582826619856,1.7715760026826948,8.94,-1.5014863595603638,-1.0489157019760253
trend,0.6708471687038818,2.263543183569082,2.5414634555880022,1.524498760052334,5.74,-1.5926960148652003,-1.227036935615418
