agent,actual_cumulative_return,median_simulated_return,mean_simulated_return,std_simulated_return,actual_percentile,RCSI,RCSI_z
breakout_volume_momentum,0.4185518198468784,-0.0178570848826778,0.1285573504136034,0.5866046427362777,78.2,0.289994469433275,0.4943610198524273
volatility_managed_tsmom,0.1778330122316833,0.0482653769594436,0.0742560824432866,0.2093788275829492,71.8,0.1035769297883967,0.49468674069904617
trend_pullback,0.1535003923412744,0.0031228665805501,0.0608753068829008,0.3767856917210787,68.4,0.09262508545837361,0.24582962541725373
momentum_relative_strength,0.0679605033266033,0.1232840947021779,0.2640045165257221,0.6172595176887945,45.6,-0.1960440131991188,-0.31760387257075695
mean_reversion_vol_filter,-0.1642641046291321,0.0147139047244937,0.04061556616507,0.2764747121119399,25.4,-0.2048796707942021,-0.7410430748952179
random,-0.325774054870656,0.0139279755231833,0.2483672636548945,0.9393902597586492,23.0,-0.5741413185255505,-0.6111850879453025
