total_trades,average_return,median_return,win_rate,std_return,trade_level_return_ratio,average_win,average_loss,expected_value
142,0.01081686763702335,0.01496439308897235,0.7676056338028169,0.03863332511911792,0.2799880052693306,0.02500769713847047,0.03605587223139292,0.010816867637023343
