Date,Open,High,Low,Close,Volume,data_interval,timeframe_label,data_source,source_period_requested,downloaded_at_utc,bar_return,daily_return,ema_20,sma_20,sma_50,sma_100,sma_200,ma_20,ma_50,ma_100,ma_200,std_20,price_std_20,avg_volume_20,volume_ratio_20,rsi_14,true_range,atr_14,atr_percent,adx_14,plus_di_14,minus_di_14,bollinger_mid,bollinger_std,bollinger_upper,bollinger_lower,bollinger_width,macd_line,macd_signal,macd_hist,rolling_high_20_prev,rolling_low_10_prev,rolling_low_5_prev,rolling_high_55_prev,rolling_low_20_prev,trailing_return_12,trailing_return_60,trailing_return_5,trailing_return_20,atr_percent_median_60,atr_percent_ratio_60,bollinger_width_median_60,bollinger_width_ratio_60,distance_from_ma_20,distance_from_ma_50,ma_50_over_ma_200,zscore_20,bars_per_year,regime
2024-03-13,21.76950320395221,21.84067529589062,21.76950320395221,21.802717208862305,6100,1d,Daily,yfinance,max,2026-04-02T23:40:44Z,-0.0019547220095953,-0.0019547220095953,21.471237758967053,21.47323179244995,20.992461738586425,20.290914211273194,19.85056041717529,21.471237758967053,20.992461738586425,20.290914211273194,19.85056041717529,0.0059052172188039,0.2335974020419016,8200.0,0.7439024390243902,64.67606341622593,0.0759157261015026,0.1666788590042229,0.0076448663442954,27.836102200142893,41.01772378260149,20.509080244517968,21.47323179244995,0.2335974020419016,21.94042659653375,21.006036988366148,0.0435141583343845,0.2315167869526568,0.2217934331139048,0.009723353838752,21.883378490531037,21.31399360920057,21.598686296849245,21.883378490531037,20.62123936320096,0.0152901453135803,0.0516969901945052,0.007012943102449,0.0550122830462027,0.0080787639270851,0.946291587833759,0.0514550882554415,0.8456726012860877,0.0154383018630035,0.0385974489493312,0.057524890855128,1.4104840787281183,250.3027937551356,calm
2024-03-14,21.80081961692688,21.80081961692688,21.65562644223528,21.7011775970459,19500,1d,Daily,yfinance,max,2026-04-02T23:40:44Z,-0.0046571998730109,-0.0046571998730109,21.49313679116504,21.511570549011232,21.00988498687744,20.325898933410645,19.863782148361206,21.49313679116504,21.00988498687744,20.325898933410645,19.863782148361206,0.0056121958786306,0.2029260907717391,8785.0,2.21969265793967,60.57057823248818,0.1470907666270235,0.1652797095487087,0.0076161631694681,27.479249197738675,38.41031339717835,24.1267483342966,21.511570549011232,0.2029260907717391,21.91742273055471,21.105718367467755,0.0377333845168391,0.2216925791655235,0.2217732623242286,-8.068315870507492e-05,21.883378490531037,21.36618819530508,21.598686296849245,21.883378490531037,20.84330197573656,0.0085117049904352,0.0536873979725602,-0.0027038578381023,0.0366275145649608,0.0080514002611081,0.9459426835674344,0.0514550882554415,0.7333265921052748,0.0096794064031815,0.0329032077329425,0.0576981176070132,0.9343650553439458,250.3027937551356,calm
2024-03-15,21.707817924014797,21.707817924014797,21.63664402648248,21.66796112060547,7000,1d,Daily,yfinance,max,2026-04-02T23:40:44Z,-0.0015306301370922,-0.0015306301370922,21.509786727302224,21.540656661987303,21.03025001525879,20.362327365875245,19.878091049194335,21.509786727302224,21.03025001525879,20.362327365875245,19.878091049194335,0.0055123313462628,0.1803068070103604,8605.0,0.8134805345729227,59.245686491531565,0.0711738975323186,0.1585578658332522,0.0073176181621661,27.02565758671596,37.178761345391216,24.208307950490763,21.540656661987303,0.1803068070103604,21.901270276008027,21.180043047966585,0.0334821374927807,0.2088193917055321,0.2191824882004893,-0.0103630964949572,21.883378490531037,21.380422729537447,21.598686296849245,21.883378490531037,21.025505199774965,0.0147999392205491,0.0468486637816918,-0.0011811474310087,0.0275877677073597,0.008016246830839,0.9128484085613144,0.0514550882554415,0.6507060550856185,0.0073536011913346,0.030323515169053,0.0579612480500812,0.7060435528141085,250.3027937551356,calm
2024-03-18,21.71920621492752,21.71920621492752,21.665115352514817,21.66891098022461,6100,1d,Daily,yfinance,max,2026-04-02T23:40:44Z,4.3837055727191654e-05,4.3837055727191654e-05,21.524941418056738,21.56504535675049,21.05101364135742,20.39921396255493,19.893363065719605,21.524941418056738,21.05101364135742,20.39921396255493,19.893363065719605,0.0054714809180513,0.162097126489293,8595.0,0.7097149505526469,59.273120568669285,0.0540908624127034,0.1510959370174988,0.0069729363490113,26.65471684597681,36.76643950227596,23.58928390502964,21.56504535675049,0.162097126489293,21.88923960972907,21.240851103771902,0.0300666423478774,0.1964296251842121,0.2146319155972339,-0.0182022904130217,21.883378490531037,21.380422729537447,21.598686296849245,21.883378490531037,21.17164691795675,0.0120107772032542,0.0394780700618695,0.002370502677679,0.0230286926196234,0.0079769500377827,0.8741356428188773,0.0514550882554415,0.584327874409928,0.0066884996047933,0.0293523793862946,0.0581928038921024,0.6407616576780079,250.3027937551356,calm
2024-03-19,21.665114869700023,21.68409481785353,21.54649290878182,21.650880813598633,3300,1d,Daily,yfinance,max,2026-04-02T23:40:44Z,-0.0008320753471381,-0.0008320753471381,21.536935646203585,21.58440456390381,21.0699552154541,20.434751911163332,19.90681710243225,21.536935646203585,21.0699552154541,20.434751911163332,19.90681710243225,0.0054499500162544,0.1474060184077456,8365.0,0.3945008965929468,58.468550084812584,0.1376019090717122,0.150132077878514,0.0069342249477544,25.518733964872492,34.35944830170284,27.68868091412066,21.58440456390381,0.1474060184077456,21.8792166007193,21.28959252708832,0.0273171340856455,0.1830457250143347,0.208314677480654,-0.0252689524663193,21.883378490531037,21.380422729537447,21.63664402648248,21.883378490531037,21.17164691795675,0.0021964576800488,0.0517702792191252,-0.0089052133574533,0.0182086938628585,0.0079575821986135,0.8713984693695775,0.0514550882554415,0.5308927651631538,0.0052906861619903,0.0275712782587427,0.0584291354583117,0.4509737825693129,250.3027937551356,calm
2024-03-20,21.570217651374232,21.92039100927019,21.570217651374232,21.897615432739254,11000,1d,Daily,yfinance,max,2026-04-02T23:40:44Z,0.0113960545653943,0.0113960545653943,21.571286102064125,21.616195297241212,21.09107940673828,20.474084434509276,19.91986452102661,21.571286102064125,21.09107940673828,20.474084434509276,19.91986452102661,0.0059001330722773,0.1428960301518123,8220.0,1.338199513381995,65.39167166633587,0.350173357895958,0.1644207407369029,0.0075086139512285,25.504708020642124,39.397853216186554,23.476560955482658,21.616195297241212,0.1428960301518123,21.901987357544836,21.330403236937588,0.0264424017616179,0.1901563058951438,0.204683003163552,-0.0145266972684081,21.883378490531037,21.54649290878182,21.54649290878182,21.883378490531037,21.17164691795675,0.016340815876672,0.0464378532152285,0.0043525870178409,0.0299040835602713,0.0079362153092263,0.9461202422897104,0.0514550882554415,0.5138928463274288,0.0151279496795466,0.0382406234620356,0.0587963278804122,1.969404854697937,250.3027937551356,calm
2024-03-21,22.03521359869227,22.101643413582156,21.91659164428711,21.91659164428711,13500,1d,Daily,yfinance,max,2026-04-02T23:40:44Z,0.0008665880358591,0.0008665880358591,21.6041723441806,21.636455917358397,21.117555770874024,20.51444793701172,19.933403072357176,21.6041723441806,21.117555770874024,20.51444793701172,19.933403072357176,0.0054116488383585,0.1548268733105839,8485.0,1.5910430170889809,65.86299012695648,0.2040279808429019,0.1672498293159028,0.0076311970415116,26.125592895816308,43.70576963047335,21.430914909310577,21.636455917358397,0.1548268733105839,21.946109663979566,21.326802170737228,0.028623333488988,0.1950740222540652,0.2027612069816546,-0.0076871847275894,21.92039100927019,21.54649290878182,21.54649290878182,21.92039100927019,21.31399360920057,0.022354938465753,0.046490412003131,0.0099263759433283,0.0188371186145823,0.0078818523246319,0.9681984294051028,0.0514550882554415,0.556277998142604,0.0144610631284221,0.0378375169021758,0.0594054459350688,1.809348215453256,250.3027937551356,calm
2024-03-22,21.911847778173637,21.911847778173637,21.760011819842894,21.80935859680176,14500,1d,Daily,yfinance,max,2026-04-02T23:40:44Z,-0.0048927793712532,-0.0048927793712532,21.62371389204928,21.651259899139404,21.14002750396729,20.554253158569335,19.94517985343933,21.62371389204928,21.14002750396729,20.554253158569335,19.94517985343933,0.0055581255598597,0.1564875123575237,8725.0,1.66189111747851,60.82218761122238,0.1565798244442149,0.1664876861107823,0.0076337726931225,25.747853149484865,40.769713047120334,26.7090116338149,21.651259899139404,0.1564875123575237,21.964234923854452,21.338284874424357,0.028910560048054,0.188149664932407,0.1998388985718051,-0.0116892336393981,22.101643413582156,21.54649290878182,21.54649290878182,22.101643413582156,21.31399360920057,0.0073196921902405,0.0361587660031028,0.0065256474944395,0.013762645673603,0.0078005797158725,0.9786160735707066,0.0514550882554415,0.5618600808637554,0.0085852368228354,0.0316617891206085,0.0599065869201433,1.010295935314968,250.3027937551356,calm
2024-03-25,21.7932271646679,21.80746122100441,21.76950313409789,21.776145935058594,4700,1d,Daily,yfinance,max,2026-04-02T23:40:44Z,-0.0015228628387099,-0.0015228628387099,21.638231229478738,21.66634864807129,21.160639266967777,20.591445655822753,19.95730200767517,21.638231229478738,21.160639266967777,20.591445655822753,19.95730200767517,0.0055520262163679,0.1532188381860872,8665.0,0.5424120023081361,59.308164717448605,0.0398554627038727,0.157442527296003,0.0072300455629537,25.397094813605666,40.032529859567994,26.226068957474947,21.66634864807129,0.1532188381860872,21.97278632444346,21.359910971699115,0.0282869699320057,0.1779309998270086,0.1954573188228458,-0.0175263189958372,22.101643413582156,21.54649290878182,21.54649290878182,22.101643413582156,21.31399360920057,0.0007413761336489,0.028736760061452,0.0049487929934204,0.0140527971343189,0.0077075195929158,0.9380508833995108,0.0509661849770656,0.5550144658607402,0.0063736589242084,0.0290873380678833,0.0602955879922959,0.716604356795569,250.3027937551356,calm
2024-03-26,21.731545191074567,21.88338117240741,21.731545191074567,21.817901611328125,9200,1d,Daily,yfinance,max,2026-04-02T23:40:44Z,0.0019174961627304,0.0019174961627304,21.655342694416778,21.681342601776123,21.180567779541015,20.62867248535156,19.96884966850281,21.655342694416778,21.180567779541015,20.62867248535156,19.96884966850281,0.0055507136754598,0.1526419896461822,8400.0,1.0952380952380951,60.63488229448354,0.1518359813328444,0.157042059727206,0.007197853511525,25.3711582318029,40.72097904066432,24.41487950216132,21.681342601776123,0.1526419896461822,21.98662658106849,21.376058622483757,0.0281609847599896,0.1712281566140596,0.1906114863810886,-0.0193833297670289,22.101643413582156,21.54649290878182,21.54649290878182,22.101643413582156,21.31399360920057,0.0057305960442375,0.0306632030300904,0.0077142726509578,0.0139361818019205,0.007649771066304,0.9409240419272604,0.0470893588991274,0.5980328766062569,0.0075066425503051,0.0300904979706317,0.0606804163060763,0.8946359377818649,250.3027937551356,calm
