agent,skill_luck_verdict,evidence_label,confidence_label,final_classification,stability_classification,verdict_reason,cumulative_return,annualized_sharpe,trade_level_return_ratio,max_drawdown,RCSI,RCSI_z,p_value,p_value_prominence,actual_percentile,number_of_trades,number_of_periods,transaction_cost,excess_return_vs_benchmark,excess_annualized_sharpe,excess_p_value,excess_RCSI_z,excess_evidence_label,excess_skill_luck_verdict,signal_count,trades_per_month,average_holding_bars,average_holding_hours,activity_status,activity_warning,fdr_q_value,fdr_significant_0_05,fdr_significant_0_10
trend_pullback,Random / Luck,Random / Luck,Low,random / luck,moderately variable,Random / Luck (Low confidence): no detectable edge — consistent with randomness; stability=moderately variable; mean p=0.653; mean percentile=34.8; mean RCSI_z=-0.415.,-0.0389882672534394,-0.4228072516053424,-0.0796781959648418,-0.0994513964982179,-0.0301381211037716,-0.4147608057931904,0.6525000000000001,0.1854194839896814,34.75,86.0,4758,0.00047,-0.3487141714502284,-0.8039802572478172,0.66,-0.4781750124196547,Random / Luck,Random / Luck,87.0,2.7790409625763073,4.616279069767442,22.453488372093023,acceptable,Trade activity is in a reasonable range for 1-hour research and null-hypothesis testing.,1.0,False,False
breakout_volume_momentum,Random / Luck,Random / Luck,Low,random / luck,moderately variable,Random / Luck (Low confidence): no detectable edge — consistent with randomness; stability=moderately variable; mean p=0.587; mean percentile=41.3; mean RCSI_z=-0.271.,0.0012394487371991,0.0382873274573047,0.0061623431820861,-0.1432164876370798,-0.029463947372403,-0.2707529715568403,0.587,0.2313618987523855,41.3,98.0,4758,0.00047,-0.321451506024959,-0.7598438453050892,0.546,-0.152099388418037,Random / Luck,Random / Luck,99.0,3.046859039836568,9.255102040816327,44.33673469387755,acceptable,Trade activity is in a reasonable range for 1-hour research and null-hypothesis testing.,1.0,False,False
mean_reversion_vol_filter,Negative Skill,Negative Skill,Moderate,negative skill,moderately variable,Negative Skill (Moderate confidence): worse than random — strategy likely flawed or mistimed; stability=moderately variable; mean p=0.800; mean percentile=19.9; mean RCSI_z=-0.840.,-0.0403140802727242,-0.2555017404311619,-0.071732166164062,-0.0811031215241707,-0.0426367426990211,-0.840063127300956,0.8005,0.0966386637446814,19.95,34.0,4758,0.00047,-0.3496126862147664,-0.8408815133180992,0.808,-0.8926896899502977,Negative Skill,Negative Skill,34.0,1.0836387434554973,5.176470588235294,27.529411764705884,underactive,Too few trades for strong statistical power. Consider reviewing thresholds or sample length.,1.0,False,False
volatility_managed_tsmom,Random / Luck,Random / Luck,Low,random / luck,moderately variable,Random / Luck (Low confidence): no detectable edge — consistent with randomness; stability=moderately variable; mean p=0.524; mean percentile=47.6; mean RCSI_z=-0.107.,0.0458770254550602,0.2716024618270218,0.0425179943697996,-0.1141700537176272,-0.0141774365075415,-0.1074088611247453,0.5235000000000001,0.2810833139851388,47.65,104.0,4758,0.00047,-0.2912002404612606,-0.6774909622797533,0.504,-0.0695472179349888,Random / Luck,Random / Luck,107.0,3.45940530941214,14.009615384615383,66.39423076923077,acceptable,Trade activity is in a reasonable range for 1-hour research and null-hypothesis testing.,1.0,False,False
momentum_relative_strength,Negative Skill,Negative Skill,Moderate,negative skill,moderately variable,Negative Skill (Moderate confidence): worse than random — strategy likely flawed or mistimed; stability=moderately variable; mean p=0.838; mean percentile=16.2; mean RCSI_z=-0.962.,-0.1211351450477552,-0.3119780213735693,-0.0276227339457962,-0.2156402592442802,-0.1813932714930907,-0.9620083797381828,0.838,0.0767559813697235,16.2,293.0,4747,0.00047,-0.4039637320549073,-0.937491673538958,0.822,-0.9309083631627686,Negative Skill,Negative Skill,304.0,9.035650962512666,10.296928327645052,47.1740614334471,acceptable,Trade activity is in a reasonable range for 1-hour research and null-hypothesis testing.,1.0,False,False
random,Random / Luck,Random / Luck,Low,random / luck,unstable,Random / Luck (Low confidence): no detectable edge — consistent with randomness; stability=unstable; mean p=0.329; mean percentile=67.1; mean RCSI_z=0.667.,-0.2205850723056298,-0.9659727156966867,-0.1465122033049906,-0.2674397577677448,0.0878776525547175,0.6671565901440835,0.329,0.4828041020500256,67.1,121.0,4758,0.00047,-0.4717838714448256,-1.5027357915156827,0.994,-2.223409332984118,Negative Skill,Negative Skill,121.0,3.7273551488572143,11.735537190082646,58.15702479338843,acceptable,Trade activity is in a reasonable range for 1-hour research and null-hypothesis testing.,1.0,False,False
buy_and_hold,Benchmark,Benchmark Reference,Not Applicable,benchmark,not_applicable,Passive benchmark included for strategy context; not evaluated against the Monte Carlo skill-vs-luck null.,0.4755606380787689,0.9112975083745086,,-0.1765939076089268,,,,,,,4878,0.00047,0.0,0.0,,,Benchmark Reference,Benchmark,,,,,,,,,
