total_trades,average_return,median_return,win_rate,std_return,trade_level_return_ratio,average_win,average_loss,expected_value,average_holding_period_days,stop_loss_exit_rate,take_profit_exit_rate
156,0.0003577607215843059,-0.0021136768642201,0.4166666666666667,0.01536269821361268,0.02328762282574157,0.014547425231515407,0.009777713928366483,0.0003577607215843057,3.282051282051282,0.21794871794871795,0.21794871794871795
