agent,actual_cumulative_return,median_simulated_return,mean_simulated_return,std_simulated_return,actual_percentile,p_value,p_value_prominence,p_value_interpretation,lower_5pct,upper_95pct,number_of_trades,transaction_cost,execution_cost_model,simulation_count,research_grade,reproducible,seed_used,null_model,bh_adjusted_p_value
trend_pullback,0.47926706986171447,0.7214111912201475,0.8421943298100685,0.7634898108924534,36.18190904547726,0.638680659670165,0.19471623481383002,no evidence,-0.16765124747094956,2.2202223034747637,119,0.00047,stochastic_spread_slippage_plus_expected_commission,2000,False,True,42,structure_preserving_random_timing,0.9615192403798101
breakout_volume_momentum,0.1786119186770025,0.3904707190580129,0.48102062739565576,0.5113765252506818,29.83508245877061,0.7021489255372314,0.1535707643951127,no evidence,-0.19880223194278543,1.4415510670230007,89,0.00047,stochastic_spread_slippage_plus_expected_commission,2000,False,True,42,structure_preserving_random_timing,0.9615192403798101
mean_reversion_vol_filter,0.04326978866875548,0.014699007502834725,0.01407551860621572,0.07363051776955333,65.91704147926038,0.34132933533233384,0.4668263849546788,no evidence,-0.11250968837435549,0.13110445387837083,5,0.00047,stochastic_spread_slippage_plus_expected_commission,2000,False,True,42,structure_preserving_random_timing,0.9551474262868566
trend_momentum_verification,1.1825554324065486,1.325440945917514,1.5553899749683364,1.2184770941442908,44.377811094452774,0.5567216391804098,0.25436189779850127,no evidence,0.0742101646001985,3.7868199323644047,87,0.00047,stochastic_spread_slippage_plus_expected_commission,2000,False,True,42,structure_preserving_random_timing,0.9615192403798101
adx_trend_following,0.3824969719835584,1.2175556458318577,1.4228129688802316,1.0702379269911262,13.243378310844578,0.8680659670164917,0.06144727018911277,no evidence,0.06682477263457658,3.4151470775890322,108,0.00047,stochastic_spread_slippage_plus_expected_commission,2000,False,True,42,structure_preserving_random_timing,0.9615192403798101
uptrend_oversold_reversion,0.3310889384728778,0.1111317505474762,0.12773325482531625,0.23925695084482157,81.05947026486756,0.18990504747626186,0.7214634920194013,no evidence,-0.23091174871325534,0.547876673293618,72,0.00047,stochastic_spread_slippage_plus_expected_commission,2000,False,True,42,structure_preserving_random_timing,0.9551474262868566
volatility_squeeze_breakout,0.025108667295930153,0.11657442504272851,0.13046745536527699,0.20442859215434026,30.73463268365817,0.6931534232883558,0.15917062756292655,no evidence,-0.18600661194769677,0.4768618888281342,19,0.00047,stochastic_spread_slippage_plus_expected_commission,2000,False,True,42,structure_preserving_random_timing,0.9615192403798101
connors_rsi2_pullback,0.6814499846386602,0.10109228852153267,0.11999105235464332,0.24888771875544694,97.75112443778112,0.022988505747126436,1.6384892569546374,strong evidence,-0.23677485197356482,0.5624317861973586,106,0.00047,stochastic_spread_slippage_plus_expected_commission,2000,False,True,42,structure_preserving_random_timing,0.25287356321839083
donchian_trend_reentry,0.12086844550328699,0.8574142125112729,0.9812664109855905,0.7607393615357587,9.645177411294354,0.904047976011994,0.04380852177639764,no evidence,-0.027039334455420647,2.3842910889981175,87,0.00047,stochastic_spread_slippage_plus_expected_commission,2000,False,True,42,structure_preserving_random_timing,0.9615192403798101
turn_of_month_seasonality,0.6238168546406927,0.4230761278093811,0.508961192679521,0.5491840817447966,65.31734132933533,0.3473263368315842,0.45926228404609754,no evidence,-0.2158522438790071,1.5460199699572788,192,0.00047,stochastic_spread_slippage_plus_expected_commission,2000,False,True,42,structure_preserving_random_timing,0.9551474262868566
random,0.1825274521084387,1.781998076875384,2.124748449258984,1.5808682133539396,3.8980509745127434,0.9615192403798101,0.017042020934417257,no evidence,0.250606219238652,5.095571266660795,229,0.00047,stochastic_spread_slippage_plus_expected_commission,2000,False,True,42,structure_preserving_random_timing,0.9615192403798101
