Date,Close,wealth_index,equity,daily_return,cumulative_return,rolling_peak,drawdown
1981-06-05,0.1081274151802063,1.0,100000.0,0.0,0.0,1.0,0.0
1981-06-08,0.1042812392115593,0.964429224889572,96442.92248895719,-0.035570775110428055,-0.035570775110428055,1.0,-0.035570775110428055
1981-06-09,0.106417991220951,0.984190651774979,98419.0651774979,0.020490282102006763,-0.015809348225021003,1.0,-0.015809348225021003
1981-06-10,0.1077000349760055,0.9960474390006593,99604.74390006592,0.012047246338193318,-0.003952560999340715,1.0,-0.003952560999340715
1981-06-11,0.1124009415507316,1.0395230604875092,103952.30604875092,0.043648143436289866,0.0395230604875092,1.0395230604875092,0.0
1981-06-12,0.1111188530921936,1.0276658598284416,102766.58598284416,-0.011406385398999075,0.027665859828441608,1.0395230604875092,-0.011406385398999075
1981-06-15,0.1106915324926376,1.0237138500736185,102371.38500736185,-0.003845617441726512,0.02371385007361848,1.0395230604875092,-0.015208138246088132
1981-06-16,0.1085547879338264,1.003952492093775,100395.2492093775,-0.01930359541235316,0.003952492093775017,1.0395230604875092,-0.034218161910763656
1981-06-17,0.1068453192710876,0.988142730435367,98814.2730435367,-0.015747519711252655,-0.011857269564632955,1.0395230604875092,-0.049426830442843794
1981-06-18,0.106417991220951,0.984190651774979,98419.0651774979,-0.003999501831731145,-0.015809348225021003,1.0395230604875092,-0.053228649575682074
1981-06-19,0.1034265458583831,0.9565247230409727,95652.47230409727,-0.028110334805671044,-0.04347527695902731,1.0395230604875092,-0.07984270922052705
1981-06-22,0.0995795801281929,0.9209466439406927,92094.66439406927,-0.03719514848207017,-0.0790533560593073,1.0395230604875092,-0.11406809627792891
1981-06-23,0.1012889817357063,0.9367557854490187,93675.57854490187,0.017166186132868022,-0.06324421455098128,1.0395230604875092,-0.09886002431758978
1981-06-24,0.0987248420715332,0.9130417286587064,91304.17286587064,-0.025315089758367937,-0.08695827134129364,1.0395230604875092,-0.12167246368684348
1981-06-25,0.1008616536855697,0.9328037067886307,93280.37067886307,0.02164411276027378,-0.06719629321136933,1.0395230604875092,-0.10266184345042806
1981-06-26,0.0995795801281929,0.9209466439406927,92094.66439406927,-0.01271120897317013,-0.0790533560593073,1.0395230604875092,-0.11406809627792891
1981-06-29,0.0961607322096824,0.8893279474906516,88932.79474906516,-0.03433282118793113,-0.11067205250934842,1.0395230604875092,-0.14448463791310218
1981-06-30,0.0888949334621429,0.82213130975146,82213.13097514599,-0.07555889582554465,-0.17786869024854002,1.0395230604875092,-0.2091264340341793
1981-07-01,0.0880402624607086,0.8142270146195557,81422.70146195557,-0.009614394973345375,-0.1857729853804443,1.0395230604875092,-0.21673020487135275
1981-07-02,0.0880402624607086,0.8142270146195557,81422.70146195557,0.0,-0.1857729853804443,1.0395230604875092,-0.21673020487135275
1981-07-06,0.0850487425923347,0.7865603968299026,78656.03968299026,-0.03397899761724332,-0.21343960317009736,1.0395230604875092,-0.24334492737368774
1981-07-07,0.0859034582972526,0.794465105395195,79446.5105395195,0.010049715949532745,-0.205534894604805,1.0395230604875092,-0.23574075882202017
1981-07-08,0.0893222913146019,0.8260836640341066,82608.36640341066,0.039798549268168726,-0.1739163359658934,1.0395230604875092,-0.20532434975834502
1981-07-09,0.0824846625328064,0.7628468912841075,76284.68912841076,-0.07655008264076768,-0.23715310871589246,1.0395230604875092,-0.26615683645694954
1981-07-10,0.076073557138443,0.7035547553935142,70355.47553935142,-0.07772481813589927,-0.2964452446064858,1.0395230604875092,-0.3231946628836061
1981-07-13,0.0777837708592414,0.7193714076083864,71937.14076083864,0.022481053668702122,-0.28062859239161364,1.0395230604875092,-0.30797936577662843
1981-07-14,0.0812026113271713,0.7509900351528626,75099.00351528625,0.04395313354139985,-0.24900996484713744,1.0395230604875092,-0.2775628904272044
1981-07-15,0.0833393707871437,0.7707515309438352,77075.15309438352,0.026313925439703345,-0.2292484690561648,1.0395230604875092,-0.258552734191031
1981-07-16,0.0854761451482772,0.7905131645459363,79051.31645459363,0.025639434770764247,-0.20948683545406366,1.0395230604875092,-0.23954244538336045
1981-07-17,0.0884676054120063,0.818179231091072,81817.9231091072,0.03499760381729611,-0.18182076890892795,1.0395230604875092,-0.21292825316701747
1981-07-20,0.0824846625328064,0.7628468912841075,76284.68912841076,-0.06762862916133527,-0.23715310871589246,1.0395230604875092,-0.26615683645694954
1981-07-21,0.0820572897791862,0.7588943991903315,75889.43991903315,-0.005181239038836161,-0.24110560080966847,1.0395230604875092,-0.2699590533042818
1981-07-22,0.0773556306958198,0.7154118182414523,71541.18182414523,-0.05729727481882996,-0.2845881817585477,1.0395230604875092,-0.31178841005610514
1981-07-23,0.0794932022690773,0.735180824738972,73518.0824738972,0.027633044343765123,-0.26481917526102805,1.0395230604875092,-0.2927710286732924
1981-07-24,0.0820572897791862,0.7588943991903315,75889.43991903315,0.03225543111761531,-0.24110560080966847,1.0395230604875092,-0.2699590533042818
1981-07-27,0.0854761451482772,0.7905131645459363,79051.31645459363,0.041664249188476,-0.20948683545406366,1.0395230604875092,-0.23954244538336045
1981-07-28,0.0824846625328064,0.7628468912841075,76284.68912841076,-0.03499786531413429,-0.23715310871589246,1.0395230604875092,-0.26615683645694954
1981-07-29,0.0812026113271713,0.7509900351528626,75099.00351528625,-0.015542904174763339,-0.24900996484713744,1.0395230604875092,-0.2775628904272044
1981-07-30,0.0841940641403198,0.7786560327924336,77865.60327924335,0.036839367161429326,-0.22134396720756644,1.0395230604875092,-0.2509487644966104
1981-07-31,0.0854761451482772,0.7905131645459363,79051.31645459363,0.015227688805004691,-0.20948683545406366,1.0395230604875092,-0.23954244538336045
1981-08-03,0.0846214070916175,0.78260824926395,78260.824926395,-0.00999972629997481,-0.21739175073605,1.0395230604875092,-0.24714681279227502
1981-08-04,0.0859034582972526,0.794465105395195,79446.5105395195,0.015150435920393779,-0.205534894604805,1.0395230604875092,-0.23574075882202017
1981-08-05,0.0884676054120063,0.818179231091072,81817.9231091072,0.029849172147190517,-0.18182076890892795,1.0395230604875092,-0.21292825316701747
1981-08-06,0.0863308385014534,0.7984176663945356,79841.76663945356,-0.02415309989008607,-0.2015823336054644,1.0395230604875092,-0.231938475688939
1981-08-07,0.0863308385014534,0.7984176663945356,79841.76663945356,0.0,-0.2015823336054644,1.0395230604875092,-0.231938475688939
1981-08-10,0.0863308385014534,0.7984176663945356,79841.76663945356,0.0,-0.2015823336054644,1.0395230604875092,-0.231938475688939
1981-08-11,0.083766721189022,0.7747038163209162,77470.38163209162,-0.02970105882138796,-0.22529618367908377,1.0395230604875092,-0.2547507162009467
1981-08-12,0.0820572897791862,0.7588943991903315,75889.43991903315,-0.02040704692235018,-0.24110560080966847,1.0395230604875092,-0.2699590533042818
1981-08-13,0.0794932022690773,0.735180824738972,73518.0824738972,-0.031247528610910402,-0.26481917526102805,1.0395230604875092,-0.2927710286732924
1981-08-14,0.0782111436128616,0.7233238997021624,72332.38997021623,-0.01612790301082645,-0.2766761002978376,1.0395230604875092,-0.30417714892929615
1981-08-17,0.0756462141871452,0.699602538921997,69960.2538921997,-0.03279493569883829,-0.300397461078003,1.0395230604875092,-0.32699661458794227
1981-08-18,0.0739368125796318,0.683793397413671,68379.33974136709,-0.022597318661373045,-0.31620660258632904,1.0395230604875092,-0.3422046865482814
1981-08-19,0.0730820670723915,0.6758884132261198,67588.84132261199,-0.011560486277653936,-0.3241115867738802,1.0395230604875092,-0.3498091202429451
1981-08-20,0.0739368125796318,0.683793397413671,68379.33974136709,0.011695694189843397,-0.31620660258632904,1.0395230604875092,-0.3422046865482814
1981-08-21,0.0688085705041885,0.6363656283608685,63636.56283608685,-0.0693597938093431,-0.3636343716391315,1.0395230604875092,-0.3878292338580448
1981-08-24,0.0645342692732811,0.5968354016946359,59683.54016946359,-0.06211873316925276,-0.4031645983053641,1.0395230604875092,-0.42585650633403394
1981-08-25,0.066244438290596,0.6126516404761208,61265.164047612074,0.02650016861696991,-0.38734835952387925,1.0395230604875092,-0.4106416069415496
1981-08-26,0.0649615973234176,0.6007874803550228,60078.748035502285,-0.01936526296065688,-0.39921251964497717,1.0395230604875092,-0.42205468720119665
1981-08-27,0.0653889402747154,0.6047396968265402,60473.96968265402,0.006578393526412762,-0.39526030317345984,1.0395230604875092,-0.4182527354968605
1981-08-28,0.0688085705041885,0.6363656283608685,63636.56283608685,0.05229676784952275,-0.3636343716391315,1.0395230604875092,-0.3878292338580448
1981-08-31,0.0688085705041885,0.6363656283608685,63636.56283608685,0.0,-0.3636343716391315,1.0395230604875092,-0.3878292338580448
1981-09-01,0.0730820670723915,0.6758884132261198,67588.84132261199,0.062107038947174065,-0.3241115867738802,1.0395230604875092,-0.3498091202429451
1981-09-02,0.0743642002344131,0.6877460273185754,68774.60273185754,0.017543745181038517,-0.31225397268142463,1.0395230604875092,-0.338402337129452
1981-09-03,0.0705179870128631,0.6521749076803239,65217.490768032396,-0.051721301505641804,-0.34782509231967607,1.0395230604875092,-0.37262102932620766
1981-09-04,0.0696632638573646,0.6442701302094669,64427.01302094669,-0.012120640303339814,-0.3557298697905331,1.0395230604875092,-0.38022526416362423
1981-09-08,0.0675265043973922,0.6245086344184942,62450.863441849426,-0.030672686602043364,-0.37549136558150575,1.0395230604875092,-0.39923542039979754
1981-09-09,0.0675265043973922,0.6245086344184942,62450.863441849426,0.0,-0.37549136558150575,1.0395230604875092,-0.39923542039979754
1981-09-10,0.0679538697004318,0.6284610576067056,62846.10576067056,0.006328852749796887,-0.37153894239329444,1.0395230604875092,-0.39543326983821436
1981-09-11,0.0670991539955139,0.6205563490414132,62055.63490414132,-0.01257788126983539,-0.3794436509585868,1.0395230604875092,-0.40303743838988193
1981-09-14,0.0649615973234176,0.6007874803550228,60078.748035502285,-0.0318566858866689,-0.39921251964497717,1.0395230604875092,-0.42205468720119665
1981-09-15,0.063252180814743,0.5849782010355675,58497.820103556754,-0.02631426225811684,-0.4150217989644325,1.0395230604875092,-0.4372628917330338
1981-09-16,0.0619701109826564,0.573121172640411,57312.117264041095,-0.020269179901347578,-0.42687882735958904,1.0395230604875092,-0.44866911141766097
1981-09-17,0.0602606795728206,0.5573117555098261,55731.17555098262,-0.02758477244480373,-0.44268824449017385,1.0395230604875092,-0.4638774485209963
1981-09-18,0.0606880486011505,0.5612642131508199,56126.421315081985,0.007092004792502493,-0.43873578684918013,1.0395230604875092,-0.4600752648165385
1981-09-21,0.0611154213547706,0.5652167052445949,56521.670524459485,0.007042123836092262,-0.4347832947554051,1.0395230604875092,-0.4562730479692072
1981-09-22,0.0576966069638729,0.5335983188695959,53359.83188695958,-0.05594028994828859,-0.46640168113040414,1.0395230604875092,-0.4866892913185089
1981-09-23,0.056414533406496,0.5217412560216569,52174.12560216569,-0.022220952406779793,-0.4782587439783431,1.0395230604875092,-0.49809554414601076
1981-09-24,0.0559871867299079,0.5177890050973573,51778.90050973572,-0.007575116743567589,-0.48221099490264274,1.0395230604875092,-0.5018975289932215
1981-09-25,0.0487213991582393,0.45059247071651254,45059.247071651254,-0.12977590045236687,-0.5494075292834875,1.0395230604875092,-0.5665392256856752
1981-09-28,0.0491487383842468,0.45454465273524747,45454.465273524744,0.00877107869212801,-0.5454553472647525,1.0395230604875092,-0.5627373071242134
1981-09-29,0.0517128743231296,0.47825867507277753,47825.867507277755,0.05217094117119103,-0.5217413249272225,1.0395230604875092,-0.5399249008978342
1981-09-30,0.0521402284502983,0.4822109949026419,48221.09949026419,0.00826397938158241,-0.5177890050973581,1.0395230604875092,-0.5361228497648743
1981-10-01,0.0521402284502983,0.4822109949026419,48221.09949026419,0.0,-0.5177890050973581,1.0395230604875092,-0.5361228497648743
1981-10-02,0.056414533406496,0.5217412560216569,52174.12560216569,0.08197710449757811,-0.4782587439783431,1.0395230604875092,-0.49809554414601076
1981-10-05,0.0581239461898803,0.5375505008883299,53755.05008883299,0.030300929213879835,-0.4624494991116701,1.0395230604875092,-0.4828873727570481
1981-10-06,0.0576966069638729,0.5335983188695959,53359.83188695958,-0.007352206001488004,-0.46640168113040414,1.0395230604875092,-0.4866892913185089
1981-10-07,0.0611154213547706,0.5652167052445949,56521.670524459485,0.059255033715213346,-0.4347832947554051,1.0395230604875092,-0.4562730479692072
1981-10-08,0.063252180814743,0.5849782010355675,58497.820103556754,0.03496268883705578,-0.4150217989644325,1.0395230604875092,-0.4372628917330338
1981-10-09,0.0636795312166214,0.5889304864126496,58893.048641264955,0.006756295140717183,-0.41106951358735044,1.0395230604875092,-0.4334608737429485
1981-10-12,0.065817080438137,0.6086992861934741,60869.92861934741,0.03356728890236638,-0.39130071380652587,1.0395230604875092,-0.4144436912173838
1981-10-13,0.065817080438137,0.6086992861934741,60869.92861934741,0.0,-0.39130071380652587,1.0395230604875092,-0.4144436912173838
1981-10-14,0.0619701109826564,0.573121172640411,57312.117264041095,-0.058449409026832266,-0.42687882735958904,1.0395230604875092,-0.44866911141766097
1981-10-15,0.063252180814743,0.5849782010355675,58497.820103556754,0.020688519219296042,-0.4150217989644325,1.0395230604875092,-0.4372628917330338
1981-10-16,0.0623974725604057,0.5770735613758399,57707.356137583985,-0.013512708073111668,-0.42292643862416013,1.0395230604875092,-0.44486699399895235
1981-10-19,0.0636795312166214,0.5889304864126496,58893.048641264955,0.02054664401630313,-0.41106951358735044,1.0395230604875092,-0.4334608737429485
1981-10-20,0.0670991539955139,0.6205563490414132,62055.63490414132,0.05370050177128061,-0.3794436509585868,1.0395230604875092,-0.40303743838988193
1981-10-21,0.0670991539955139,0.6205563490414132,62055.63490414132,0.0,-0.3794436509585868,1.0395230604875092,-0.40303743838988193
1981-10-22,0.0666717961430549,0.6166039947587666,61660.39947587666,-0.006369049786940195,-0.3833960052412334,1.0395230604875092,-0.4068395226657161
1981-10-23,0.0649615973234176,0.6007874803550228,60078.748035502285,-0.025651008650911633,-0.39921251964497717,1.0395230604875092,-0.42205468720119665
1981-10-26,0.0649615973234176,0.6007874803550228,60078.748035502285,0.0,-0.39921251964497717,1.0395230604875092,-0.42205468720119665
1981-10-27,0.066244438290596,0.6126516404761208,61265.164047612074,0.019747682015755386,-0.38734835952387925,1.0395230604875092,-0.4106416069415496
1981-10-28,0.0683812126517295,0.6324132740782219,63241.32740782219,0.03225590579785842,-0.3675867259217781,1.0395230604875092,-0.3916313181338791
